Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3192  1977  3300  2120 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,12-May-2025 13:22:14,
File, potted plant_18.0 mm_6400ISO_-1EV_Dist1_OFF_Defocus2.tiff,potted plant_18.0 mm_6400ISO_-1EV_Dist1_OFF_Defocus1.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_OFF_Defocus2.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_OFF_Defocus1.tiff,potted plant_18.0 mm_6400ISO_-1EV_Dist1_ON_Defocus2.tiff,potted plant_18.0 mm_6400ISO_-1EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_6400ISO_-1EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_ON_Defocus2.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_6400ISO_-1EV_Dist1_ON_Focused.tiff,potted plant_18.0 mm_1600ISO_-1EV_Dist1_ON_Focused.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_OFF_Defocus2.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_OFF_Defocus1.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_ON_Defocus2.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_100ISO_-1EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0302,  0.0627,  0.0312,  0.0601,  0.0321,  0.0620,  0.1564,  0.0308,  0.0697,  0.1969,  0.1333,  0.1956,  0.0310,  0.0607,  0.0305,  0.0597,  0.1876,  0.1918
R1090 (pxl) Mean Ctr, 14.6728,  7.5605, 15.9021,  7.7264, 16.2569,  6.8645,  2.2741, 14.8263,  7.0706,  3.1795,  3.0482,  2.6994, 14.9385,  7.7321, 15.5030,  7.6280,  2.9007,  2.7172
CA (pxl) Mean Ctr,  2.4255,  1.2067,  1.0559,  0.5814,  2.7443,  1.4277,  2.3456,  0.6030,  0.7682,  0.2917,  1.7560,  0.9565,  0.5298,  0.2955,  0.3088,  0.1830,  0.0877,  0.1280
MTF50 (LW/PH) Mean Ctr,    242.7,    504.3,    250.9,    482.8,    258.0,    498.6,   1257.3,    248.0,    560.4,   1582.7,   1072.1,   1572.6,    249.6,    488.4,    245.1,    480.4,   1508.4,   1542.3
R1090 (/PH) Mean Ctr,    274.0,    531.7,    252.8,    520.3,    247.3,    585.6,   1767.7,    271.1,    568.6,   1264.3,   1318.8,   1489.2,    269.1,    519.9,    259.3,    527.0,   1385.9,   1479.5
Peak MTF Mean Ctr,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.0302,  0.0627,  0.0312,  0.0601,  0.0321,  0.0620,  0.1564,  0.0308,  0.0697,  0.1969,  0.1333,  0.1956,  0.0310,  0.0607,  0.0305,  0.0597,  0.1876,  0.1918
MTF50P (LW/PH) Mean Ctr,    242.7,    504.3,    250.9,    482.8,    258.0,    498.6,   1257.3,    248.0,    560.4,   1582.7,   1072.1,   1572.6,    249.6,    488.4,    245.1,    480.4,   1508.4,   1542.3
