Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus1.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.95, 0.9156, 0.9644, 0.8979, 0.9547, 0.9156
0.0308,  247.91, 0.7007, 0.9261, 0.6230, 0.8406, 0.7007
0.0463,  371.86, 0.4006, 0.6337, 0.3289, 0.6725, 0.4006
0.0617,  495.81, 0.2019, 0.2565, 0.2207, 0.4481, 0.2019
0.0771,  619.77, 0.1288, 0.0626, 0.1728, 0.2328, 0.1288
0.0925,  743.72, 0.0967, 0.1309, 0.1617, 0.0143, 0.0967
0.1079,  867.67, 0.2153, 0.3044, 0.2107, 0.2111, 0.2153
0.1233,  991.63, 0.1960, 0.5057, 0.1101, 0.4482, 0.1960
0.1388, 1115.58, 0.0677, 0.1940, 0.0692, 0.2548, 0.0677
0.1542, 1239.53, 0.0539, 0.2148, 0.0957, 0.1168, 0.0539
0.1696, 1363.49, 0.2301, 0.1149, 0.3418, 0.1110, 0.2301
0.1850, 1487.44, 0.2968, 0.0502, 0.3983, 0.2472, 0.2968
0.2004, 1611.39, 0.2135, 0.0841, 0.2721, 0.2707, 0.2135
0.2158, 1735.35, 0.1617, 0.2728, 0.1578, 0.0974, 0.1617
0.2313, 1859.30, 0.2174, 0.3869, 0.2361, 0.2741, 0.2174
0.2467, 1983.25, 0.0454, 0.0098, 0.0718, 0.1595, 0.0454
0.2621, 2107.21, 0.1940, 0.4656, 0.1299, 0.1652, 0.1940
0.2775, 2231.16, 0.0989, 0.3524, 0.0903, 0.0846, 0.0989
0.2929, 2355.11, 0.2071, 0.3350, 0.2228, 0.2768, 0.2071
0.3083, 2479.07, 0.1073, 0.4015, 0.0718, 0.2667, 0.1073
0.3238, 2603.02, 0.0877, 0.3775, 0.0548, 0.2688, 0.0877
0.3392, 2726.97, 0.2791, 0.2953, 0.3129, 0.4993, 0.2791
0.3546, 2850.93, 0.4061, 0.2072, 0.4751, 0.3875, 0.4061
0.3700, 2974.88, 0.2920, 0.3168, 0.3206, 0.0522, 0.2920
0.3854, 3098.83, 0.1072, 0.2638, 0.1153, 0.3142, 0.1072
0.4008, 3222.79, 0.1076, 0.0968, 0.1273, 0.3749, 0.1076
0.4163, 3346.74, 0.1358, 0.1298, 0.1504, 0.2190, 0.1358
0.4317, 3470.69, 0.1921, 0.1317, 0.2397, 0.1648, 0.1921
0.4471, 3594.65, 0.3682, 0.3326, 0.3892, 0.3117, 0.3682
0.4625, 3718.60, 0.4543, 0.4493, 0.4910, 0.2352, 0.4543
0.4779, 3842.55, 0.2190, 0.0820, 0.2789, 0.1580, 0.2190
0.4933, 3966.51, 0.1278, 0.2495, 0.1025, 0.0733, 0.1278
0.5088, 4090.46, 0.3056, 0.3694, 0.3035, 0.1697, 0.3056
0.5242, 4214.41, 0.5465, 0.5161, 0.5796, 0.3231, 0.5465
0.5396, 4338.37, 0.4911, 0.3796, 0.5357, 0.3812, 0.4911
0.5550, 4462.32, 0.3646, 0.3301, 0.3850, 0.2762, 0.3646
0.5704, 4586.27, 0.3874, 0.3081, 0.4331, 0.2206, 0.3874
0.5858, 4710.23, 0.2688, 0.0538, 0.3431, 0.2897, 0.2688
0.6013, 4834.18, 0.1008, 0.2134, 0.1324, 0.1712, 0.1008
0.6167, 4958.13, 0.3582, 0.2560, 0.4160, 0.6572, 0.3582
0.6321, 5082.09, 0.2870, 0.3735, 0.3516, 0.6209, 0.2870
0.6475, 5206.04, 0.2044, 0.9259, 0.1570, 0.0390, 0.2044
0.6629, 5329.99, 0.1405, 0.7814, 0.4073, 0.5242, 0.1405
0.6784, 5453.95, 0.4869, 0.5776, 0.6921, 0.6427, 0.4869
0.6938, 5577.90, 1.0499, 1.1771, 1.1195, 0.5540, 1.0499
0.7092, 5701.85, 1.0213, 1.3935, 1.0202, 0.6844, 1.0213
0.7246, 5825.81, 0.7451, 0.8733, 0.9649, 0.2280, 0.7451
0.7400, 5949.76, 0.6882, 0.7854, 0.9417, 0.4311, 0.6882
0.7554, 6073.71, 0.4243, 0.9606, 0.5133, 0.3610, 0.4243
0.7709, 6197.67, 0.3100, 0.4769, 0.3206, 0.7056, 0.3100
0.7863, 6321.62, 0.5689, 0.7900, 0.5233, 0.4095, 0.5689
0.8017, 6445.57, 0.2909, 0.8790, 0.1931, 0.3056, 0.2909
0.8171, 6569.53, 0.1407, 0.8380, 0.1287, 0.7418, 0.1407
0.8325, 6693.48, 0.3478, 1.3990, 0.5397, 0.9304, 0.3478
0.8479, 6817.43, 0.5809, 2.0000, 0.9622, 1.0838, 0.5809
0.8634, 6941.39, 0.6774, 1.6324, 0.4671, 0.9848, 0.6774
0.8788, 7065.34, 1.2711, 2.0000, 2.0000, 0.9212, 1.2711
0.8942, 7189.29, 1.2909, 1.4882, 1.9499, 1.0700, 1.2909
0.9096, 7313.25, 1.5054, 2.0000, 2.0000, 1.9059, 1.5054
0.9250, 7437.20, 1.5487, 2.0000, 2.0000, 1.8282, 1.5487
0.9404, 7561.15, 0.4678, 2.0000, 1.2516, 1.2164, 0.4678
0.9559, 7685.11, 0.5626, 2.0000, 1.1719, 1.1813, 0.5626
0.9713, 7809.06, 1.2273, 2.0000, 1.6657, 1.6819, 1.2273
0.9867, 7933.01, 1.3756, 0.7594, 1.8664, 1.4160, 1.3756
1.0021, 8056.97, 0.9221, 0.7390, 1.2261, 0.8795, 0.9221
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.7820, 0.9406, 0.7270, 0.8838, 0.7820
0.0500, 0.3523, 0.5420, 0.3026, 0.6180, 0.3523
0.0750, 0.1387, 0.0889, 0.1793, 0.2620, 0.1387
0.1000, 0.1544, 0.2153, 0.1855, 0.1100, 0.1544
0.1250, 0.1821, 0.4721, 0.1057, 0.4274, 0.1821
0.1500, 0.0576, 0.2092, 0.0885, 0.1542, 0.0576
0.1750, 0.2535, 0.0921, 0.3616, 0.1588, 0.2535
0.2000, 0.2157, 0.0832, 0.2755, 0.2701, 0.2157
0.2250, 0.1948, 0.3406, 0.2043, 0.2024, 0.1948
0.2500, 0.0775, 0.1081, 0.0843, 0.1608, 0.0775
0.2750, 0.1144, 0.3708, 0.0967, 0.0977, 0.1144
0.3000, 0.1613, 0.3655, 0.1535, 0.2722, 0.1613
0.3250, 0.1031, 0.3709, 0.0756, 0.2874, 0.1031
0.3500, 0.3683, 0.2335, 0.4268, 0.4208, 0.3683
0.3750, 0.2322, 0.2997, 0.2541, 0.1370, 0.2322
0.4000, 0.1075, 0.1059, 0.1266, 0.3716, 0.1075
0.4250, 0.1677, 0.1309, 0.2010, 0.1883, 0.1677
0.4500, 0.3845, 0.3546, 0.4084, 0.2973, 0.3845
0.4750, 0.2637, 0.1518, 0.3192, 0.1727, 0.2637
0.5000, 0.2045, 0.3013, 0.1893, 0.1149, 0.2045
0.5500, 0.4057, 0.3462, 0.4340, 0.3103, 0.4057
0.6000, 0.1146, 0.2003, 0.1497, 0.1809, 0.1146
0.6500, 0.1941, 0.9026, 0.1973, 0.1171, 0.1941
0.7000, 1.0384, 1.2646, 1.0794, 0.6067, 1.0384
0.7500, 0.5174, 0.8988, 0.6644, 0.3857, 0.5174
0.8000, 0.3214, 0.8693, 0.2293, 0.3170, 0.3214
0.8500, 0.5938, 2.2272, 0.8961, 1.0705, 0.5938
0.9000, 1.3717, 2.0974, 1.9921, 1.3850, 1.3717
0.9500, 0.5266, 3.0033, 1.2022, 1.1946, 0.5266
1.0000, 0.9842, 0.7418, 1.3138, 0.9529, 0.9842

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-6.99,-0.002, 0.046, 0.076, 0.038, 0.078
-6.49, 0.043, 0.057, 0.052, 0.053, 0.014
-5.99, 0.091, 0.122, 0.119, 0.115, 0.031
-5.49, 0.102, 0.129, 0.076, 0.119, 0.053
-4.99, 0.102, 0.138, 0.068, 0.125, 0.070
-4.49, 0.150, 0.203, 0.150, 0.188, 0.053
-3.99, 0.095, 0.171, 0.112, 0.150, 0.076
-3.49, 0.171, 0.239, 0.197, 0.222, 0.069
-2.99, 0.209, 0.237, 0.123, 0.222, 0.114
-2.49, 0.229, 0.252, 0.256, 0.247, 0.027
-2.00, 0.277, 0.332, 0.232, 0.313, 0.100
-1.50, 0.247, 0.245, 0.281, 0.249, 0.036
-1.00, 0.241, 0.353, 0.347, 0.329, 0.112
-0.50, 0.361, 0.436, 0.465, 0.422, 0.104
 0.00, 0.363, 0.543, 0.474, 0.499, 0.180
 0.50, 0.496, 0.481, 0.606, 0.494, 0.125
 1.00, 0.458, 0.654, 0.555, 0.605, 0.196
 1.50, 0.653, 0.561, 0.721, 0.592, 0.160
 2.00, 0.547, 0.661, 0.649, 0.636, 0.114
 2.49, 0.654, 0.625, 0.822, 0.646, 0.197
 2.99, 0.762, 0.691, 0.731, 0.709, 0.071
 3.49, 0.665, 0.713, 0.884, 0.716, 0.220
 3.99, 0.934, 0.782, 0.814, 0.816, 0.152
 4.49, 0.732, 0.715, 0.800, 0.725, 0.085
 4.99, 0.967, 0.837, 0.932, 0.872, 0.130
 5.49, 0.828, 0.884, 0.935, 0.876, 0.107
 5.99, 0.918, 0.795, 0.991, 0.836, 0.196
 6.49, 0.856, 0.916, 0.957, 0.906, 0.101
 6.99, 0.986, 0.833, 1.002, 0.878, 0.169
 7.48, 0.955, 0.861, 0.899, 0.884, 0.095
 7.98, 0.986, 0.818, 1.000, 0.867, 0.182
 8.48, 1.096, 0.945, 1.006, 0.982, 0.151
 8.98, 1.052, 0.855, 1.068, 0.912, 0.214
 9.48, 1.121, 0.882, 0.977, 0.940, 0.239
 9.98, 1.033, 0.864, 1.041, 0.913, 0.177
10.48, 1.228, 0.996, 1.020, 1.047, 0.232

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   72.7
Light pixel level ,  120.8
Dark level linear , 0.0814
Light level linear,  0.225

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3244.66543,2050.00000, pixels from upper-right
Edge angle,3.719
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.041
MTF50 LW/PH,   331
MTF50 Cy/Pxl, 0.041
MTF50P Cy/pxl, 0.041
MTF50P LW/PH,   331
MTF50P Cy/Pxl, 0.041
MTF30 Cy/pxl, 0.054
MTF30 LW/PH,   435
MTF30 Cy/Pxl, 0.054
MTF30P Cy/pxl, 0.054
MTF30P LW/PH,   435
MTF30P Cy/Pxl, 0.054
MTF20 Cy/pxl, 0.062
MTF20 LW/PH,   499
MTF20 Cy/Pxl, 0.062
MTF20P Cy/pxl, 0.062
MTF20P LW/PH,   499
MTF20P Cy/Pxl, 0.062
MTF Area Pk Norml Cy/pxl, 0.126
MTF Area Pk Norml LW/PH,  1014
MTF Area Pk Norml Cy/Pxl, 0.126
MTF at Nyquist, 0.205
MTF50 Red Cy/pxl, 0.052
