Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus1.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.09, 0.9146, 0.9167, 0.9126, 0.9276, 0.9146
0.0309,  248.19, 0.7030, 0.7008, 0.6989, 0.7492, 0.7030
0.0463,  372.28, 0.4697, 0.4580, 0.4659, 0.5403, 0.4697
0.0617,  496.38, 0.2630, 0.2538, 0.2568, 0.3481, 0.2630
0.0772,  620.47, 0.0878, 0.0844, 0.0799, 0.1733, 0.0878
0.0926,  744.56, 0.0162, 0.0185, 0.0211, 0.0350, 0.0162
0.1080,  868.66, 0.0450, 0.0526, 0.0478, 0.0272, 0.0450
0.1235,  992.75, 0.0427, 0.0587, 0.0424, 0.0295, 0.0427
0.1389, 1116.84, 0.0245, 0.0179, 0.0270, 0.0337, 0.0245
0.1543, 1240.94, 0.0225, 0.0346, 0.0171, 0.0456, 0.0225
0.1698, 1365.03, 0.0219, 0.0470, 0.0212, 0.0337, 0.0219
0.1852, 1489.13, 0.0123, 0.0158, 0.0224, 0.0160, 0.0123
0.2006, 1613.22, 0.0192, 0.0314, 0.0194, 0.0079, 0.0192
0.2161, 1737.31, 0.0182, 0.0212, 0.0278, 0.0100, 0.0182
0.2315, 1861.41, 0.0349, 0.0258, 0.0475, 0.0175, 0.0349
0.2470, 1985.50, 0.0234, 0.0289, 0.0265, 0.0117, 0.0234
0.2624, 2109.60, 0.0116, 0.0277, 0.0075, 0.0151, 0.0116
0.2778, 2233.69, 0.0170, 0.0210, 0.0152, 0.0371, 0.0170
0.2933, 2357.78, 0.0253, 0.0094, 0.0286, 0.0372, 0.0253
0.3087, 2481.88, 0.0250, 0.0131, 0.0281, 0.0323, 0.0250
0.3241, 2605.97, 0.0171, 0.0137, 0.0170, 0.0295, 0.0171
0.3396, 2730.07, 0.0328, 0.0354, 0.0334, 0.0247, 0.0328
0.3550, 2854.16, 0.0412, 0.0475, 0.0426, 0.0154, 0.0412
0.3704, 2978.25, 0.0234, 0.0199, 0.0254, 0.0177, 0.0234
0.3859, 3102.35, 0.0259, 0.0271, 0.0259, 0.0245, 0.0259
0.4013, 3226.44, 0.0171, 0.0263, 0.0163, 0.0208, 0.0171
0.4167, 3350.53, 0.0183, 0.0238, 0.0192, 0.0251, 0.0183
0.4322, 3474.63, 0.0177, 0.0222, 0.0148, 0.0348, 0.0177
0.4476, 3598.72, 0.0099, 0.0044, 0.0155, 0.0250, 0.0099
0.4630, 3722.82, 0.0131, 0.0244, 0.0087, 0.0322, 0.0131
0.4785, 3846.91, 0.0369, 0.0428, 0.0353, 0.0372, 0.0369
0.4939, 3971.00, 0.0182, 0.0155, 0.0203, 0.0121, 0.0182
0.5093, 4095.10, 0.0141, 0.0192, 0.0161, 0.0119, 0.0141
0.5248, 4219.19, 0.0112, 0.0021, 0.0135, 0.0295, 0.0112
0.5402, 4343.29, 0.0226, 0.0227, 0.0257, 0.0196, 0.0226
0.5556, 4467.38, 0.0171, 0.0304, 0.0133, 0.0228, 0.0171
0.5711, 4591.47, 0.0200, 0.0331, 0.0164, 0.0213, 0.0200
0.5865, 4715.57, 0.0167, 0.0279, 0.0187, 0.0198, 0.0167
0.6019, 4839.66, 0.0189, 0.0358, 0.0194, 0.0183, 0.0189
0.6174, 4963.76, 0.0372, 0.0404, 0.0376, 0.0262, 0.0372
0.6328, 5087.85, 0.0346, 0.0251, 0.0442, 0.0234, 0.0346
0.6483, 5211.94, 0.0461, 0.0211, 0.0550, 0.0702, 0.0461
0.6637, 5336.04, 0.0754, 0.0562, 0.0860, 0.0563, 0.0754
0.6791, 5460.13, 0.0476, 0.0554, 0.0537, 0.0230, 0.0476
0.6946, 5584.22, 0.0281, 0.0424, 0.0262, 0.0595, 0.0281
0.7100, 5708.32, 0.0215, 0.0621, 0.0198, 0.0343, 0.0215
0.7254, 5832.41, 0.0358, 0.0695, 0.0378, 0.0173, 0.0358
0.7409, 5956.51, 0.0490, 0.0742, 0.0448, 0.0333, 0.0490
0.7563, 6080.60, 0.0269, 0.0186, 0.0326, 0.0306, 0.0269
0.7717, 6204.69, 0.0510, 0.0753, 0.0500, 0.0576, 0.0510
0.7872, 6328.79, 0.0968, 0.0733, 0.1093, 0.0624, 0.0968
0.8026, 6452.88, 0.0333, 0.0235, 0.0410, 0.0584, 0.0333
0.8180, 6576.98, 0.1011, 0.1044, 0.1015, 0.0907, 0.1011
0.8335, 6701.07, 0.0991, 0.1615, 0.0898, 0.1115, 0.0991
0.8489, 6825.16, 0.0096, 0.1133, 0.0128, 0.1541, 0.0096
0.8643, 6949.26, 0.0785, 0.1246, 0.0783, 0.0757, 0.0785
0.8798, 7073.35, 0.0946, 0.0714, 0.1106, 0.0943, 0.0946
0.8952, 7197.44, 0.1020, 0.1659, 0.0721, 0.2407, 0.1020
0.9106, 7321.54, 0.1285, 0.0722, 0.1638, 0.2028, 0.1285
0.9261, 7445.63, 0.0848, 0.1511, 0.1198, 0.0674, 0.0848
0.9415, 7569.73, 0.1191, 0.1503, 0.1467, 0.1958, 0.1191
0.9569, 7693.82, 0.3440, 0.2060, 0.3968, 0.2326, 0.3440
0.9724, 7817.91, 0.6318, 0.4038, 0.6862, 0.7382, 0.6318
0.9878, 7942.01, 1.0327, 0.8743, 1.0831, 1.0584, 1.0327
1.0032, 8066.10, 1.2757, 1.2754, 1.2847, 1.2153, 1.2757
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.7834, 0.7829, 0.7801, 0.8170, 0.7834
0.0500, 0.4202, 0.4091, 0.4158, 0.4942, 0.4202
0.0750, 0.1125, 0.1083, 0.1048, 0.1979, 0.1125
0.1000, 0.0300, 0.0348, 0.0339, 0.0313, 0.0300
0.1250, 0.0409, 0.0547, 0.0409, 0.0299, 0.0409
0.1500, 0.0231, 0.0299, 0.0199, 0.0422, 0.0231
0.1750, 0.0187, 0.0364, 0.0216, 0.0277, 0.0187
0.2000, 0.0189, 0.0307, 0.0195, 0.0082, 0.0189
0.2250, 0.0279, 0.0238, 0.0392, 0.0144, 0.0279
0.2500, 0.0211, 0.0286, 0.0227, 0.0123, 0.0211
0.2750, 0.0160, 0.0222, 0.0138, 0.0330, 0.0160
0.3000, 0.0251, 0.0110, 0.0284, 0.0351, 0.0251
0.3250, 0.0180, 0.0149, 0.0179, 0.0292, 0.0180
0.3500, 0.0385, 0.0436, 0.0396, 0.0184, 0.0385
0.3750, 0.0241, 0.0220, 0.0256, 0.0197, 0.0241
0.4000, 0.0179, 0.0264, 0.0171, 0.0211, 0.0179
0.4250, 0.0180, 0.0229, 0.0168, 0.0303, 0.0180
0.4500, 0.0104, 0.0075, 0.0144, 0.0261, 0.0104
0.4750, 0.0316, 0.0387, 0.0293, 0.0361, 0.0316
0.5000, 0.0166, 0.0170, 0.0187, 0.0120, 0.0166
0.5500, 0.0191, 0.0276, 0.0179, 0.0216, 0.0191
0.6000, 0.0186, 0.0348, 0.0193, 0.0185, 0.0186
0.6500, 0.0494, 0.0251, 0.0585, 0.0686, 0.0494
0.7000, 0.0258, 0.0493, 0.0239, 0.0506, 0.0258
0.7500, 0.0359, 0.0413, 0.0375, 0.0317, 0.0359
0.8000, 0.0440, 0.0319, 0.0525, 0.0591, 0.0440
0.8500, 0.0146, 0.1141, 0.0175, 0.1485, 0.0146
0.9000, 0.1102, 0.1368, 0.1006, 0.2290, 0.1102
0.9500, 0.2428, 0.1810, 0.2843, 0.2161, 0.2428
1.0000, 1.2246, 1.1910, 1.2423, 1.1823, 1.2246

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-6.98, 0.070, 0.065, 0.050, 0.065, 0.020
-6.48, 0.062, 0.057, 0.037, 0.056, 0.025
-5.98, 0.095, 0.093, 0.075, 0.092, 0.019
-5.48, 0.103, 0.095, 0.070, 0.095, 0.033
-4.98, 0.138, 0.136, 0.114, 0.135, 0.024
-4.49, 0.155, 0.149, 0.125, 0.148, 0.030
-3.99, 0.193, 0.197, 0.173, 0.195, 0.024
-3.49, 0.218, 0.214, 0.194, 0.213, 0.024
-2.99, 0.266, 0.271, 0.249, 0.268, 0.022
-2.49, 0.293, 0.289, 0.276, 0.289, 0.018
-1.99, 0.346, 0.346, 0.338, 0.345, 0.008
-1.50, 0.381, 0.365, 0.364, 0.368, 0.017
-1.00, 0.418, 0.417, 0.425, 0.418, 0.008
-0.50, 0.461, 0.442, 0.457, 0.447, 0.019
 0.00, 0.505, 0.501, 0.519, 0.503, 0.018
 0.50, 0.548, 0.539, 0.565, 0.543, 0.025
 1.00, 0.586, 0.584, 0.612, 0.586, 0.028
 1.50, 0.621, 0.622, 0.651, 0.624, 0.030
 1.99, 0.664, 0.664, 0.697, 0.666, 0.033
 2.49, 0.695, 0.695, 0.740, 0.699, 0.044
 2.99, 0.746, 0.744, 0.787, 0.748, 0.043
 3.49, 0.770, 0.773, 0.819, 0.776, 0.048
 3.99, 0.818, 0.812, 0.865, 0.818, 0.052
 4.49, 0.841, 0.847, 0.881, 0.848, 0.040
 4.98, 0.876, 0.873, 0.924, 0.877, 0.052
 5.48, 0.898, 0.905, 0.929, 0.905, 0.031
 5.98, 0.913, 0.922, 0.954, 0.923, 0.041
 6.48, 0.943, 0.952, 0.963, 0.951, 0.020
 6.98, 0.950, 0.958, 0.986, 0.958, 0.036
 7.48, 0.970, 0.974, 0.983, 0.974, 0.013
 7.97, 0.980, 0.986, 0.998, 0.985, 0.018
 8.47, 0.991, 0.986, 1.001, 0.989, 0.015
 8.97, 1.000, 1.000, 0.998, 1.000, 0.002
 9.47, 1.007, 1.000, 1.013, 1.003, 0.012
 9.97, 1.006, 1.008, 1.003, 1.007, 0.005
10.47, 1.004, 1.007, 1.016, 1.007, 0.012

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   70.2
Light pixel level ,  118.5
Dark level linear , 0.0757
Light level linear,  0.216

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3245.18470,2050.00000, pixels from upper-right
Edge angle,4.611
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.044
MTF50 LW/PH,   356
MTF50 Cy/Pxl, 0.044
MTF50P Cy/pxl, 0.044
MTF50P LW/PH,   356
MTF50P Cy/Pxl, 0.044
MTF30 Cy/pxl, 0.059
MTF30 LW/PH,   474
MTF30 Cy/Pxl, 0.059
MTF30P Cy/pxl, 0.059
MTF30P LW/PH,   474
MTF30P Cy/Pxl, 0.059
MTF20 Cy/pxl, 0.067
MTF20 LW/PH,   541
MTF20 Cy/Pxl, 0.067
MTF20P Cy/pxl, 0.067
MTF20P LW/PH,   541
MTF20P Cy/Pxl, 0.067
MTF Area Pk Norml Cy/pxl, 0.055
MTF Area Pk Norml LW/PH,   444
MTF Area Pk Norml Cy/Pxl, 0.055
MTF at Nyquist, 0.017
MTF50 Red Cy/pxl, 0.044
