Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.01, 0.8272, 0.8251, 0.8260, 0.8451, 0.8272
0.0308,  248.02, 0.4530, 0.4550, 0.4484, 0.4913, 0.4530
0.0463,  372.03, 0.1205, 0.1291, 0.1141, 0.1585, 0.1205
0.0617,  496.04, 0.0413, 0.0515, 0.0407, 0.0202, 0.0413
0.0771,  620.05, 0.0565, 0.0842, 0.0489, 0.0544, 0.0565
0.0925,  744.06, 0.0117, 0.0252, 0.0081, 0.0135, 0.0117
0.1080,  868.07, 0.0407, 0.0420, 0.0418, 0.0338, 0.0407
0.1234,  992.08, 0.0563, 0.0541, 0.0569, 0.0595, 0.0563
0.1388, 1116.09, 0.0443, 0.0475, 0.0416, 0.0652, 0.0443
0.1542, 1240.10, 0.0129, 0.0160, 0.0109, 0.0405, 0.0129
0.1697, 1364.11, 0.0207, 0.0391, 0.0178, 0.0244, 0.0207
0.1851, 1488.12, 0.0277, 0.0643, 0.0197, 0.0113, 0.0277
0.2005, 1612.13, 0.0141, 0.0374, 0.0070, 0.0218, 0.0141
0.2159, 1736.14, 0.0022, 0.0331, 0.0071, 0.0098, 0.0022
0.2314, 1860.15, 0.0177, 0.0398, 0.0241, 0.0295, 0.0177
0.2468, 1984.16, 0.0165, 0.0226, 0.0236, 0.0195, 0.0165
0.2622, 2108.17, 0.0086, 0.0133, 0.0109, 0.0034, 0.0086
0.2776, 2232.18, 0.0241, 0.0299, 0.0238, 0.0206, 0.0241
0.2931, 2356.19, 0.0223, 0.0316, 0.0217, 0.0302, 0.0223
0.3085, 2480.20, 0.0118, 0.0218, 0.0094, 0.0294, 0.0118
0.3239, 2604.21, 0.0148, 0.0123, 0.0149, 0.0424, 0.0148
0.3393, 2728.22, 0.0070, 0.0074, 0.0085, 0.0310, 0.0070
0.3548, 2852.23, 0.0187, 0.0194, 0.0190, 0.0255, 0.0187
0.3702, 2976.23, 0.0039, 0.0105, 0.0055, 0.0127, 0.0039
0.3856, 3100.24, 0.0131, 0.0132, 0.0146, 0.0035, 0.0131
0.4010, 3224.25, 0.0226, 0.0057, 0.0282, 0.0191, 0.0226
0.4165, 3348.26, 0.0140, 0.0091, 0.0161, 0.0093, 0.0140
0.4319, 3472.27, 0.0182, 0.0222, 0.0181, 0.0255, 0.0182
0.4473, 3596.28, 0.0271, 0.0231, 0.0278, 0.0365, 0.0271
0.4627, 3720.29, 0.0204, 0.0265, 0.0176, 0.0401, 0.0204
0.4781, 3844.30, 0.0062, 0.0145, 0.0042, 0.0144, 0.0062
0.4936, 3968.31, 0.0177, 0.0086, 0.0214, 0.0154, 0.0177
0.5090, 4092.32, 0.0406, 0.0387, 0.0428, 0.0358, 0.0406
0.5244, 4216.33, 0.0299, 0.0375, 0.0310, 0.0075, 0.0299
0.5398, 4340.34, 0.0185, 0.0246, 0.0204, 0.0113, 0.0185
0.5553, 4464.35, 0.0103, 0.0137, 0.0111, 0.0014, 0.0103
0.5707, 4588.36, 0.0208, 0.0206, 0.0212, 0.0206, 0.0208
0.5861, 4712.37, 0.0725, 0.0602, 0.0784, 0.0506, 0.0725
0.6015, 4836.38, 0.0483, 0.0224, 0.0587, 0.0208, 0.0483
0.6170, 4960.39, 0.0468, 0.0176, 0.0602, 0.0100, 0.0468
0.6324, 5084.40, 0.0387, 0.0412, 0.0441, 0.0214, 0.0387
0.6478, 5208.41, 0.0243, 0.0396, 0.0228, 0.0259, 0.0243
0.6632, 5332.42, 0.0502, 0.0516, 0.0554, 0.0176, 0.0502
0.6787, 5456.43, 0.0255, 0.0181, 0.0358, 0.0246, 0.0255
0.6941, 5580.44, 0.0594, 0.0926, 0.0600, 0.0280, 0.0594
0.7095, 5704.45, 0.0597, 0.0650, 0.0616, 0.0684, 0.0597
0.7249, 5828.46, 0.0423, 0.0509, 0.0377, 0.0919, 0.0423
0.7404, 5952.47, 0.0716, 0.0956, 0.0714, 0.0402, 0.0716
0.7558, 6076.48, 0.0623, 0.1341, 0.0433, 0.0541, 0.0623
0.7712, 6200.49, 0.1007, 0.1197, 0.0975, 0.1247, 0.1007
0.7866, 6324.50, 0.0548, 0.1007, 0.0401, 0.0827, 0.0548
0.8021, 6448.51, 0.0346, 0.1058, 0.0596, 0.0432, 0.0346
0.8175, 6572.52, 0.0206, 0.1164, 0.0596, 0.0697, 0.0206
0.8329, 6696.53, 0.0356, 0.1556, 0.0179, 0.0621, 0.0356
0.8483, 6820.54, 0.0498, 0.1340, 0.0514, 0.0824, 0.0498
0.8637, 6944.55, 0.0707, 0.1255, 0.0665, 0.0446, 0.0707
0.8792, 7068.56, 0.0500, 0.0390, 0.0757, 0.0910, 0.0500
0.8946, 7192.57, 0.1035, 0.1417, 0.0969, 0.1079, 0.1035
0.9100, 7316.58, 0.0417, 0.1547, 0.0788, 0.0385, 0.0417
0.9254, 7440.59, 0.0849, 0.1508, 0.1094, 0.1366, 0.0849
0.9409, 7564.60, 0.0046, 0.0619, 0.0242, 0.1667, 0.0046
0.9563, 7688.61, 0.0545, 0.1388, 0.1198, 0.1862, 0.0545
0.9717, 7812.62, 0.6849, 0.7159, 0.6989, 0.6249, 0.6849
0.9871, 7936.63, 2.0000, 2.0000, 2.0000, 2.0000, 2.0000
1.0026, 8060.64, 2.0000, 2.0000, 2.0000, 2.0000, 2.0000
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.5949, 0.5953, 0.5916, 0.6254, 0.5949
0.0500, 0.1014, 0.1103, 0.0964, 0.1250, 0.1014
0.0750, 0.0544, 0.0797, 0.0478, 0.0497, 0.0544
0.1000, 0.0257, 0.0334, 0.0244, 0.0233, 0.0257
0.1250, 0.0550, 0.0534, 0.0553, 0.0601, 0.0550
0.1500, 0.0216, 0.0247, 0.0193, 0.0473, 0.0216
0.1750, 0.0231, 0.0478, 0.0184, 0.0198, 0.0231
0.2000, 0.0146, 0.0382, 0.0075, 0.0214, 0.0146
0.2250, 0.0113, 0.0370, 0.0171, 0.0214, 0.0113
0.2500, 0.0148, 0.0207, 0.0210, 0.0161, 0.0148
0.2750, 0.0214, 0.0271, 0.0216, 0.0177, 0.0214
0.3000, 0.0176, 0.0272, 0.0162, 0.0299, 0.0176
0.3250, 0.0142, 0.0120, 0.0145, 0.0416, 0.0142
0.3500, 0.0151, 0.0157, 0.0158, 0.0272, 0.0151
0.3750, 0.0068, 0.0113, 0.0083, 0.0098, 0.0068
0.4000, 0.0220, 0.0062, 0.0273, 0.0180, 0.0220
0.4250, 0.0163, 0.0163, 0.0172, 0.0183, 0.0163
0.4500, 0.0260, 0.0237, 0.0260, 0.0372, 0.0260
0.4750, 0.0091, 0.0169, 0.0069, 0.0196, 0.0091
0.5000, 0.0272, 0.0211, 0.0303, 0.0239, 0.0272
0.5500, 0.0131, 0.0174, 0.0143, 0.0048, 0.0131
0.6000, 0.0508, 0.0261, 0.0606, 0.0238, 0.0508
0.6500, 0.0280, 0.0413, 0.0274, 0.0247, 0.0280
0.7000, 0.0595, 0.0820, 0.0606, 0.0435, 0.0595
0.7500, 0.0658, 0.1197, 0.0539, 0.0489, 0.0658
0.8000, 0.0373, 0.1051, 0.0570, 0.0484, 0.0373
0.8500, 0.0521, 0.1331, 0.0531, 0.0783, 0.0521
0.9000, 0.0818, 0.1462, 0.0906, 0.0836, 0.0818
0.9500, 0.0342, 0.1074, 0.0808, 0.1783, 0.0342
1.0000, 2.7245, 2.6769, 2.7417, 2.7371, 2.7245

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-11.97, 0.025, 0.013, 0.007, 0.015, 0.019
-11.47, 0.056, 0.054, 0.049, 0.054, 0.007
-10.97, 0.025, 0.017, 0.015, 0.019, 0.010
-10.47, 0.073, 0.069, 0.062, 0.069, 0.010
-9.97, 0.040, 0.035, 0.032, 0.036, 0.008
-9.48, 0.093, 0.092, 0.081, 0.091, 0.012
-8.98, 0.062, 0.061, 0.050, 0.061, 0.011
-8.48, 0.120, 0.118, 0.107, 0.117, 0.013
-7.98, 0.094, 0.099, 0.083, 0.097, 0.015
-7.48, 0.159, 0.155, 0.142, 0.155, 0.017
-6.98, 0.141, 0.137, 0.123, 0.137, 0.018
-6.48, 0.204, 0.195, 0.185, 0.196, 0.019
-5.98, 0.195, 0.181, 0.169, 0.183, 0.026
-5.49, 0.245, 0.237, 0.233, 0.238, 0.013
-4.99, 0.241, 0.227, 0.214, 0.229, 0.027
-4.49, 0.284, 0.278, 0.275, 0.279, 0.009
-3.99, 0.278, 0.268, 0.264, 0.270, 0.014
-3.49, 0.331, 0.325, 0.324, 0.326, 0.007
-2.99, 0.330, 0.315, 0.321, 0.319, 0.015
-2.49, 0.376, 0.368, 0.369, 0.369, 0.008
-1.99, 0.387, 0.363, 0.367, 0.368, 0.024
-1.50, 0.423, 0.417, 0.420, 0.418, 0.006
-1.00, 0.433, 0.410, 0.414, 0.415, 0.023
-0.50, 0.468, 0.463, 0.474, 0.465, 0.011
 0.00, 0.484, 0.470, 0.473, 0.473, 0.014
 0.50, 0.518, 0.519, 0.538, 0.520, 0.020
 1.00, 0.533, 0.522, 0.534, 0.525, 0.013
 1.50, 0.567, 0.567, 0.591, 0.569, 0.024
 1.99, 0.583, 0.575, 0.593, 0.578, 0.018
 2.49, 0.629, 0.615, 0.643, 0.620, 0.029
 2.99, 0.631, 0.626, 0.655, 0.629, 0.029
 3.49, 0.687, 0.666, 0.700, 0.673, 0.034
 3.99, 0.682, 0.681, 0.708, 0.683, 0.027
 4.49, 0.725, 0.707, 0.737, 0.713, 0.031
 4.99, 0.727, 0.727, 0.754, 0.729, 0.027
 5.49, 0.759, 0.748, 0.779, 0.753, 0.031
 5.98, 0.774, 0.765, 0.796, 0.769, 0.031
 6.48, 0.796, 0.788, 0.827, 0.792, 0.039
 6.98, 0.820, 0.807, 0.842, 0.812, 0.035
 7.48, 0.845, 0.833, 0.869, 0.838, 0.035
 7.98, 0.865, 0.847, 0.887, 0.854, 0.040
 8.48, 0.889, 0.883, 0.914, 0.886, 0.031
 8.98, 0.906, 0.885, 0.930, 0.892, 0.046
 9.48, 0.914, 0.913, 0.951, 0.916, 0.038
 9.97, 0.948, 0.930, 0.974, 0.937, 0.043
10.47, 0.940, 0.941, 0.970, 0.942, 0.030
10.97, 0.968, 0.950, 0.989, 0.957, 0.039
11.47, 0.962, 0.965, 0.984, 0.966, 0.022
11.97, 0.986, 0.971, 1.000, 0.976, 0.029
12.47, 0.978, 0.981, 1.004, 0.982, 0.026
12.97, 0.989, 0.983, 1.004, 0.986, 0.021
13.47, 0.978, 0.982, 1.007, 0.983, 0.029
13.96, 1.008, 0.997, 1.021, 1.001, 0.024
14.46, 0.979, 0.985, 1.011, 0.986, 0.032
14.96, 1.015, 1.006, 1.026, 1.009, 0.020
15.46, 0.995, 1.002, 1.015, 1.001, 0.020
15.96, 1.008, 1.004, 1.022, 1.006, 0.017
16.46, 1.005, 1.009, 1.021, 1.009, 0.016
16.96, 1.006, 1.010, 1.022, 1.010, 0.016
17.46, 0.995, 1.005, 1.019, 1.004, 0.024
17.95, 1.009, 1.020, 1.029, 1.018, 0.020

