Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.86, 0.8493, 0.8518, 0.8457, 0.8760, 0.8493
0.0308,  247.71, 0.5165, 0.5767, 0.4934, 0.5739, 0.5165
0.0462,  371.57, 0.2064, 0.2899, 0.1757, 0.2837, 0.2064
0.0616,  495.43, 0.0553, 0.0351, 0.0732, 0.1293, 0.0553
0.0770,  619.29, 0.1069, 0.2256, 0.1139, 0.0769, 0.1069
0.0924,  743.14, 0.1153, 0.2738, 0.1041, 0.0142, 0.1153
0.1078,  867.00, 0.0231, 0.1766, 0.0901, 0.0734, 0.0231
0.1232,  990.86, 0.1262, 0.0714, 0.1651, 0.0792, 0.1262
0.1386, 1114.72, 0.0728, 0.1375, 0.0895, 0.0701, 0.0728
0.1541, 1238.57, 0.0183, 0.2693, 0.0834, 0.0588, 0.0183
0.1695, 1362.43, 0.0797, 0.3521, 0.0868, 0.0751, 0.0797
0.1849, 1486.29, 0.0774, 0.1208, 0.0846, 0.0192, 0.0774
0.2003, 1610.15, 0.0763, 0.2501, 0.0494, 0.0953, 0.0763
0.2157, 1734.00, 0.0365, 0.1077, 0.0676, 0.1824, 0.0365
0.2311, 1857.86, 0.1222, 0.3128, 0.0732, 0.2162, 0.1222
0.2465, 1981.72, 0.0830, 0.3346, 0.0209, 0.2679, 0.0830
0.2619, 2105.58, 0.0660, 0.2317, 0.0168, 0.2394, 0.0660
0.2773, 2229.43, 0.1386, 0.2761, 0.1337, 0.1886, 0.1386
0.2927, 2353.29, 0.2504, 0.2847, 0.2869, 0.0891, 0.2504
0.3081, 2477.15, 0.1908, 0.1528, 0.2295, 0.1364, 0.1908
0.3235, 2601.01, 0.0040, 0.0323, 0.0126, 0.0703, 0.0040
0.3389, 2724.86, 0.0381, 0.0498, 0.0821, 0.1434, 0.0381
0.3543, 2848.72, 0.0374, 0.1018, 0.0691, 0.1252, 0.0374
0.3697, 2972.58, 0.0361, 0.2039, 0.0734, 0.0426, 0.0361
0.3851, 3096.44, 0.0612, 0.1949, 0.0657, 0.0601, 0.0612
0.4005, 3220.29, 0.0823, 0.0249, 0.0949, 0.1474, 0.0823
0.4159, 3344.15, 0.0563, 0.0330, 0.0611, 0.1307, 0.0563
0.4313, 3468.01, 0.0692, 0.1422, 0.0540, 0.0411, 0.0692
0.4467, 3591.86, 0.0594, 0.1543, 0.0361, 0.0839, 0.0594
0.4622, 3715.72, 0.1380, 0.1917, 0.1385, 0.1561, 0.1380
0.4776, 3839.58, 0.1067, 0.1024, 0.1176, 0.0997, 0.1067
0.4930, 3963.44, 0.0600, 0.0725, 0.0605, 0.0304, 0.0600
0.5084, 4087.29, 0.0374, 0.0738, 0.0312, 0.0713, 0.0374
0.5238, 4211.15, 0.1099, 0.1860, 0.1024, 0.0486, 0.1099
0.5392, 4335.01, 0.1415, 0.1996, 0.1479, 0.0431, 0.1415
0.5546, 4458.87, 0.0995, 0.1463, 0.1017, 0.0662, 0.0995
0.5700, 4582.72, 0.1447, 0.1702, 0.1499, 0.1214, 0.1447
0.5854, 4706.58, 0.2928, 0.1798, 0.3307, 0.2883, 0.2928
0.6008, 4830.44, 0.3407, 0.2708, 0.4027, 0.1301, 0.3407
0.6162, 4954.30, 0.3388, 0.4007, 0.3516, 0.2020, 0.3388
0.6316, 5078.15, 0.2254, 0.2953, 0.2469, 0.0862, 0.2254
0.6470, 5202.01, 0.1729, 0.2167, 0.2619, 0.2239, 0.1729
0.6624, 5325.87, 0.1522, 0.1993, 0.2464, 0.1709, 0.1522
0.6778, 5449.73, 0.0835, 0.3319, 0.0160, 0.1210, 0.0835
0.6932, 5573.58, 0.3036, 0.8161, 0.1892, 0.1555, 0.3036
0.7086, 5697.44, 0.3374, 0.8581, 0.2154, 0.1950, 0.3374
0.7240, 5821.30, 0.3061, 0.3196, 0.3106, 0.3117, 0.3061
0.7394, 5945.16, 0.1344, 0.3766, 0.2979, 0.5577, 0.1344
0.7549, 6069.01, 0.1429, 0.9275, 0.1016, 0.4545, 0.1429
0.7703, 6192.87, 0.0617, 1.1015, 0.3077, 0.0409, 0.0617
0.7857, 6316.73, 0.2290, 1.5386, 0.2912, 0.2844, 0.2290
0.8011, 6440.59, 0.1888, 1.1416, 0.1249, 0.1808, 0.1888
0.8165, 6564.44, 0.3385, 0.7876, 0.4560, 0.4472, 0.3385
0.8319, 6688.30, 0.2137, 0.8175, 0.3258, 0.8865, 0.2137
0.8473, 6812.16, 0.3472, 0.6085, 0.5893, 0.5347, 0.3472
0.8627, 6936.01, 0.3420, 1.5818, 0.5951, 0.2162, 0.3420
0.8781, 7059.87, 0.2910, 1.2420, 0.1680, 0.2889, 0.2910
0.8935, 7183.73, 0.3668, 1.2525, 0.1683, 0.6811, 0.3668
0.9089, 7307.59, 0.5318, 1.9348, 0.6510, 0.5481, 0.5318
0.9243, 7431.44, 0.4979, 1.6075, 0.7062, 0.6417, 0.4979
0.9397, 7555.30, 0.3437, 1.4139, 0.8728, 1.4167, 0.3437
0.9551, 7679.16, 0.4011, 1.7462, 1.1467, 0.8912, 0.4011
0.9705, 7803.02, 0.1532, 1.4894, 0.2463, 1.1907, 0.1532
0.9859, 7926.87, 0.6986, 0.4918, 1.1199, 1.8012, 0.6986
1.0013, 8050.73, 0.4267, 1.0116, 0.3340, 1.7900, 0.4267
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.6420, 0.6805, 0.6263, 0.6879, 0.6420
0.0500, 0.1693, 0.2273, 0.1506, 0.2458, 0.1693
0.0750, 0.1001, 0.2006, 0.1086, 0.0838, 0.1001
0.1000, 0.0700, 0.2260, 0.0972, 0.0433, 0.0700
0.1250, 0.1201, 0.0790, 0.1565, 0.0782, 0.1201
0.1500, 0.0326, 0.2346, 0.0850, 0.0618, 0.0326
0.1750, 0.0789, 0.2689, 0.0860, 0.0550, 0.0789
0.2000, 0.0763, 0.2479, 0.0500, 0.0940, 0.0763
0.2250, 0.0884, 0.2319, 0.0710, 0.2029, 0.0884
0.2500, 0.0792, 0.3111, 0.0199, 0.2614, 0.0792
0.2750, 0.1278, 0.2695, 0.1163, 0.1962, 0.1278
0.3000, 0.2222, 0.2222, 0.2597, 0.1116, 0.2222
0.3250, 0.0073, 0.0340, 0.0193, 0.0774, 0.0073
0.3500, 0.0376, 0.0872, 0.0728, 0.1303, 0.0376
0.3750, 0.0447, 0.2008, 0.0708, 0.0486, 0.0447
0.4000, 0.0816, 0.0308, 0.0939, 0.1444, 0.0816
0.4250, 0.0639, 0.0972, 0.0569, 0.0780, 0.0639
0.4500, 0.0759, 0.1622, 0.0577, 0.0992, 0.0759
0.4750, 0.1119, 0.1172, 0.1211, 0.1090, 0.1119
0.5000, 0.0497, 0.0731, 0.0471, 0.0491, 0.0497
0.5500, 0.1120, 0.1622, 0.1155, 0.0593, 0.1120
0.6000, 0.3382, 0.2660, 0.3989, 0.1383, 0.3382
0.6500, 0.1689, 0.2133, 0.2589, 0.2137, 0.1689
0.7000, 0.3185, 0.8345, 0.2007, 0.1729, 0.3185
0.7500, 0.1402, 0.7540, 0.1634, 0.4870, 0.1402
0.8000, 0.1916, 1.1691, 0.1364, 0.1880, 0.1916
0.8500, 0.3463, 0.7801, 0.5903, 0.4785, 0.3463
0.9000, 0.4364, 1.5405, 0.3720, 0.6250, 0.4364
0.9500, 0.3820, 1.6358, 1.0557, 1.0658, 0.3820
1.0000, 0.4502, 0.9666, 0.4021, 1.7909, 0.4502

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-9.99,-0.002, 0.032, 0.020, 0.024, 0.034
-9.49, 0.017, 0.066,-0.038, 0.047, 0.104
-8.99,-0.004, 0.063, 0.034, 0.046, 0.067
-8.49, 0.010, 0.076, 0.007, 0.057, 0.069
-7.99, 0.000, 0.069, 0.041, 0.052, 0.069
-7.49, 0.042, 0.069, 0.071, 0.063, 0.029
-6.99, 0.047, 0.110, 0.047, 0.091, 0.063
-6.49, 0.140, 0.130, 0.119, 0.131, 0.021
-5.99, 0.143, 0.158, 0.044, 0.146, 0.114
-5.49, 0.140, 0.160, 0.139, 0.154, 0.021
-4.99, 0.246, 0.211, 0.113, 0.211, 0.132
-4.49, 0.140, 0.205, 0.188, 0.190, 0.065
-3.99, 0.238, 0.215, 0.185, 0.218, 0.053
-3.50, 0.256, 0.292, 0.266, 0.282, 0.037
-3.00, 0.257, 0.316, 0.264, 0.299, 0.059
-2.50, 0.328, 0.332, 0.320, 0.330, 0.012
-2.00, 0.320, 0.371, 0.324, 0.357, 0.051
-1.50, 0.342, 0.376, 0.370, 0.368, 0.034
-1.00, 0.380, 0.385, 0.372, 0.383, 0.014
-0.50, 0.352, 0.404, 0.430, 0.395, 0.078
 0.00, 0.464, 0.466, 0.445, 0.464, 0.021
 0.50, 0.398, 0.489, 0.537, 0.473, 0.138
 1.00, 0.531, 0.523, 0.533, 0.525, 0.010
 1.50, 0.470, 0.570, 0.597, 0.551, 0.127
 2.00, 0.596, 0.588, 0.575, 0.589, 0.021
 2.50, 0.482, 0.604, 0.600, 0.578, 0.123
 3.00, 0.565, 0.625, 0.611, 0.611, 0.061
 3.50, 0.524, 0.688, 0.664, 0.651, 0.164
 3.99, 0.640, 0.662, 0.685, 0.659, 0.045
 4.49, 0.611, 0.722, 0.746, 0.700, 0.135
 4.99, 0.738, 0.720, 0.732, 0.725, 0.018
 5.49, 0.731, 0.738, 0.792, 0.741, 0.061
 5.99, 0.731, 0.757, 0.777, 0.753, 0.046
 6.49, 0.860, 0.771, 0.815, 0.794, 0.090
 6.99, 0.735, 0.797, 0.773, 0.782, 0.063
 7.49, 0.912, 0.813, 0.853, 0.837, 0.099
 7.99, 0.819, 0.870, 0.818, 0.855, 0.053
 8.49, 0.935, 0.869, 0.909, 0.886, 0.066
 8.99, 0.873, 0.900, 0.870, 0.892, 0.029
 9.49, 0.944, 0.896, 0.903, 0.907, 0.048
 9.99, 0.876, 0.927, 0.893, 0.913, 0.051
10.49, 0.904, 0.966, 0.923, 0.949, 0.062
10.99, 0.902, 0.994, 0.908, 0.968, 0.092
11.48, 0.899, 0.992, 0.927, 0.967, 0.093
11.98, 0.904, 1.017, 0.895, 0.983, 0.122
12.48, 0.938, 0.970, 0.959, 0.962, 0.032
12.98, 0.935, 0.996, 0.910, 0.976, 0.086
13.48, 0.957, 1.005, 0.958, 0.991, 0.048
13.98, 0.893, 1.009, 0.991, 0.983, 0.117
14.48, 0.912, 1.004, 0.974, 0.982, 0.092
14.98, 0.886, 1.013, 1.007, 0.985, 0.126

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   74.6
Light pixel level ,  122.4
Dark level linear , 0.0856
Light level linear,  0.231

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.81848,2050.00000, pixels from upper-right
Edge angle,2.959
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
