Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3213  1998  3277  2142 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,06-May-2025 16:18:00,
File, car_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_100ISO_+1EV_Dist1_OFF_Focused.tiff,car_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_100ISO_+1EV_Dist1_ON_Focused.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_OFF_Focused.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_1600ISO_+1EV_Dist1_ON_Focused.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_OFF_Focused.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_25600ISO_+1EV_Dist1_ON_Focused.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_OFF_Focused.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_6400ISO_+1EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.1897,  0.0647,  0.1896,  0.1867,  0.0648,  0.1898,  0.1865,  0.0675,  0.1934,  0.1875,  0.0642,  0.1818,  0.1429,  0.0685,  0.1819,  0.1644,  0.0599,  0.1816,  0.1731,  0.0669,  0.1622,  0.1782,  0.0655,  0.1817
R1090 (pxl) Mean Ctr,  2.7817,  7.2170,  2.7804,  2.7692,  7.2745,  2.8170,  2.7742,  7.0945,  2.7013,  2.7555,  8.2359,  2.9215,  3.5613,  6.6250,  3.1332,  3.3693,  6.4471,  2.9164,  3.0799,  6.0983,  3.1585,  3.0328,  8.1944,  3.2668
CA (pxl) Mean Ctr,  0.2711,  0.2937,  0.2865,  0.3147,  0.3976,  0.3412,  0.8076,  0.1713,  0.4099,  0.7778,  0.8846,  0.2177,  0.1734,  2.2780,  2.6782,  1.8727,  5.1008,  2.2241,  2.5364,  2.7409,  0.6609,  0.2497,  1.4056,  1.1681
MTF50 (LW/PH) Mean Ctr,   1525.0,    519.8,   1524.4,   1500.7,    521.2,   1526.3,   1499.7,    542.7,   1554.7,   1507.3,    516.1,   1461.6,   1148.9,    551.0,   1462.4,   1321.9,    482.0,   1459.9,   1391.4,    537.6,   1303.7,   1432.9,    526.8,   1461.0
R1090 (/PH) Mean Ctr,   1445.2,    557.0,   1445.8,   1451.7,    552.6,   1427.1,   1449.1,    566.6,   1488.1,   1458.9,    488.1,   1376.0,   1128.8,    606.8,   1283.0,   1193.1,    623.5,   1378.4,   1305.3,    659.2,   1272.7,   1325.5,    490.6,   1230.6
Peak MTF Mean Ctr,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.012,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.1897,  0.0647,  0.1896,  0.1867,  0.0648,  0.1898,  0.1865,  0.0675,  0.1934,  0.1875,  0.0642,  0.1818,  0.1429,  0.0685,  0.1819,  0.1644,  0.0599,  0.1816,  0.1731,  0.0663,  0.1622,  0.1782,  0.0655,  0.1817
MTF50P (LW/PH) Mean Ctr,   1525.0,    519.8,   1524.4,   1500.7,    521.2,   1526.3,   1499.7,    542.7,   1554.7,   1507.3,    516.1,   1461.6,   1148.9,    551.0,   1462.4,   1321.9,    482.0,   1459.9,   1391.4,    532.7,   1303.7,   1432.9,    526.8,   1461.0
