Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.85, 0.7734, 0.7778, 0.7705, 0.7890, 0.7734
0.0308,  247.69, 0.3180, 0.3317, 0.3112, 0.3457, 0.3180
0.0462,  371.54, 0.0128, 0.0257, 0.0109, 0.0228, 0.0128
0.0616,  495.38, 0.0497, 0.0493, 0.0485, 0.0657, 0.0497
0.0770,  619.23, 0.0027, 0.0180, 0.0049, 0.0216, 0.0027
0.0924,  743.07, 0.0419, 0.0239, 0.0499, 0.0344, 0.0419
0.1078,  866.92, 0.0389, 0.0016, 0.0503, 0.0313, 0.0389
0.1232,  990.76, 0.0166, 0.0260, 0.0282, 0.0123, 0.0166
0.1386, 1114.61, 0.0135, 0.0385, 0.0124, 0.0124, 0.0135
0.1540, 1238.45, 0.0231, 0.0716, 0.0128, 0.0045, 0.0231
0.1694, 1362.30, 0.0158, 0.0615, 0.0147, 0.0177, 0.0158
0.1848, 1486.14, 0.0212, 0.0563, 0.0264, 0.0368, 0.0212
0.2002, 1609.99, 0.0249, 0.0350, 0.0333, 0.0376, 0.0249
0.2157, 1733.83, 0.0275, 0.0316, 0.0327, 0.0122, 0.0275
0.2311, 1857.68, 0.0310, 0.0542, 0.0300, 0.0371, 0.0310
0.2465, 1981.53, 0.0353, 0.0587, 0.0349, 0.0294, 0.0353
0.2619, 2105.37, 0.0298, 0.0383, 0.0379, 0.0349, 0.0298
0.2773, 2229.22, 0.0250, 0.0283, 0.0307, 0.0248, 0.0250
0.2927, 2353.06, 0.0090, 0.0068, 0.0110, 0.0048, 0.0090
0.3081, 2476.91, 0.0026, 0.0162, 0.0016, 0.0051, 0.0026
0.3235, 2600.75, 0.0337, 0.0429, 0.0369, 0.0221, 0.0337
0.3389, 2724.60, 0.0446, 0.0468, 0.0483, 0.0205, 0.0446
0.3543, 2848.44, 0.0196, 0.0177, 0.0224, 0.0072, 0.0196
0.3697, 2972.29, 0.0101, 0.0068, 0.0148, 0.0234, 0.0101
0.3851, 3096.13, 0.0121, 0.0117, 0.0105, 0.0289, 0.0121
0.4005, 3219.98, 0.0045, 0.0138, 0.0073, 0.0135, 0.0045
0.4159, 3343.82, 0.0076, 0.0059, 0.0094, 0.0247, 0.0076
0.4313, 3467.67, 0.0123, 0.0060, 0.0140, 0.0190, 0.0123
0.4467, 3591.52, 0.0203, 0.0331, 0.0185, 0.0131, 0.0203
0.4621, 3715.36, 0.0151, 0.0336, 0.0229, 0.0187, 0.0151
0.4775, 3839.21, 0.0301, 0.0169, 0.0402, 0.0306, 0.0301
0.4929, 3963.05, 0.0590, 0.0514, 0.0631, 0.0460, 0.0590
0.5083, 4086.90, 0.0888, 0.0942, 0.0886, 0.0772, 0.0888
0.5237, 4210.74, 0.0754, 0.0844, 0.0746, 0.0641, 0.0754
0.5391, 4334.59, 0.0440, 0.0309, 0.0488, 0.0450, 0.0440
0.5545, 4458.43, 0.0245, 0.0116, 0.0277, 0.0421, 0.0245
0.5699, 4582.28, 0.0238, 0.0140, 0.0250, 0.0503, 0.0238
0.5853, 4706.12, 0.0211, 0.0345, 0.0193, 0.0305, 0.0211
0.6007, 4829.97, 0.0078, 0.0264, 0.0157, 0.0092, 0.0078
0.6161, 4953.81, 0.0162, 0.0109, 0.0249, 0.0315, 0.0162
0.6315, 5077.66, 0.0063, 0.0294, 0.0093, 0.0642, 0.0063
0.6470, 5201.50, 0.0299, 0.0380, 0.0380, 0.0625, 0.0299
0.6624, 5325.35, 0.0318, 0.0111, 0.0439, 0.0408, 0.0318
0.6778, 5449.20, 0.0228, 0.0083, 0.0305, 0.0237, 0.0228
0.6932, 5573.04, 0.0495, 0.0569, 0.0511, 0.0692, 0.0495
0.7086, 5696.89, 0.0515, 0.0613, 0.0563, 0.1003, 0.0515
0.7240, 5820.73, 0.0326, 0.0261, 0.0433, 0.1067, 0.0326
0.7394, 5944.58, 0.0274, 0.0369, 0.0202, 0.1019, 0.0274
0.7548, 6068.42, 0.0437, 0.0607, 0.0426, 0.0614, 0.0437
0.7702, 6192.27, 0.0639, 0.1222, 0.0529, 0.0599, 0.0639
0.7856, 6316.11, 0.0651, 0.1532, 0.0589, 0.1291, 0.0651
0.8010, 6439.96, 0.0270, 0.0931, 0.0386, 0.1461, 0.0270
0.8164, 6563.80, 0.0322, 0.0570, 0.0246, 0.0838, 0.0322
0.8318, 6687.65, 0.0696, 0.0538, 0.0786, 0.0803, 0.0696
0.8472, 6811.49, 0.0278, 0.0711, 0.0542, 0.0573, 0.0278
0.8626, 6935.34, 0.0482, 0.0889, 0.0813, 0.1364, 0.0482
0.8780, 7059.18, 0.0948, 0.2167, 0.1243, 0.0615, 0.0948
0.8934, 7183.03, 0.1253, 0.3706, 0.1352, 0.0512, 0.1253
0.9088, 7306.88, 0.0935, 0.2351, 0.1034, 0.0275, 0.0935
0.9242, 7430.72, 0.0566, 0.1173, 0.0456, 0.1216, 0.0566
0.9396, 7554.57, 0.0539, 0.1452, 0.0830, 0.0992, 0.0539
0.9550, 7678.41, 0.1091, 0.0531, 0.1498, 0.1592, 0.1091
0.9704, 7802.26, 0.4078, 0.5484, 0.3533, 0.6045, 0.4078
0.9858, 7926.10, 0.9600, 1.1319, 0.8987, 1.0786, 0.9600
1.0012, 8049.95, 1.1848, 1.2573, 1.1507, 1.3465, 1.1848
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.4897, 0.4999, 0.4844, 0.5128, 0.4897
0.0500, 0.0219, 0.0315, 0.0201, 0.0334, 0.0219
0.0750, 0.0089, 0.0221, 0.0106, 0.0274, 0.0089
0.1000, 0.0404, 0.0129, 0.0501, 0.0329, 0.0404
0.1250, 0.0163, 0.0274, 0.0264, 0.0123, 0.0163
0.1500, 0.0206, 0.0629, 0.0127, 0.0065, 0.0206
0.1750, 0.0178, 0.0596, 0.0190, 0.0246, 0.0178
0.2000, 0.0248, 0.0353, 0.0332, 0.0376, 0.0248
0.2250, 0.0296, 0.0453, 0.0310, 0.0273, 0.0296
0.2500, 0.0341, 0.0540, 0.0356, 0.0307, 0.0341
0.2750, 0.0257, 0.0298, 0.0318, 0.0263, 0.0257
0.3000, 0.0060, 0.0112, 0.0066, 0.0049, 0.0060
0.3250, 0.0347, 0.0433, 0.0380, 0.0220, 0.0347
0.3500, 0.0265, 0.0258, 0.0296, 0.0109, 0.0265
0.3750, 0.0108, 0.0085, 0.0133, 0.0253, 0.0108
0.4000, 0.0047, 0.0138, 0.0074, 0.0140, 0.0047
0.4250, 0.0104, 0.0060, 0.0121, 0.0214, 0.0104
0.4500, 0.0192, 0.0332, 0.0194, 0.0143, 0.0192
0.4750, 0.0276, 0.0197, 0.0374, 0.0286, 0.0276
0.5000, 0.0727, 0.0711, 0.0748, 0.0604, 0.0727
0.5500, 0.0303, 0.0173, 0.0339, 0.0429, 0.0303
0.6000, 0.0085, 0.0268, 0.0159, 0.0102, 0.0085
0.6500, 0.0303, 0.0327, 0.0392, 0.0582, 0.0303
0.7000, 0.0504, 0.0588, 0.0534, 0.0830, 0.0504
0.7500, 0.0386, 0.0533, 0.0356, 0.0739, 0.0386
0.8000, 0.0295, 0.0970, 0.0399, 0.1450, 0.0295
0.8500, 0.0315, 0.0744, 0.0591, 0.0717, 0.0315
0.9000, 0.1117, 0.3126, 0.1216, 0.0410, 0.1117
0.9500, 0.0911, 0.0832, 0.1280, 0.1396, 0.0911
1.0000, 1.1668, 1.2473, 1.1305, 1.3250, 1.1668

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-14.98, 0.035, 0.020, 0.015, 0.023, 0.020
-14.48, 0.037, 0.033, 0.027, 0.034, 0.009
-13.98, 0.043, 0.030, 0.028, 0.033, 0.016
-13.48, 0.044, 0.045, 0.037, 0.045, 0.009
-12.98, 0.056, 0.045, 0.042, 0.047, 0.014
-12.48, 0.066, 0.062, 0.047, 0.062, 0.019
-11.99, 0.071, 0.061, 0.059, 0.063, 0.012
-11.49, 0.088, 0.083, 0.064, 0.083, 0.024
-10.99, 0.097, 0.089, 0.080, 0.090, 0.016
-10.49, 0.112, 0.114, 0.092, 0.112, 0.022
-9.99, 0.122, 0.122, 0.107, 0.121, 0.015
-9.49, 0.140, 0.139, 0.122, 0.138, 0.018
-8.99, 0.157, 0.150, 0.140, 0.151, 0.016
-8.49, 0.183, 0.176, 0.164, 0.177, 0.020
-7.99, 0.192, 0.189, 0.173, 0.189, 0.020
-7.49, 0.217, 0.215, 0.200, 0.214, 0.017
-6.99, 0.225, 0.225, 0.212, 0.224, 0.013
-6.49, 0.244, 0.248, 0.236, 0.246, 0.012
-5.99, 0.258, 0.257, 0.249, 0.257, 0.009
-5.49, 0.277, 0.278, 0.274, 0.278, 0.004
-4.99, 0.299, 0.297, 0.282, 0.296, 0.017
-4.49, 0.322, 0.317, 0.311, 0.318, 0.011
-4.00, 0.333, 0.335, 0.325, 0.334, 0.009
-3.50, 0.362, 0.360, 0.356, 0.360, 0.006
-3.00, 0.373, 0.370, 0.369, 0.370, 0.005
-2.50, 0.404, 0.397, 0.401, 0.399, 0.008
-2.00, 0.410, 0.405, 0.410, 0.406, 0.005
-1.50, 0.449, 0.436, 0.443, 0.439, 0.013
-1.00, 0.458, 0.449, 0.455, 0.451, 0.009
-0.50, 0.493, 0.473, 0.481, 0.478, 0.020
 0.00, 0.497, 0.494, 0.494, 0.495, 0.003
 0.50, 0.534, 0.521, 0.531, 0.524, 0.013
 1.00, 0.540, 0.551, 0.543, 0.548, 0.012
 1.50, 0.567, 0.564, 0.576, 0.565, 0.013
 2.00, 0.570, 0.583, 0.584, 0.580, 0.015
 2.50, 0.596, 0.602, 0.614, 0.601, 0.018
 3.00, 0.627, 0.622, 0.627, 0.623, 0.004
 3.50, 0.643, 0.638, 0.652, 0.640, 0.014
 4.00, 0.683, 0.666, 0.672, 0.670, 0.017
 4.49, 0.697, 0.679, 0.689, 0.683, 0.018
 4.99, 0.716, 0.703, 0.709, 0.706, 0.013
 5.49, 0.740, 0.719, 0.734, 0.724, 0.021
 5.99, 0.745, 0.726, 0.736, 0.730, 0.019
 6.49, 0.773, 0.755, 0.766, 0.759, 0.018
 6.99, 0.781, 0.768, 0.789, 0.773, 0.020
 7.49, 0.803, 0.784, 0.804, 0.789, 0.020
 7.99, 0.812, 0.800, 0.822, 0.804, 0.022
 8.49, 0.835, 0.816, 0.846, 0.822, 0.031
 8.99, 0.847, 0.838, 0.860, 0.842, 0.022
 9.49, 0.876, 0.850, 0.877, 0.857, 0.026
 9.99, 0.876, 0.870, 0.888, 0.873, 0.018
10.49, 0.914, 0.889, 0.905, 0.896, 0.025
10.99, 0.910, 0.907, 0.919, 0.908, 0.013
11.49, 0.923, 0.914, 0.924, 0.916, 0.010
11.99, 0.936, 0.927, 0.943, 0.930, 0.016
12.48, 0.943, 0.941, 0.960, 0.943, 0.018
12.98, 0.957, 0.952, 0.979, 0.955, 0.026
13.48, 0.949, 0.947, 0.970, 0.949, 0.023
13.98, 0.970, 0.962, 0.990, 0.966, 0.028
14.48, 0.969, 0.964, 0.980, 0.966, 0.016
14.98, 0.982, 0.976, 0.994, 0.978, 0.018
