Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.01, 0.8533, 0.8501, 0.8524, 0.8714, 0.8533
0.0308,  248.03, 0.5251, 0.5252, 0.5200, 0.5754, 0.5251
0.0463,  372.04, 0.2044, 0.2064, 0.1976, 0.2656, 0.2044
0.0617,  496.06, 0.0019, 0.0106, 0.0018, 0.0359, 0.0019
0.0771,  620.07, 0.0658, 0.0788, 0.0638, 0.0491, 0.0658
0.0925,  744.09, 0.0515, 0.0675, 0.0488, 0.0368, 0.0515
0.1080,  868.10, 0.0113, 0.0469, 0.0036, 0.0091, 0.0113
0.1234,  992.12, 0.0316, 0.0123, 0.0370, 0.0419, 0.0316
0.1388, 1116.13, 0.0447, 0.0372, 0.0442, 0.0733, 0.0447
0.1542, 1240.15, 0.0376, 0.0122, 0.0445, 0.0580, 0.0376
0.1697, 1364.16, 0.0430, 0.0025, 0.0563, 0.0336, 0.0430
0.1851, 1488.18, 0.0255, 0.0216, 0.0348, 0.0070, 0.0255
0.2005, 1612.19, 0.0173, 0.0304, 0.0215, 0.0092, 0.0173
0.2159, 1736.21, 0.0080, 0.0193, 0.0129, 0.0083, 0.0080
0.2314, 1860.22, 0.0169, 0.0139, 0.0183, 0.0117, 0.0169
0.2468, 1984.24, 0.0142, 0.0336, 0.0097, 0.0263, 0.0142
0.2622, 2108.25, 0.0032, 0.0080, 0.0062, 0.0177, 0.0032
0.2776, 2232.27, 0.0133, 0.0217, 0.0117, 0.0156, 0.0133
0.2931, 2356.28, 0.0056, 0.0074, 0.0052, 0.0171, 0.0056
0.3085, 2480.30, 0.0052, 0.0162, 0.0055, 0.0261, 0.0052
0.3239, 2604.31, 0.0128, 0.0187, 0.0148, 0.0262, 0.0128
0.3393, 2728.33, 0.0124, 0.0141, 0.0121, 0.0289, 0.0124
0.3548, 2852.34, 0.0162, 0.0064, 0.0190, 0.0254, 0.0162
0.3702, 2976.36, 0.0139, 0.0059, 0.0204, 0.0160, 0.0139
0.3856, 3100.37, 0.0179, 0.0397, 0.0139, 0.0280, 0.0179
0.4010, 3224.39, 0.0174, 0.0296, 0.0148, 0.0092, 0.0174
0.4165, 3348.40, 0.0115, 0.0143, 0.0110, 0.0149, 0.0115
0.4319, 3472.42, 0.0094, 0.0061, 0.0109, 0.0124, 0.0094
0.4473, 3596.43, 0.0189, 0.0107, 0.0215, 0.0198, 0.0189
0.4627, 3720.45, 0.0457, 0.0390, 0.0480, 0.0431, 0.0457
0.4782, 3844.46, 0.0406, 0.0367, 0.0429, 0.0338, 0.0406
0.4936, 3968.48, 0.0235, 0.0191, 0.0257, 0.0206, 0.0235
0.5090, 4092.49, 0.0300, 0.0289, 0.0320, 0.0223, 0.0300
0.5244, 4216.51, 0.0386, 0.0509, 0.0372, 0.0255, 0.0386
0.5399, 4340.52, 0.0267, 0.0308, 0.0270, 0.0145, 0.0267
0.5553, 4464.54, 0.0371, 0.0299, 0.0421, 0.0091, 0.0371
0.5707, 4588.55, 0.0230, 0.0245, 0.0280, 0.0185, 0.0230
0.5861, 4712.57, 0.0337, 0.0321, 0.0339, 0.0536, 0.0337
0.6016, 4836.58, 0.0651, 0.0571, 0.0714, 0.0315, 0.0651
0.6170, 4960.60, 0.0950, 0.0834, 0.1016, 0.0715, 0.0950
0.6324, 5084.61, 0.0652, 0.0474, 0.0703, 0.0672, 0.0652
0.6478, 5208.63, 0.0414, 0.0357, 0.0427, 0.0498, 0.0414
0.6633, 5332.64, 0.0493, 0.0535, 0.0530, 0.0384, 0.0493
0.6787, 5456.66, 0.0432, 0.0360, 0.0553, 0.0527, 0.0432
0.6941, 5580.67, 0.0236, 0.0528, 0.0252, 0.0372, 0.0236
0.7095, 5704.69, 0.0282, 0.0427, 0.0440, 0.0199, 0.0282
0.7250, 5828.70, 0.0409, 0.0485, 0.0489, 0.0881, 0.0409
0.7404, 5952.72, 0.0395, 0.0339, 0.0705, 0.1000, 0.0395
0.7558, 6076.73, 0.0938, 0.0385, 0.1233, 0.0292, 0.0938
0.7712, 6200.75, 0.0523, 0.0777, 0.0763, 0.0461, 0.0523
0.7867, 6324.76, 0.0407, 0.0749, 0.0623, 0.0744, 0.0407
0.8021, 6448.78, 0.0518, 0.0816, 0.0836, 0.0485, 0.0518
0.8175, 6572.79, 0.0487, 0.1581, 0.0495, 0.0942, 0.0487
0.8329, 6696.81, 0.0559, 0.1677, 0.0855, 0.1538, 0.0559
0.8484, 6820.82, 0.0064, 0.2319, 0.0558, 0.1121, 0.0064
0.8638, 6944.84, 0.0551, 0.0938, 0.0944, 0.0990, 0.0551
0.8792, 7068.85, 0.0730, 0.0396, 0.1239, 0.1252, 0.0730
0.8946, 7192.87, 0.0845, 0.1203, 0.1459, 0.2506, 0.0845
0.9101, 7316.88, 0.1035, 0.0265, 0.1613, 0.1094, 0.1035
0.9255, 7440.90, 0.0859, 0.1299, 0.1045, 0.1515, 0.0859
0.9409, 7564.91, 0.1681, 0.3214, 0.1662, 0.1028, 0.1681
0.9563, 7688.93, 0.0853, 0.2218, 0.0632, 0.0756, 0.0853
0.9718, 7812.94, 0.6051, 0.4972, 0.6368, 0.6608, 0.6051
0.9872, 7936.96, 1.2988, 1.2775, 1.2843, 1.5637, 1.2988
1.0026, 8060.97, 1.4345, 1.5962, 1.3645, 1.6869, 1.4345
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.6496, 0.6484, 0.6460, 0.6877, 0.6496
0.0500, 0.1555, 0.1591, 0.1503, 0.2101, 0.1555
0.0750, 0.0570, 0.0694, 0.0553, 0.0473, 0.0570
0.1000, 0.0321, 0.0576, 0.0269, 0.0234, 0.0321
0.1250, 0.0330, 0.0149, 0.0377, 0.0452, 0.0330
0.1500, 0.0395, 0.0191, 0.0444, 0.0622, 0.0395
0.1750, 0.0370, 0.0091, 0.0489, 0.0244, 0.0370
0.2000, 0.0176, 0.0301, 0.0219, 0.0092, 0.0176
0.2250, 0.0132, 0.0161, 0.0161, 0.0103, 0.0132
0.2500, 0.0119, 0.0283, 0.0090, 0.0245, 0.0119
0.2750, 0.0116, 0.0193, 0.0108, 0.0159, 0.0116
0.3000, 0.0054, 0.0113, 0.0053, 0.0211, 0.0054
0.3250, 0.0128, 0.0184, 0.0146, 0.0264, 0.0128
0.3500, 0.0150, 0.0088, 0.0169, 0.0265, 0.0150
0.3750, 0.0151, 0.0165, 0.0184, 0.0197, 0.0151
0.4000, 0.0174, 0.0303, 0.0147, 0.0105, 0.0174
0.4250, 0.0103, 0.0098, 0.0110, 0.0135, 0.0103
0.4500, 0.0236, 0.0156, 0.0261, 0.0238, 0.0236
0.4750, 0.0417, 0.0372, 0.0439, 0.0357, 0.0417
0.5000, 0.0262, 0.0232, 0.0283, 0.0213, 0.0262
0.5500, 0.0335, 0.0302, 0.0369, 0.0109, 0.0335
0.6000, 0.0619, 0.0545, 0.0676, 0.0337, 0.0619
0.6500, 0.0425, 0.0382, 0.0441, 0.0482, 0.0425
0.7000, 0.0254, 0.0490, 0.0324, 0.0306, 0.0254
0.7500, 0.0733, 0.0368, 0.1034, 0.0559, 0.0733
0.8000, 0.0503, 0.0807, 0.0807, 0.0520, 0.0503
0.8500, 0.0116, 0.2173, 0.0599, 0.1107, 0.0116
0.9000, 0.0911, 0.0877, 0.1512, 0.2015, 0.0911
0.9500, 0.1193, 0.2627, 0.1055, 0.0868, 0.1193
1.0000, 1.4115, 1.5423, 1.3509, 1.6661, 1.4115

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-10.97, 0.015, 0.012, 0.010, 0.013, 0.005
-10.47, 0.061, 0.059, 0.055, 0.059, 0.006
-9.97, 0.036, 0.034, 0.023, 0.033, 0.013
-9.48, 0.077, 0.078, 0.072, 0.077, 0.005
-8.98, 0.057, 0.054, 0.042, 0.054, 0.015
-8.48, 0.102, 0.103, 0.088, 0.102, 0.014
-7.98, 0.086, 0.085, 0.075, 0.085, 0.011
-7.48, 0.143, 0.138, 0.126, 0.138, 0.018
-6.98, 0.127, 0.123, 0.117, 0.124, 0.009
-6.48, 0.187, 0.179, 0.172, 0.180, 0.015
-5.98, 0.172, 0.169, 0.169, 0.170, 0.003
-5.49, 0.238, 0.229, 0.223, 0.231, 0.015
-4.99, 0.231, 0.226, 0.221, 0.227, 0.010
-4.49, 0.290, 0.275, 0.272, 0.278, 0.017
-3.99, 0.282, 0.279, 0.266, 0.278, 0.016
-3.49, 0.345, 0.330, 0.330, 0.333, 0.015
-2.99, 0.338, 0.333, 0.319, 0.333, 0.019
-2.49, 0.389, 0.372, 0.376, 0.376, 0.017
-1.99, 0.390, 0.380, 0.380, 0.382, 0.010
-1.50, 0.449, 0.434, 0.434, 0.437, 0.015
-1.00, 0.446, 0.436, 0.448, 0.439, 0.012
-0.50, 0.495, 0.483, 0.500, 0.487, 0.018
 0.00, 0.502, 0.497, 0.514, 0.499, 0.016
 0.50, 0.554, 0.540, 0.565, 0.544, 0.025
 1.00, 0.557, 0.559, 0.577, 0.559, 0.021
 1.50, 0.612, 0.606, 0.629, 0.609, 0.023
 1.99, 0.616, 0.612, 0.637, 0.614, 0.025
 2.49, 0.658, 0.662, 0.690, 0.663, 0.031
 2.99, 0.681, 0.673, 0.703, 0.677, 0.030
 3.49, 0.704, 0.704, 0.737, 0.707, 0.034
 3.99, 0.729, 0.720, 0.747, 0.724, 0.027
 4.49, 0.761, 0.748, 0.787, 0.753, 0.040
 4.99, 0.780, 0.773, 0.800, 0.776, 0.027
 5.49, 0.819, 0.789, 0.837, 0.799, 0.047
 5.98, 0.829, 0.822, 0.851, 0.826, 0.029
 6.48, 0.868, 0.847, 0.889, 0.854, 0.043
 6.98, 0.873, 0.868, 0.894, 0.871, 0.026
 7.48, 0.902, 0.894, 0.927, 0.898, 0.033
 7.98, 0.919, 0.914, 0.935, 0.916, 0.021
 8.48, 0.926, 0.926, 0.957, 0.928, 0.031
 8.98, 0.950, 0.939, 0.963, 0.943, 0.025
 9.48, 0.949, 0.953, 0.976, 0.954, 0.027
 9.97, 0.973, 0.956, 0.985, 0.962, 0.028
10.47, 0.972, 0.968, 0.984, 0.970, 0.016
10.97, 0.985, 0.975, 0.997, 0.979, 0.022
11.47, 0.993, 0.982, 0.994, 0.985, 0.012
11.97, 0.983, 0.985, 0.995, 0.985, 0.012
12.47, 0.991, 0.985, 0.994, 0.987, 0.009
12.97, 0.991, 0.996, 1.006, 0.996, 0.015
13.46, 0.998, 0.993, 0.997, 0.994, 0.005
13.96, 0.999, 0.998, 1.013, 0.999, 0.016
14.46, 1.004, 0.999, 1.005, 1.001, 0.006
14.96, 1.002, 1.000, 1.004, 1.000, 0.004
15.46, 1.011, 0.999, 1.006, 1.002, 0.012
15.96, 1.010, 1.005, 1.003, 1.006, 0.007
16.46, 1.012, 1.004, 1.006, 1.006, 0.008

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   71.4
Light pixel level ,  119.5
Dark level linear , 0.0785
Light level linear,  0.220

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
