Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3219  2030  3327  2229 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,12-May-2025 14:43:04,
File, cup_18.0 mm_100ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_18.0 mm_100ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_18.0 mm_100ISO_-2EV_Dist2_OFF_Focused.tiff,cup_18.0 mm_100ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_100ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_18.0 mm_100ISO_-2EV_Dist2_ON_Focused.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_OFF_Focused.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_18.0 mm_1600ISO_-2EV_Dist2_ON_Focused.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_OFF_Focused.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_18.0 mm_6400ISO_-2EV_Dist2_ON_Focused.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_OFF_Focused.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_18.0 mm_25600ISO_-2EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0860,  0.1831,  0.1898,  0.0902,  0.0485,  0.1707,  0.1034,  0.1354,  0.1741,  0.0701,  0.0478,  0.1547,  0.0308,  0.0419,  0.0589,  0.0447,  0.0318,  0.0524,  0.0058,  0.0164,  0.2660,  0.0165,  0.0505,  0.0593
R1090 (pxl) Mean Ctr,  5.5349,  2.8105,  2.7759,  5.3025,  9.6327,  2.4809,  4.9971,  3.6438,  2.6243,  6.2434,  9.9297,  3.0363, 18.4399,  9.4153,  8.0106,  7.2121, 10.3627,  7.3700, 76.2371, -11.4456,  3.7064, 97.6555, -1.9117,  8.2029
CA (pxl) Mean Ctr,  0.2825,  0.1737,  0.2665,  0.1135,  0.3455,  0.2223,  0.4346,  1.1336,  0.7942,  0.5532,  0.4121,  0.3052,  8.2089,  0.5902,  4.7432,  3.2918, 10.1949,  0.5281, 37.3358, 14.4548,  1.6898,  3.3510, 37.4686, 14.3563
MTF50 (LW/PH) Mean Ctr,    691.3,   1471.9,   1525.9,    725.6,    390.0,   1372.4,    831.2,   1088.5,   1399.6,    563.6,    384.5,   1243.7,    247.4,    336.9,    473.7,    359.6,    255.7,    421.3,     46.9,    131.7,   2138.7,    132.3,    405.6,    476.9
R1090 (/PH) Mean Ctr,    726.3,   1430.3,   1448.2,    758.1,    417.3,   1620.4,    804.5,   1103.2,   1531.8,    643.9,    404.8,   1324.0,    218.0,    427.0,    501.8,    557.4,    387.9,    545.5,     52.7,   -351.2,   1084.6,     41.2,  -2102.9,    490.1
Peak MTF Mean Ctr,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.005,   1.000,   1.000,   1.002,   1.160,   1.280,   1.341,   1.000,   1.000,   1.117,   5.034,   1.000,   2.980,   1.000,   9.528,   2.494
MTF50P (Cy/Pxl) Mean Ctr,  0.0860,  0.1831,  0.1898,  0.0902,  0.0485,  0.1707,  0.1034,  0.1354,  0.1739,  0.0701,  0.0478,  0.1546,  0.4520,  0.3898,  0.3337,  0.0447,  0.0318,  0.3427,  0.4961,  0.0164,  0.2589,  0.0165,  0.4613,  0.4568
MTF50P (LW/PH) Mean Ctr,    691.3,   1471.9,   1525.9,    725.6,    390.0,   1372.4,    831.2,   1088.5,   1398.6,    563.6,    384.5,   1242.9,   3634.4,   3133.7,   2683.1,    359.6,    255.7,   2755.6,   3989.0,    131.7,   2081.4,    132.3,   3708.7,   3672.8
