Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3210  2010  3318  2209 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 14:17:11,12-May-2025 14:17:11,12-May-2025 14:17:11,12-May-2025 14:17:11,12-May-2025 14:17:11,12-May-2025 14:17:11,12-May-2025 14:17:11,
File, car_18.0 mm_1600ISO_-2EV_Dist2_ON_Focused.tiff,car_18.0 mm_100ISO_-2EV_Dist2_OFF_Defocus2.tiff,car_18.0 mm_100ISO_-2EV_Dist2_OFF_Defocus1.tiff,car_18.0 mm_100ISO_-2EV_Dist2_ON_Defocus2.tiff,car_18.0 mm_100ISO_-2EV_Dist2_ON_Defocus1.tiff,car_18.0 mm_100ISO_-2EV_Dist2_OFF_Focused.tiff,car_18.0 mm_100ISO_-2EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , 
Lens, , , , , , , 
ISO speed, , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.1365,  0.0169,  0.0214,  0.0165,  0.0213,  0.1895,  0.1726
R1090 (pxl) Mean Ctr,  2.6982, 31.1037, 23.5870, 29.8517, 22.8514,  2.7869,  2.7474
CA (pxl) Mean Ctr,  0.6094,  0.2617,  1.6780,  1.8795,  1.4586,  0.3312,  0.2412
MTF50 (LW/PH) Mean Ctr,   1097.8,    135.9,    172.3,    132.5,    170.9,   1523.7,   1387.4
R1090 (/PH) Mean Ctr,   1489.9,    129.2,    170.4,    134.7,    175.9,   1442.5,   1463.2
Peak MTF Mean Ctr,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.1365,  0.0169,  0.0214,  0.0165,  0.0213,  0.1895,  0.1726
MTF50P (LW/PH) Mean Ctr,   1097.8,    135.9,    172.3,    132.5,    170.9,   1523.7,   1387.4
MTF20 (Cy/Pxl) Mean Ctr,  0.2659,  0.0248,  0.0306,  0.0241,  0.0306,  0.3511,  0.3099
MTF20 (LW/PH) Mean Ctr,   2137.8,    199.8,    246.3,    193.8,    245.9,   2822.9,   2491.5
LSF PW50 (pxl) Mean Ctr,  1.1269,  0.3731,  0.3586,  0.3439,  0.3289,  1.8107,  2.0067
CA (area %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (crossing %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (R-G %) Mean Ctr,  0.05835,  0.53948,  0.38244, -1.72434, -1.11048,  0.00968,  0.07506
CA (B-G %) Mean Ctr,  0.19180, -0.17096,  0.35497,  0.06236, -1.14029,  0.20716,  0.14665
MTF50C (Cy/Pxl) Mean Ctr,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Mean Ctr,  0.2179,  0.0438,  0.0474,  0.0398,  0.0486,  0.2076,  0.2069
s1-MTF50. Mean Ctr,     0.13654,     0.01690,     0.02143,     0.01648,     0.02125,     0.18952,     0.17256
Shannon capacity Mean Ctr,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Ctr,  0.22,  0.09,  0.10,  0.07,  0.11,  1.03,  1.02
Info Capacity C_max Mean Ctr,  2.20,  3.82,  3.31,  2.84,  3.09,  4.10,  4.01
SNRi 2x8 pixels Mean Ctr,  9.97,  8.74,  8.63,  7.19,  8.30, 21.62, 22.29
Edge location sigma 2x8 Mean Ctr,  4.06,  1.52,  1.87,  1.99,  1.48,  1.27,  1.31

MTF50 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Mean Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Mean Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_max Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
