Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3219  2030  3327  2229 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 14:57:42,12-May-2025 14:57:42,12-May-2025 14:57:42,12-May-2025 14:57:42,12-May-2025 14:57:42,12-May-2025 14:57:42,
File, cup_18.0 mm_6400ISO_-3EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_25600ISO_-3EV_Dist2_OFF_Defocus2.tiff,cup_18.0 mm_25600ISO_-3EV_Dist2_OFF_Focused.tiff,cup_18.0 mm_25600ISO_-3EV_Dist2_ON_Defocus1.tiff,cup_18.0 mm_25600ISO_-3EV_Dist2_ON_Defocus2.tiff,cup_18.0 mm_25600ISO_-3EV_Dist2_ON_Focused.tiff,
Camera, , , , , , 
Lens, , , , , , 
ISO speed, , , , , , 
Focal length, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0459,  0.0618,  0.0165,  0.0212,  0.3917,  0.0180
R1090 (pxl) Mean Ctr,  6.0965,  2.7045, 42.2668,  3.0655, 46.2906, 41.8934
CA (pxl) Mean Ctr,  5.2762,  2.0322,  1.1018, 24.1675, 36.1485, 14.8652
MTF50 (LW/PH) Mean Ctr,    368.7,    497.1,    132.9,    170.2,   3149.5,    144.5
R1090 (/PH) Mean Ctr,    659.4,   1486.4,     95.1,   1311.4,     86.8,     96.0
Peak MTF Mean Ctr,   2.044,   3.600,   1.081,   7.916,   5.403,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.4175,  0.3885,  0.2752,  0.5158,  0.3111,  0.0180
MTF50P (LW/PH) Mean Ctr,   3357.0,   3123.6,   2212.5,   4146.9,   2501.1,    144.5
MTF20 (Cy/Pxl) Mean Ctr,  0.0835,     NaN,  0.0415,  0.0342,     NaN,  0.0901
MTF20 (LW/PH) Mean Ctr,    671.5,      NaN,    333.4,    274.8,      NaN,    724.1
LSF PW50 (pxl) Mean Ctr,  0.4445,  0.3583,  0.3053,  0.2994,  0.2107,  0.2885
CA (area %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (crossing %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (R-G %) Mean Ctr,  2.59356,  0.71568, -0.00000,  5.29733, -33.59746, -0.00000
CA (B-G %) Mean Ctr,  2.62094, -0.29987, -0.00000,  6.30431, -75.33013, -0.00000
MTF50C (Cy/Pxl) Mean Ctr,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Mean Ctr,  0.1975,  0.2421,  0.1934,  0.1238,  0.2259,  0.1473
s1-MTF50. Mean Ctr,     0.04585,     0.06182,     0.01653,     0.02116,     0.39173,     0.01797
Shannon capacity Mean Ctr,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Ctr,  0.06,  0.07,  0.00,  0.04,  0.04,  0.00
Info Capacity C_max Mean Ctr,  2.14,  2.31,  0.78,  5.07,  2.52,  0.50
SNRi 2x8 pixels Mean Ctr,  3.33,  3.45, -15.90, -0.40,  0.24, -20.18
Edge location sigma 2x8 Mean Ctr,  2.91,  3.66, 31.74,  4.55,  4.41, 54.43

MTF50 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Mean Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Mean Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_max Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
SNRi 2x8 pixels Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Edge location sigma 2x8 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00

MTF50 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Max Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Max Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Min Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Min Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Min Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
