Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3411  1886  3738  2287 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,07-May-2025 11:39:18,
File, potted plant_55.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus2.tiff,potted plant_55.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus1.tiff,potted plant_55.0 mm_25600ISO_+1EV_Dist1_ON_Defocus2.tiff,potted plant_55.0 mm_25600ISO_+1EV_Dist1_ON_Defocus1.tiff,potted plant_55.0 mm_25600ISO_+1EV_Dist1_OFF_Focused.tiff,potted plant_55.0 mm_25600ISO_+1EV_Dist1_ON_Focused.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus2.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus1.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus2.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus1.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_ON_Defocus1.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_OFF_Focused.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_ON_Defocus2.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_ON_Defocus1.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_OFF_Focused.tiff,potted plant_55.0 mm_6400ISO_+1EV_Dist1_ON_Focused.tiff,potted plant_55.0 mm_1600ISO_+1EV_Dist1_ON_Focused.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_OFF_Defocus1.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_ON_Defocus1.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_OFF_Focused.tiff,potted plant_55.0 mm_100ISO_+1EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0082,  0.0137,  0.0080,  0.0130,  0.1318,  0.0825,  0.0081,  0.0131,  0.0080,  0.0135,  0.0081,  0.0133,  0.1540,  0.0080,  0.0135,  0.1636,  0.1570,  0.1716,  0.0080,  0.0134,  0.0081,  0.0133,  0.1725,  0.1736
R1090 (pxl) Mean Ctr, 44.8134, 33.9841, 54.8748, 167.5326,  3.3688,  4.0749, 66.4972, 35.4621, 53.1506, 36.9827, 53.0821, 35.0489,  2.8296, 61.4894, 34.4854,  2.8704,  3.0465,  2.9208, 57.6958, 34.4274, 56.5485, 35.3069,  2.9269,  2.8811
CA (pxl) Mean Ctr, 28.9709, 12.7959, 18.1603, 29.5329,  1.7210,  2.5417, 13.9250,  0.8420,  9.7476,  2.5639, 12.1815,  4.3759,  1.2837,  4.7701,  0.4329,  0.6034,  0.1315,  0.5886,  1.4456,  0.8345,  1.4041,  1.9123,  0.9161,  0.8214
MTF50 (LW/PH) Mean Ctr,     66.3,    110.1,     64.2,    104.5,   1060.0,    663.3,     64.7,    105.1,     64.3,    108.5,     64.9,    106.9,   1237.9,     64.3,    108.4,   1315.7,   1262.4,   1379.3,     64.6,    107.8,     64.9,    107.0,   1386.5,   1395.9
R1090 (/PH) Mean Ctr,     89.7,    118.3,     73.3,     24.0,   1193.3,    986.5,     60.5,    113.4,     75.6,    108.7,     75.7,    114.7,   1420.7,     65.4,    116.6,   1400.5,   1319.6,   1376.3,     69.7,    116.8,     71.1,    113.9,   1373.5,   1395.3
Peak MTF Mean Ctr,   1.000,   1.000,   1.000,   1.000,   1.000,   1.095,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.001,   1.000,   1.000,   1.000,   1.003,   1.000,   1.000,   1.000,   1.000,   1.000,   1.001,   1.001
MTF50P (Cy/Pxl) Mean Ctr,  0.0082,  0.0137,  0.0080,  0.0130,  0.1318,  0.0818,  0.0081,  0.0131,  0.0080,  0.0135,  0.0081,  0.0133,  0.1539,  0.0080,  0.0135,  0.1636,  0.1570,  0.1716,  0.0080,  0.0134,  0.0081,  0.0133,  0.1724,  0.1736
MTF50P (LW/PH) Mean Ctr,     66.3,    110.1,     64.2,    104.5,   1060.0,    657.9,     64.7,    105.1,     64.3,    108.5,     64.9,    106.9,   1237.5,     64.3,    108.4,   1315.7,   1262.1,   1379.3,     64.6,    107.8,     64.9,    107.0,   1386.0,   1395.4
