Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3419  1883  3726  2297 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,12-May-2025 15:53:54,
File, sports ball_55.0 mm_100ISO_-2EV_Dist1_OFF_Defocus1.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist1_OFF_Defocus2.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist1_OFF_Focused.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist1_ON_Defocus1.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist1_ON_Defocus2.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist1_ON_Focused.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_OFF_Defocus1.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_OFF_Defocus2.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_OFF_Focused.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_ON_Defocus1.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_ON_Defocus2.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist1_ON_Focused.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_OFF_Defocus1.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_OFF_Defocus2.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_OFF_Focused.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_ON_Defocus1.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_ON_Defocus2.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist1_ON_Focused.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_OFF_Defocus1.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_OFF_Defocus2.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_OFF_Focused.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_ON_Defocus1.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_ON_Defocus2.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0193,  0.0094,  0.1757,  0.0192,  0.0094,  0.1741,  0.0192,  0.0090,  0.1233,  0.0189,  0.0091,  0.1351,  0.0143,  0.0087,  0.0255,  0.0147,  0.0082,  0.0560,  0.0112,  0.0061,  0.0315,  0.0153,  0.0077,  0.0056
R1090 (pxl) Mean Ctr, 23.9846, 50.1290,  2.9008, 24.2336, 52.2345,  3.0284, 21.1427, 65.7476,  2.8857, 23.3592, 161.8927,  3.2994, 31.9595, 46.4018, 19.0090, 23.7899, 153.6282,  8.4957, 22.6091, -18.4883, 10.3590, 17.5299, 145.6607, 135.2705
CA (pxl) Mean Ctr,  0.1347,  1.7477,  0.8045,  0.6301,  3.3121,  0.8412,  1.5130,  3.5965,  0.5822,  1.9354, 14.4187,  1.3117, 39.5398, 144.0032,  2.7219,  8.4171, 110.7410,  1.2642,  6.7049, 13.3258, 50.0683, 125.8517, 148.5864, 167.1485
MTF50 (LW/PH) Mean Ctr,    155.3,     75.3,   1412.6,    154.1,     75.7,   1399.9,    154.5,     72.7,    990.9,    151.8,     73.2,   1086.0,    114.9,     69.7,    204.8,    118.5,     66.2,    450.5,     90.3,     49.1,    253.4,    122.6,     62.1,     45.3
R1090 (/PH) Mean Ctr,    167.6,     80.2,   1385.8,    165.9,     77.0,   1327.4,    190.1,     61.1,   1393.1,    172.1,     24.8,   1218.4,    125.8,     86.6,    211.5,    169.0,     26.2,    473.2,    177.8,   -217.4,    388.1,    229.3,     27.6,     29.7
Peak MTF Mean Ctr,   1.000,   1.000,   1.005,   1.000,   1.000,   1.003,   1.000,   1.000,   1.004,   1.000,   1.000,   1.003,   1.614,   1.607,   1.122,   1.110,   1.640,   1.042,   3.934,   1.932,   2.865,   3.997,   4.009,   2.280
MTF50P (Cy/Pxl) Mean Ctr,  0.0193,  0.0094,  0.1754,  0.0192,  0.0094,  0.1740,  0.0192,  0.0090,  0.1232,  0.0189,  0.0091,  0.1349,  0.3076,  0.2996,  0.4552,  0.3729,  0.4527,  0.3271,  0.2266,  0.4798,  0.4124,  0.3581,  0.4598,  0.4701
MTF50P (LW/PH) Mean Ctr,    155.3,     75.3,   1409.9,    154.1,     75.7,   1398.9,    154.5,     72.7,    990.4,    151.8,     73.2,   1084.9,   2472.9,   2408.6,   3660.0,   2998.4,   3639.9,   2630.2,   1821.6,   3857.7,   3315.6,   2878.9,   3696.6,   3779.5
