Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.88, 0.8198, 0.8421, 0.8089, 0.8615, 0.8198
0.0308,  247.76, 0.4444, 0.4664, 0.4311, 0.5108, 0.4444
0.0462,  371.64, 0.1378, 0.1180, 0.1451, 0.1397, 0.1378
0.0616,  495.52, 0.0231, 0.0800, 0.0167, 0.0667, 0.0231
0.0770,  619.40, 0.0381, 0.1032, 0.0196, 0.0732, 0.0381
0.0924,  743.28, 0.0166, 0.0467, 0.0323, 0.0590, 0.0166
0.1079,  867.16, 0.0655, 0.0093, 0.0897, 0.0502, 0.0655
0.1233,  991.04, 0.0765, 0.0390, 0.1101, 0.0600, 0.0765
0.1387, 1114.92, 0.0512, 0.0922, 0.0754, 0.0488, 0.0512
0.1541, 1238.80, 0.0295, 0.0518, 0.0432, 0.0603, 0.0295
0.1695, 1362.68, 0.0331, 0.0755, 0.0292, 0.1272, 0.0331
0.1849, 1486.56, 0.0341, 0.1129, 0.0303, 0.0757, 0.0341
0.2003, 1610.44, 0.0615, 0.0570, 0.0914, 0.1125, 0.0615
0.2157, 1734.32, 0.0665, 0.0353, 0.0956, 0.1508, 0.0665
0.2311, 1858.20, 0.0524, 0.0208, 0.0727, 0.0954, 0.0524
0.2465, 1982.09, 0.0673, 0.0343, 0.0790, 0.1093, 0.0673
0.2619, 2105.97, 0.0687, 0.1175, 0.0633, 0.0955, 0.0687
0.2773, 2229.85, 0.0378, 0.1058, 0.0311, 0.0686, 0.0378
0.2928, 2353.73, 0.0170, 0.0310, 0.0247, 0.0945, 0.0170
0.3082, 2477.61, 0.0343, 0.0390, 0.0565, 0.0713, 0.0343
0.3236, 2601.49, 0.0425, 0.0512, 0.0745, 0.0757, 0.0425
0.3390, 2725.37, 0.0336, 0.0818, 0.0460, 0.0661, 0.0336
0.3544, 2849.25, 0.0246, 0.0550, 0.0292, 0.0201, 0.0246
0.3698, 2973.13, 0.1078, 0.0568, 0.1185, 0.1542, 0.1078
0.3852, 3097.01, 0.1034, 0.0546, 0.1204, 0.1185, 0.1034
0.4006, 3220.89, 0.0511, 0.1040, 0.0608, 0.0210, 0.0511
0.4160, 3344.77, 0.1106, 0.1741, 0.1148, 0.0764, 0.1106
0.4314, 3468.65, 0.0193, 0.0687, 0.0398, 0.0658, 0.0193
0.4468, 3592.53, 0.1301, 0.1590, 0.1259, 0.0929, 0.1301
0.4622, 3716.41, 0.1225, 0.1463, 0.1179, 0.1018, 0.1225
0.4776, 3840.29, 0.0607, 0.0560, 0.0647, 0.0657, 0.0607
0.4931, 3964.17, 0.0977, 0.0586, 0.1122, 0.1094, 0.0977
0.5085, 4088.05, 0.1199, 0.0839, 0.1339, 0.1174, 0.1199
0.5239, 4211.93, 0.1185, 0.1036, 0.1258, 0.0990, 0.1185
0.5393, 4335.81, 0.0591, 0.0882, 0.0611, 0.0442, 0.0591
0.5547, 4459.69, 0.0774, 0.0764, 0.0799, 0.1714, 0.0774
0.5701, 4583.57, 0.1144, 0.1308, 0.1148, 0.1903, 0.1144
0.5855, 4707.45, 0.1563, 0.1603, 0.1623, 0.1142, 0.1563
0.6009, 4831.33, 0.1101, 0.0708, 0.1299, 0.0504, 0.1101
0.6163, 4955.21, 0.1436, 0.1022, 0.1677, 0.1439, 0.1436
0.6317, 5079.09, 0.2377, 0.1499, 0.2836, 0.1688, 0.2377
0.6471, 5202.97, 0.2299, 0.1541, 0.2867, 0.1214, 0.2299
0.6625, 5326.85, 0.1293, 0.0938, 0.1771, 0.1954, 0.1293
0.6780, 5450.73, 0.1351, 0.0049, 0.1717, 0.1766, 0.1351
0.6934, 5574.61, 0.1311, 0.2378, 0.1199, 0.0729, 0.1311
0.7088, 5698.49, 0.1786, 0.4064, 0.1239, 0.1762, 0.1786
0.7242, 5822.37, 0.0985, 0.2179, 0.0689, 0.1320, 0.0985
0.7396, 5946.26, 0.0400, 0.1758, 0.1027, 0.1107, 0.0400
0.7550, 6070.14, 0.0770, 0.3934, 0.0222, 0.0593, 0.0770
0.7704, 6194.02, 0.0781, 0.2258, 0.0491, 0.1095, 0.0781
0.7858, 6317.90, 0.2255, 0.3005, 0.2672, 0.1297, 0.2255
0.8012, 6441.78, 0.3663, 0.0484, 0.5170, 0.1753, 0.3663
0.8166, 6565.66, 0.3997, 0.3495, 0.5351, 0.2499, 0.3997
0.8320, 6689.54, 0.1507, 0.1946, 0.1954, 0.3373, 0.1507
0.8474, 6813.42, 0.2178, 0.1201, 0.2487, 0.2251, 0.2178
0.8628, 6937.30, 0.3102, 0.2148, 0.3616, 0.1840, 0.3102
0.8783, 7061.18, 0.2819, 0.1452, 0.3806, 0.4336, 0.2819
0.8937, 7185.06, 0.1755, 0.0541, 0.2839, 0.5196, 0.1755
0.9091, 7308.94, 0.0458, 0.8057, 0.2749, 0.4812, 0.0458
0.9245, 7432.82, 0.0527, 1.3214, 0.3350, 0.2643, 0.0527
0.9399, 7556.70, 0.1690, 0.7975, 0.5011, 0.3356, 0.1690
0.9553, 7680.58, 0.3221, 0.8455, 0.5898, 0.4322, 0.3221
0.9707, 7804.46, 0.2170, 0.5518, 0.3956, 1.0488, 0.2170
0.9861, 7928.34, 0.8334, 0.8550, 0.8248, 1.8224, 0.8334
1.0015, 8052.22, 1.4227, 1.8701, 1.3456, 1.5315, 1.4227
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.5861, 0.6082, 0.5737, 0.6432, 0.5861
0.0500, 0.1097, 0.1087, 0.1136, 0.1218, 0.1097
0.0750, 0.0361, 0.1002, 0.0192, 0.0723, 0.0361
0.1000, 0.0406, 0.0284, 0.0604, 0.0547, 0.0406
0.1250, 0.0737, 0.0450, 0.1062, 0.0588, 0.0737
0.1500, 0.0353, 0.0625, 0.0517, 0.0573, 0.0353
0.1750, 0.0335, 0.0889, 0.0296, 0.1088, 0.0335
0.2000, 0.0610, 0.0581, 0.0902, 0.1118, 0.0610
0.2250, 0.0580, 0.0265, 0.0818, 0.1174, 0.0580
0.2500, 0.0676, 0.0531, 0.0755, 0.1062, 0.0676
0.2750, 0.0425, 0.1076, 0.0360, 0.0727, 0.0425
0.3000, 0.0251, 0.0347, 0.0397, 0.0836, 0.0251
0.3250, 0.0417, 0.0540, 0.0718, 0.0748, 0.0417
0.3500, 0.0272, 0.0626, 0.0340, 0.0332, 0.0272
0.3750, 0.1063, 0.0560, 0.1192, 0.1421, 0.1063
0.4000, 0.0532, 0.1020, 0.0631, 0.0249, 0.0532
0.4250, 0.0573, 0.1126, 0.0710, 0.0702, 0.0573
0.4500, 0.1286, 0.1564, 0.1242, 0.0947, 0.1286
0.4750, 0.0713, 0.0715, 0.0738, 0.0719, 0.0713
0.5000, 0.1077, 0.0700, 0.1220, 0.1130, 0.1077
0.5500, 0.0718, 0.0800, 0.0742, 0.1327, 0.0718
0.6000, 0.1129, 0.0761, 0.1318, 0.0541, 0.1129
0.6500, 0.2112, 0.1429, 0.2663, 0.1352, 0.2112
0.7000, 0.1516, 0.3104, 0.1216, 0.1174, 0.1516
0.7500, 0.0650, 0.3229, 0.0483, 0.0759, 0.0650
0.8000, 0.3552, 0.0683, 0.4973, 0.1717, 0.3552
0.8500, 0.2331, 0.1358, 0.2675, 0.2183, 0.2331
0.9000, 0.1221, 0.3632, 0.2802, 0.5038, 0.1221
0.9500, 0.2694, 0.8290, 0.5593, 0.3990, 0.2694
1.0000, 1.3645, 1.7700, 1.2943, 1.5602, 1.3645

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-11.98, 0.028, 0.030, 0.040, 0.031, 0.012
-11.48, 0.024, 0.036, 0.018, 0.033, 0.018
-10.98, 0.046, 0.051, 0.069, 0.051, 0.023
-10.48, 0.052, 0.056, 0.054, 0.055, 0.004
-9.98, 0.069, 0.085, 0.082, 0.081, 0.016
-9.49, 0.083, 0.075, 0.061, 0.076, 0.022
-8.99, 0.093, 0.099, 0.086, 0.097, 0.013
-8.49, 0.133, 0.126, 0.084, 0.124, 0.049
-7.99, 0.152, 0.144, 0.122, 0.144, 0.030
-7.49, 0.145, 0.159, 0.126, 0.154, 0.033
-6.99, 0.189, 0.183, 0.148, 0.182, 0.041
-6.49, 0.180, 0.187, 0.178, 0.185, 0.009
-5.99, 0.238, 0.235, 0.203, 0.233, 0.035
-5.49, 0.223, 0.237, 0.245, 0.235, 0.022
-4.99, 0.277, 0.267, 0.238, 0.267, 0.039
-4.49, 0.254, 0.264, 0.269, 0.262, 0.016
-3.99, 0.338, 0.320, 0.270, 0.320, 0.068
-3.49, 0.317, 0.320, 0.321, 0.320, 0.004
-3.00, 0.388, 0.364, 0.325, 0.366, 0.063
-2.50, 0.375, 0.359, 0.362, 0.363, 0.016
-2.00, 0.454, 0.407, 0.412, 0.417, 0.046
-1.50, 0.442, 0.411, 0.420, 0.418, 0.031
-1.00, 0.498, 0.450, 0.456, 0.460, 0.048
-0.50, 0.485, 0.459, 0.484, 0.466, 0.026
 0.00, 0.508, 0.512, 0.514, 0.511, 0.006
 0.50, 0.568, 0.516, 0.546, 0.529, 0.052
 1.00, 0.562, 0.578, 0.547, 0.572, 0.031
 1.50, 0.613, 0.581, 0.592, 0.588, 0.032
 2.00, 0.625, 0.649, 0.606, 0.641, 0.043
 2.50, 0.647, 0.651, 0.639, 0.650, 0.012
 3.00, 0.663, 0.674, 0.667, 0.671, 0.011
 3.49, 0.680, 0.669, 0.683, 0.672, 0.015
 3.99, 0.723, 0.708, 0.692, 0.710, 0.031
 4.49, 0.710, 0.713, 0.729, 0.714, 0.020
 4.99, 0.780, 0.736, 0.726, 0.744, 0.054
 5.49, 0.765, 0.777, 0.779, 0.775, 0.015
 5.99, 0.846, 0.780, 0.786, 0.794, 0.065
 6.49, 0.790, 0.800, 0.849, 0.802, 0.059
 6.99, 0.887, 0.813, 0.858, 0.831, 0.074
 7.49, 0.867, 0.855, 0.919, 0.862, 0.064
 7.99, 0.915, 0.827, 0.895, 0.851, 0.088
 8.49, 0.914, 0.892, 0.925, 0.899, 0.033
 8.99, 0.955, 0.881, 0.926, 0.900, 0.074
 9.49, 0.934, 0.902, 0.937, 0.911, 0.035
 9.98, 0.987, 0.930, 0.962, 0.944, 0.057
10.48, 0.956, 0.938, 0.997, 0.946, 0.058
10.98, 0.992, 0.950, 0.983, 0.961, 0.042
11.48, 0.989, 0.940, 1.002, 0.955, 0.062
11.98, 0.992, 0.973, 0.997, 0.978, 0.024
12.48, 1.021, 0.932, 1.025, 0.958, 0.093
12.98, 1.024, 0.956, 0.985, 0.972, 0.068
13.48, 1.064, 0.970, 1.034, 0.994, 0.094
13.98, 1.041, 0.971, 1.025, 0.989, 0.069
14.48, 1.021, 0.971, 0.996, 0.983, 0.049
14.98, 1.021, 0.980, 0.998, 0.990, 0.041
15.48, 1.016, 0.989, 1.000, 0.996, 0.026
15.98, 1.031, 1.001, 1.013, 1.008, 0.030
16.47, 1.006, 0.997, 1.003, 0.999, 0.009
16.97, 0.989, 0.982, 0.992, 0.984, 0.010
17.47, 1.015, 1.004, 1.005, 1.007, 0.011
17.97, 0.999, 1.015, 1.004, 1.011, 0.016

