Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.85, 0.7707, 0.7737, 0.7678, 0.7899, 0.7707
0.0308,  247.70, 0.3168, 0.3268, 0.3094, 0.3600, 0.3168
0.0462,  371.56, 0.0163, 0.0273, 0.0158, 0.0356, 0.0163
0.0616,  495.41, 0.0514, 0.0423, 0.0542, 0.0515, 0.0514
0.0770,  619.26, 0.0106, 0.0151, 0.0133, 0.0148, 0.0106
0.0924,  743.11, 0.0448, 0.0330, 0.0527, 0.0475, 0.0448
0.1078,  866.97, 0.0355, 0.0100, 0.0425, 0.0424, 0.0355
0.1232,  990.82, 0.0120, 0.0391, 0.0142, 0.0172, 0.0120
0.1386, 1114.67, 0.0046, 0.0471, 0.0074, 0.0215, 0.0046
0.1540, 1238.52, 0.0063, 0.0249, 0.0090, 0.0482, 0.0063
0.1694, 1362.37, 0.0068, 0.0265, 0.0171, 0.0237, 0.0068
0.1849, 1486.23, 0.0020, 0.0491, 0.0132, 0.0183, 0.0020
0.2003, 1610.08, 0.0138, 0.0311, 0.0138, 0.0429, 0.0138
0.2157, 1733.93, 0.0147, 0.0239, 0.0187, 0.0398, 0.0147
0.2311, 1857.78, 0.0022, 0.0099, 0.0023, 0.0183, 0.0022
0.2465, 1981.64, 0.0166, 0.0074, 0.0199, 0.0114, 0.0166
0.2619, 2105.49, 0.0118, 0.0068, 0.0124, 0.0220, 0.0118
0.2773, 2229.34, 0.0020, 0.0081, 0.0025, 0.0204, 0.0020
0.2927, 2353.19, 0.0127, 0.0191, 0.0115, 0.0209, 0.0127
0.3081, 2477.04, 0.0124, 0.0350, 0.0084, 0.0142, 0.0124
0.3235, 2600.90, 0.0238, 0.0539, 0.0164, 0.0204, 0.0238
0.3389, 2724.75, 0.0207, 0.0394, 0.0181, 0.0125, 0.0207
0.3543, 2848.60, 0.0094, 0.0231, 0.0160, 0.0157, 0.0094
0.3697, 2972.45, 0.0105, 0.0208, 0.0203, 0.0161, 0.0105
0.3851, 3096.31, 0.0115, 0.0115, 0.0181, 0.0189, 0.0115
0.4005, 3220.16, 0.0138, 0.0124, 0.0174, 0.0032, 0.0138
0.4159, 3344.01, 0.0418, 0.0348, 0.0449, 0.0399, 0.0418
0.4313, 3467.86, 0.0224, 0.0265, 0.0205, 0.0306, 0.0224
0.4467, 3591.72, 0.0267, 0.0159, 0.0292, 0.0398, 0.0267
0.4621, 3715.57, 0.0197, 0.0064, 0.0216, 0.0397, 0.0197
0.4775, 3839.42, 0.0038, 0.0092, 0.0048, 0.0280, 0.0038
0.4929, 3963.27, 0.0087, 0.0227, 0.0054, 0.0130, 0.0087
0.5083, 4087.12, 0.0151, 0.0372, 0.0100, 0.0069, 0.0151
0.5238, 4210.98, 0.0081, 0.0336, 0.0095, 0.0051, 0.0081
0.5392, 4334.83, 0.0170, 0.0199, 0.0238, 0.0244, 0.0170
0.5546, 4458.68, 0.0321, 0.0310, 0.0346, 0.0444, 0.0321
0.5700, 4582.53, 0.0275, 0.0347, 0.0257, 0.0326, 0.0275
0.5854, 4706.39, 0.0322, 0.0525, 0.0292, 0.0244, 0.0322
0.6008, 4830.24, 0.0329, 0.0396, 0.0318, 0.0385, 0.0329
0.6162, 4954.09, 0.0271, 0.0376, 0.0258, 0.0232, 0.0271
0.6316, 5077.94, 0.0325, 0.0430, 0.0321, 0.0163, 0.0325
0.6470, 5201.79, 0.0745, 0.0676, 0.0783, 0.0638, 0.0745
0.6624, 5325.65, 0.0646, 0.0715, 0.0728, 0.0397, 0.0646
0.6778, 5449.50, 0.0407, 0.1121, 0.0308, 0.0512, 0.0407
0.6932, 5573.35, 0.0491, 0.1029, 0.0373, 0.0298, 0.0491
0.7086, 5697.20, 0.0245, 0.0572, 0.0466, 0.0237, 0.0245
0.7240, 5821.06, 0.0527, 0.0496, 0.0811, 0.0304, 0.0527
0.7394, 5944.91, 0.0768, 0.0365, 0.0993, 0.0262, 0.0768
0.7548, 6068.76, 0.0951, 0.1176, 0.1122, 0.0720, 0.0951
0.7702, 6192.61, 0.0521, 0.1250, 0.1101, 0.0823, 0.0521
0.7856, 6316.46, 0.0680, 0.1697, 0.0986, 0.0566, 0.0680
0.8010, 6440.32, 0.0668, 0.0683, 0.0922, 0.0666, 0.0668
0.8164, 6564.17, 0.0388, 0.0307, 0.0613, 0.0690, 0.0388
0.8318, 6688.02, 0.0357, 0.0410, 0.0466, 0.0346, 0.0357
0.8472, 6811.87, 0.0450, 0.0893, 0.0522, 0.0771, 0.0450
0.8627, 6935.73, 0.0420, 0.1130, 0.0828, 0.0342, 0.0420
0.8781, 7059.58, 0.0184, 0.1256, 0.0511, 0.0810, 0.0184
0.8935, 7183.43, 0.0172, 0.2997, 0.0943, 0.0168, 0.0172
0.9089, 7307.28, 0.0546, 0.2552, 0.0225, 0.1283, 0.0546
0.9243, 7431.13, 0.1103, 0.2691, 0.0719, 0.1485, 0.1103
0.9397, 7554.99, 0.1184, 0.2844, 0.0994, 0.0636, 0.1184
0.9551, 7678.84, 0.1195, 0.2160, 0.1343, 0.2236, 0.1195
0.9705, 7802.69, 0.1645, 0.1612, 0.1669, 0.1983, 0.1645
0.9859, 7926.54, 0.6475, 0.7768, 0.6541, 0.3686, 0.6475
1.0013, 8050.40, 0.9024, 0.7524, 0.9507, 0.9824, 0.9024
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.4879, 0.4953, 0.4823, 0.5222, 0.4879
0.0500, 0.0249, 0.0310, 0.0252, 0.0395, 0.0249
0.0750, 0.0160, 0.0187, 0.0187, 0.0196, 0.0160
0.1000, 0.0403, 0.0217, 0.0477, 0.0450, 0.0403
0.1250, 0.0112, 0.0400, 0.0135, 0.0177, 0.0112
0.1500, 0.0059, 0.0307, 0.0086, 0.0412, 0.0059
0.1750, 0.0051, 0.0347, 0.0157, 0.0217, 0.0051
0.2000, 0.0136, 0.0314, 0.0138, 0.0425, 0.0136
0.2250, 0.0071, 0.0154, 0.0087, 0.0268, 0.0071
0.2500, 0.0155, 0.0072, 0.0182, 0.0138, 0.0155
0.2750, 0.0035, 0.0079, 0.0040, 0.0206, 0.0035
0.3000, 0.0125, 0.0267, 0.0100, 0.0178, 0.0125
0.3250, 0.0235, 0.0525, 0.0166, 0.0196, 0.0235
0.3500, 0.0125, 0.0277, 0.0166, 0.0148, 0.0125
0.3750, 0.0109, 0.0176, 0.0195, 0.0171, 0.0109
0.4000, 0.0137, 0.0124, 0.0174, 0.0038, 0.0137
0.4250, 0.0304, 0.0299, 0.0306, 0.0344, 0.0304
0.4500, 0.0252, 0.0139, 0.0276, 0.0398, 0.0252
0.4750, 0.0064, 0.0087, 0.0076, 0.0299, 0.0064
0.5000, 0.0116, 0.0293, 0.0075, 0.0102, 0.0116
0.5500, 0.0276, 0.0277, 0.0314, 0.0385, 0.0276
0.6000, 0.0329, 0.0403, 0.0317, 0.0378, 0.0329
0.6500, 0.0726, 0.0684, 0.0772, 0.0591, 0.0726
0.7000, 0.0383, 0.0827, 0.0414, 0.0271, 0.0383
0.7500, 0.0893, 0.0922, 0.1082, 0.0577, 0.0893
0.8000, 0.0669, 0.0751, 0.0926, 0.0659, 0.0669
0.8500, 0.0445, 0.0936, 0.0577, 0.0695, 0.0445
0.9000, 0.0330, 0.2809, 0.0638, 0.0641, 0.0330
0.9500, 0.1191, 0.2386, 0.1228, 0.1709, 0.1191
1.0000, 0.8810, 0.7545, 0.9258, 0.9309, 0.8810

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-14.98, 0.033, 0.021, 0.017, 0.023, 0.016
-14.48, 0.018, 0.027, 0.009, 0.024, 0.018
-13.98, 0.039, 0.027, 0.023, 0.029, 0.015
-13.48, 0.036, 0.038, 0.019, 0.037, 0.020
-12.98, 0.044, 0.037, 0.035, 0.038, 0.009
-12.48, 0.048, 0.048, 0.035, 0.047, 0.013
-11.98, 0.051, 0.051, 0.048, 0.051, 0.003
-11.49, 0.059, 0.057, 0.047, 0.057, 0.013
-10.99, 0.073, 0.073, 0.067, 0.073, 0.007
-10.49, 0.087, 0.080, 0.069, 0.080, 0.017
-9.99, 0.098, 0.097, 0.085, 0.096, 0.012
-9.49, 0.103, 0.106, 0.091, 0.104, 0.015
-8.99, 0.126, 0.127, 0.106, 0.125, 0.020
-8.49, 0.124, 0.143, 0.131, 0.138, 0.020
-7.99, 0.165, 0.161, 0.146, 0.161, 0.018
-7.49, 0.159, 0.174, 0.168, 0.170, 0.015
-6.99, 0.197, 0.196, 0.178, 0.195, 0.018
-6.49, 0.197, 0.205, 0.199, 0.203, 0.008
-5.99, 0.234, 0.233, 0.211, 0.232, 0.023
-5.49, 0.237, 0.242, 0.231, 0.240, 0.011
-4.99, 0.275, 0.264, 0.245, 0.265, 0.030
-4.49, 0.286, 0.285, 0.263, 0.284, 0.024
-3.99, 0.307, 0.299, 0.288, 0.300, 0.020
-3.50, 0.321, 0.319, 0.306, 0.319, 0.016
-3.00, 0.338, 0.341, 0.325, 0.339, 0.016
-2.50, 0.353, 0.349, 0.345, 0.349, 0.008
-2.00, 0.371, 0.376, 0.365, 0.374, 0.011
-1.50, 0.402, 0.394, 0.395, 0.396, 0.007
-1.00, 0.416, 0.413, 0.406, 0.413, 0.010
-0.50, 0.438, 0.431, 0.434, 0.432, 0.008
 0.00, 0.460, 0.453, 0.455, 0.455, 0.007
 0.50, 0.486, 0.473, 0.480, 0.477, 0.013
 1.00, 0.503, 0.494, 0.499, 0.496, 0.009
 1.50, 0.540, 0.514, 0.526, 0.520, 0.026
 2.00, 0.540, 0.536, 0.545, 0.538, 0.009
 2.50, 0.573, 0.558, 0.572, 0.562, 0.014
 3.00, 0.585, 0.578, 0.590, 0.580, 0.012
 3.50, 0.608, 0.604, 0.617, 0.606, 0.013
 3.99, 0.627, 0.619, 0.629, 0.622, 0.010
 4.49, 0.644, 0.643, 0.653, 0.644, 0.010
 4.99, 0.673, 0.663, 0.675, 0.666, 0.012
 5.49, 0.687, 0.680, 0.696, 0.683, 0.017
 5.99, 0.707, 0.695, 0.713, 0.699, 0.018
 6.49, 0.729, 0.715, 0.742, 0.720, 0.026
 6.99, 0.746, 0.728, 0.752, 0.734, 0.024
 7.49, 0.766, 0.751, 0.775, 0.756, 0.024
 7.99, 0.784, 0.767, 0.790, 0.772, 0.023
 8.49, 0.805, 0.784, 0.806, 0.790, 0.022
 8.99, 0.821, 0.800, 0.823, 0.806, 0.023
 9.49, 0.831, 0.817, 0.834, 0.821, 0.017
 9.99, 0.848, 0.831, 0.858, 0.836, 0.027
10.49, 0.864, 0.857, 0.877, 0.860, 0.020
10.99, 0.878, 0.866, 0.899, 0.871, 0.033
11.49, 0.890, 0.885, 0.920, 0.888, 0.035
11.98, 0.904, 0.893, 0.922, 0.898, 0.029
12.48, 0.909, 0.914, 0.950, 0.916, 0.041
12.98, 0.931, 0.922, 0.948, 0.926, 0.026
13.48, 0.924, 0.943, 0.967, 0.941, 0.043
13.98, 0.950, 0.946, 0.967, 0.948, 0.021
14.48, 0.956, 0.961, 0.978, 0.961, 0.022
14.98, 0.961, 0.964, 0.966, 0.964, 0.005
