Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3193  1976  3300  2119 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 11:41:46,12-May-2025 11:41:46,12-May-2025 11:41:46,12-May-2025 11:41:46,12-May-2025 11:41:46,12-May-2025 11:41:46,
File, sports ball_18.0 mm_25600ISO_-2EV_Dist1_OFF_Defocus2.tiff,sports ball_18.0 mm_25600ISO_-2EV_Dist1_OFF_Defocus1.tiff,sports ball_18.0 mm_25600ISO_-2EV_Dist1_ON_Defocus2.tiff,sports ball_18.0 mm_25600ISO_-2EV_Dist1_ON_Defocus1.tiff,sports ball_18.0 mm_25600ISO_-2EV_Dist1_OFF_Focused.tiff,sports ball_18.0 mm_25600ISO_-2EV_Dist1_ON_Focused.tiff,
Camera, , , , , , 
Lens, , , , , , 
ISO speed, , , , , , 
Focal length, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0161,  0.0372,  0.0236,  0.0090,  0.0178,  0.0584
R1090 (pxl) Mean Ctr, 11.3612,  8.0702, 11.5814, 47.6854, 43.5871,  1.6503
CA (pxl) Mean Ctr, 41.5740,  8.6319, 34.9715, 41.1113, 190.2905,  3.6839
MTF50 (LW/PH) Mean Ctr,    129.4,    299.3,    189.5,     72.2,    143.3,    469.2
R1090 (/PH) Mean Ctr,    353.8,    498.1,    347.1,     84.3,     92.2,   2435.9
Peak MTF Mean Ctr,   3.436,   1.966,   3.819,   3.047,   3.387,   2.278
MTF50P (Cy/Pxl) Mean Ctr,  0.3211,  0.2243,  0.4783,  0.3678,  0.2893,  0.3869
MTF50P (LW/PH) Mean Ctr,   2581.8,   1803.2,   3845.6,   2956.8,   2326.2,   3110.5
MTF20 (Cy/Pxl) Mean Ctr,  0.0249,  0.0958,  0.6104,  0.0363,  0.0519,  0.5376
MTF20 (LW/PH) Mean Ctr,    200.1,    770.2,   4907.8,    292.0,    417.2,   4322.3
LSF PW50 (pxl) Mean Ctr,  0.3592,  0.2732,  0.5031,  0.2639,  0.3429,  0.3431
CA (area %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (crossing %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (R-G %) Mean Ctr,  2.25511, 14.36820,  8.61223, -35.06844, 23.49075,  6.08883
CA (B-G %) Mean Ctr,  0.51667,  0.64664, 15.03627, 49.22540, 18.01402,  5.26948
MTF50C (Cy/Pxl) Mean Ctr,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Mean Ctr,  0.1875,  0.2243,  0.1731,  0.2022,  0.1964,  0.2548
s1-MTF50. Mean Ctr,     0.01610,     0.03722,     0.02357,         NaN,     0.01782,     0.05836
Shannon capacity Mean Ctr,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Ctr,  0.09,  0.02,  0.12,  0.05,  0.04,  0.07
Info Capacity C_max Mean Ctr,  2.01,  1.31,  1.86,  1.93,  2.13,  1.63
SNRi 2x8 pixels Mean Ctr,  5.45, -1.86,  5.18,  4.06,  1.54,  5.04
Edge location sigma 2x8 Mean Ctr,  2.64,  5.27,  2.16,  2.63,  4.22,  2.50

MTF50 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Mean Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Mean Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_max Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
SNRi 2x8 pixels Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Edge location sigma 2x8 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00

MTF50 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Max Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Max Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Max Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Min Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Min Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Min Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
