Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3186  1998  3293  2141 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,12-May-2025 12:08:52,
File, car_18.0 mm_6400ISO_-2EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_6400ISO_-2EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_6400ISO_-2EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_6400ISO_-2EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_6400ISO_-2EV_Dist1_OFF_Focused.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_OFF_Focused.tiff,car_18.0 mm_6400ISO_-2EV_Dist1_ON_Focused.tiff,car_18.0 mm_1600ISO_-2EV_Dist1_ON_Focused.tiff,car_18.0 mm_100ISO_-2EV_Dist1_OFF_Defocus2.tiff,car_18.0 mm_100ISO_-2EV_Dist1_OFF_Defocus1.tiff,car_18.0 mm_100ISO_-2EV_Dist1_ON_Defocus2.tiff,car_18.0 mm_100ISO_-2EV_Dist1_ON_Defocus1.tiff,car_18.0 mm_100ISO_-2EV_Dist1_OFF_Focused.tiff,car_18.0 mm_100ISO_-2EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0556,  0.1051,  0.0734,  0.1791,  0.0507,  0.1006,  0.1693,  0.0616,  0.1137,  0.1217,  0.1091,  0.1620,  0.0641,  0.1838,  0.0643,  0.1931,  0.1836,  0.1870
R1090 (pxl) Mean Ctr,  5.5245,  6.0453,  6.0684,  2.7600,  7.8979,  4.5221,  3.0901,  8.5594,  3.4733,  2.6890,  4.7250,  2.8950,  7.9230,  2.6219,  6.9258,  2.6314,  2.8973,  2.7686
CA (pxl) Mean Ctr,  2.7117,  0.9158,  0.6010,  0.3833,  0.4055,  0.5514,  1.3225,  1.8270,  0.7489,  0.2050,  1.0893,  0.4942,  0.4529,  0.5007,  0.2910,  0.2076,  0.2725,  0.2173
MTF50 (LW/PH) Mean Ctr,    446.7,    844.6,    590.3,   1440.0,    407.6,    809.2,   1361.2,    495.4,    913.8,    978.6,    877.5,   1302.7,    515.5,   1477.5,    517.3,   1552.9,   1476.5,   1503.7
R1090 (/PH) Mean Ctr,    727.7,    665.0,    662.4,   1456.5,    509.0,    889.0,   1300.9,    469.7,   1157.4,   1495.0,    850.8,   1388.6,    507.4,   1533.3,    580.4,   1527.7,   1387.5,   1452.0
Peak MTF Mean Ctr,   1.029,   1.105,   1.000,   1.000,   1.000,   1.021,   1.033,   1.000,   1.000,   1.000,   1.007,   1.029,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.5067,  0.3058,  0.0734,  0.1791,  0.0507,  0.0998,  0.4775,  0.0616,  0.1137,  0.1217,  0.1090,  0.1607,  0.0641,  0.1838,  0.0643,  0.1931,  0.1836,  0.1870
