Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.90, 0.8296, 0.8313, 0.8276, 0.8444, 0.8296
0.0308,  247.80, 0.4490, 0.4515, 0.4435, 0.4957, 0.4490
0.0462,  371.70, 0.1172, 0.1265, 0.1095, 0.1659, 0.1172
0.0616,  495.59, 0.0419, 0.0316, 0.0470, 0.0252, 0.0419
0.0771,  619.49, 0.0614, 0.0654, 0.0604, 0.0629, 0.0614
0.0925,  743.39, 0.0086, 0.0159, 0.0071, 0.0162, 0.0086
0.1079,  867.29, 0.0415, 0.0352, 0.0442, 0.0353, 0.0415
0.1233,  991.19, 0.0474, 0.0439, 0.0475, 0.0650, 0.0474
0.1387, 1115.09, 0.0358, 0.0524, 0.0421, 0.0572, 0.0358
0.1541, 1238.98, 0.0159, 0.0472, 0.0266, 0.0094, 0.0159
0.1695, 1362.88, 0.0116, 0.0341, 0.0086, 0.0231, 0.0116
0.1849, 1486.78, 0.0217, 0.0355, 0.0254, 0.0327, 0.0217
0.2003, 1610.68, 0.0198, 0.0248, 0.0230, 0.0369, 0.0198
0.2157, 1734.58, 0.0045, 0.0087, 0.0039, 0.0187, 0.0045
0.2312, 1858.48, 0.0137, 0.0116, 0.0198, 0.0127, 0.0137
0.2466, 1982.38, 0.0191, 0.0017, 0.0274, 0.0101, 0.0191
0.2620, 2106.27, 0.0136, 0.0175, 0.0128, 0.0202, 0.0136
0.2774, 2230.17, 0.0226, 0.0202, 0.0230, 0.0295, 0.0226
0.2928, 2354.07, 0.0341, 0.0174, 0.0396, 0.0281, 0.0341
0.3082, 2477.97, 0.0180, 0.0064, 0.0238, 0.0141, 0.0180
0.3236, 2601.87, 0.0130, 0.0193, 0.0146, 0.0053, 0.0130
0.3390, 2725.77, 0.0132, 0.0205, 0.0127, 0.0039, 0.0132
0.3544, 2849.66, 0.0030, 0.0095, 0.0016, 0.0058, 0.0030
0.3698, 2973.56, 0.0076, 0.0080, 0.0085, 0.0129, 0.0076
0.3853, 3097.46, 0.0117, 0.0120, 0.0124, 0.0068, 0.0117
0.4007, 3221.36, 0.0158, 0.0307, 0.0116, 0.0168, 0.0158
0.4161, 3345.26, 0.0049, 0.0108, 0.0096, 0.0116, 0.0049
0.4315, 3469.16, 0.0153, 0.0305, 0.0142, 0.0143, 0.0153
0.4469, 3593.06, 0.0180, 0.0282, 0.0163, 0.0134, 0.0180
0.4623, 3716.95, 0.0132, 0.0178, 0.0129, 0.0082, 0.0132
0.4777, 3840.85, 0.0235, 0.0284, 0.0231, 0.0259, 0.0235
0.4931, 3964.75, 0.0057, 0.0087, 0.0049, 0.0215, 0.0057
0.5085, 4088.65, 0.0358, 0.0352, 0.0380, 0.0215, 0.0358
0.5239, 4212.55, 0.0237, 0.0215, 0.0277, 0.0230, 0.0237
0.5394, 4336.45, 0.0132, 0.0068, 0.0157, 0.0229, 0.0132
0.5548, 4460.34, 0.0139, 0.0057, 0.0175, 0.0222, 0.0139
0.5702, 4584.24, 0.0299, 0.0264, 0.0341, 0.0181, 0.0299
0.5856, 4708.14, 0.0449, 0.0385, 0.0531, 0.0071, 0.0449
0.6010, 4832.04, 0.0448, 0.0349, 0.0530, 0.0041, 0.0448
0.6164, 4955.94, 0.0367, 0.0180, 0.0467, 0.0063, 0.0367
0.6318, 5079.84, 0.0519, 0.0660, 0.0581, 0.0291, 0.0519
0.6472, 5203.74, 0.0336, 0.0507, 0.0338, 0.0131, 0.0336
0.6626, 5327.63, 0.0297, 0.0223, 0.0402, 0.0115, 0.0297
0.6781, 5451.53, 0.0504, 0.0708, 0.0534, 0.0059, 0.0504
0.6935, 5575.43, 0.0425, 0.0959, 0.0276, 0.0525, 0.0425
0.7089, 5699.33, 0.0288, 0.1032, 0.0240, 0.0226, 0.0288
0.7243, 5823.23, 0.0345, 0.0791, 0.0535, 0.0335, 0.0345
0.7397, 5947.13, 0.0517, 0.0868, 0.0537, 0.0622, 0.0517
0.7551, 6071.02, 0.0309, 0.0576, 0.0281, 0.0526, 0.0309
0.7705, 6194.92, 0.0340, 0.0468, 0.0303, 0.0447, 0.0340
0.7859, 6318.82, 0.0414, 0.0454, 0.0518, 0.0479, 0.0414
0.8013, 6442.72, 0.0519, 0.0363, 0.0681, 0.0794, 0.0519
0.8167, 6566.62, 0.0313, 0.0776, 0.0189, 0.0795, 0.0313
0.8322, 6690.52, 0.0537, 0.1572, 0.0327, 0.1061, 0.0537
0.8476, 6814.42, 0.0547, 0.0789, 0.0749, 0.0232, 0.0547
0.8630, 6938.31, 0.0085, 0.0692, 0.0288, 0.0246, 0.0085
0.8784, 7062.21, 0.0826, 0.1377, 0.1096, 0.0545, 0.0826
0.8938, 7186.11, 0.0480, 0.2310, 0.0743, 0.0654, 0.0480
0.9092, 7310.01, 0.0258, 0.1667, 0.0572, 0.2078, 0.0258
0.9246, 7433.91, 0.0852, 0.0665, 0.1450, 0.2194, 0.0852
0.9400, 7557.81, 0.0718, 0.1055, 0.0810, 0.0979, 0.0718
0.9554, 7681.70, 0.0572, 0.2059, 0.1692, 0.3199, 0.0572
0.9708, 7805.60, 0.2165, 0.4448, 0.1197, 0.5487, 0.2165
0.9863, 7929.50, 0.4816, 0.5209, 0.4677, 0.5316, 0.4816
1.0017, 8053.40, 0.8005, 0.7604, 0.8253, 0.8387, 0.8005
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.5928, 0.5949, 0.5886, 0.6274, 0.5928
0.0500, 0.0988, 0.1033, 0.0942, 0.1315, 0.0988
0.0750, 0.0588, 0.0609, 0.0586, 0.0578, 0.0588
0.1000, 0.0247, 0.0254, 0.0252, 0.0256, 0.0247
0.1250, 0.0461, 0.0449, 0.0469, 0.0641, 0.0461
0.1500, 0.0212, 0.0486, 0.0307, 0.0221, 0.0212
0.1750, 0.0152, 0.0346, 0.0146, 0.0265, 0.0152
0.2000, 0.0198, 0.0251, 0.0231, 0.0368, 0.0198
0.2250, 0.0100, 0.0105, 0.0135, 0.0151, 0.0100
0.2500, 0.0179, 0.0052, 0.0241, 0.0124, 0.0179
0.2750, 0.0212, 0.0198, 0.0214, 0.0280, 0.0212
0.3000, 0.0266, 0.0122, 0.0322, 0.0215, 0.0266
0.3250, 0.0130, 0.0194, 0.0145, 0.0052, 0.0130
0.3500, 0.0059, 0.0127, 0.0048, 0.0052, 0.0059
0.3750, 0.0090, 0.0094, 0.0098, 0.0109, 0.0090
0.4000, 0.0156, 0.0299, 0.0116, 0.0164, 0.0156
0.4250, 0.0109, 0.0222, 0.0123, 0.0132, 0.0109
0.4500, 0.0170, 0.0261, 0.0157, 0.0123, 0.0170
0.4750, 0.0217, 0.0265, 0.0213, 0.0228, 0.0217
0.5000, 0.0191, 0.0205, 0.0197, 0.0215, 0.0191
0.5500, 0.0137, 0.0060, 0.0169, 0.0224, 0.0137
0.6000, 0.0448, 0.0351, 0.0530, 0.0043, 0.0448
0.6500, 0.0329, 0.0456, 0.0349, 0.0128, 0.0329
0.7000, 0.0367, 0.0990, 0.0260, 0.0398, 0.0367
0.7500, 0.0378, 0.0672, 0.0366, 0.0558, 0.0378
0.8000, 0.0510, 0.0371, 0.0667, 0.0767, 0.0510
0.8500, 0.0474, 0.0774, 0.0677, 0.0234, 0.0474
0.9000, 0.0391, 0.2051, 0.0674, 0.1228, 0.0391
0.9500, 0.0624, 0.1705, 0.1380, 0.2416, 0.0624
1.0000, 0.7660, 0.7345, 0.7867, 0.8055, 0.7660

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-11.98, 0.027, 0.029, 0.015, 0.028, 0.015
-11.48, 0.059, 0.047, 0.040, 0.049, 0.019
-10.98, 0.040, 0.039, 0.033, 0.039, 0.007
-10.48, 0.073, 0.057, 0.055, 0.060, 0.018
-9.98, 0.063, 0.059, 0.046, 0.059, 0.017
-9.48, 0.100, 0.085, 0.078, 0.087, 0.022
-8.99, 0.090, 0.086, 0.070, 0.085, 0.020
-8.49, 0.126, 0.119, 0.107, 0.119, 0.019
-7.99, 0.124, 0.124, 0.107, 0.122, 0.017
-7.49, 0.162, 0.161, 0.143, 0.160, 0.019
-6.99, 0.162, 0.166, 0.151, 0.164, 0.015
-6.49, 0.200, 0.202, 0.192, 0.201, 0.010
-5.99, 0.202, 0.209, 0.198, 0.206, 0.011
-5.49, 0.244, 0.242, 0.240, 0.243, 0.005
-4.99, 0.252, 0.255, 0.245, 0.253, 0.009
-4.49, 0.292, 0.282, 0.283, 0.284, 0.010
-3.99, 0.305, 0.300, 0.292, 0.300, 0.013
-3.49, 0.345, 0.330, 0.325, 0.333, 0.020
-3.00, 0.353, 0.345, 0.341, 0.346, 0.012
-2.50, 0.394, 0.376, 0.375, 0.379, 0.019
-2.00, 0.395, 0.388, 0.390, 0.389, 0.008
-1.50, 0.438, 0.417, 0.429, 0.422, 0.020
-1.00, 0.442, 0.439, 0.445, 0.440, 0.006
-0.50, 0.490, 0.474, 0.487, 0.478, 0.017
 0.00, 0.491, 0.492, 0.503, 0.493, 0.012
 0.50, 0.533, 0.524, 0.538, 0.527, 0.014
 1.00, 0.552, 0.546, 0.562, 0.548, 0.016
 1.50, 0.585, 0.573, 0.593, 0.577, 0.019
 2.00, 0.611, 0.593, 0.616, 0.599, 0.022
 2.50, 0.638, 0.627, 0.646, 0.631, 0.019
 3.00, 0.663, 0.640, 0.671, 0.647, 0.031
 3.49, 0.688, 0.678, 0.700, 0.682, 0.022
 3.99, 0.708, 0.687, 0.726, 0.694, 0.039
 4.49, 0.722, 0.718, 0.740, 0.720, 0.022
 4.99, 0.751, 0.725, 0.771, 0.734, 0.046
 5.49, 0.758, 0.755, 0.787, 0.758, 0.032
 5.99, 0.796, 0.776, 0.811, 0.783, 0.035
 6.49, 0.806, 0.799, 0.831, 0.803, 0.032
 6.99, 0.828, 0.815, 0.847, 0.820, 0.032
 7.49, 0.851, 0.851, 0.875, 0.853, 0.024
 7.99, 0.873, 0.859, 0.888, 0.864, 0.029
 8.49, 0.885, 0.883, 0.911, 0.885, 0.029
 8.99, 0.906, 0.896, 0.924, 0.900, 0.028
 9.48, 0.923, 0.916, 0.947, 0.920, 0.031
 9.98, 0.937, 0.923, 0.958, 0.929, 0.035
10.48, 0.950, 0.942, 0.976, 0.946, 0.034
10.98, 0.966, 0.948, 0.976, 0.954, 0.028
11.48, 0.966, 0.963, 0.991, 0.966, 0.028
11.98, 0.974, 0.964, 0.974, 0.967, 0.011
12.48, 0.981, 0.978, 0.996, 0.980, 0.019
12.98, 0.981, 0.984, 0.980, 0.983, 0.004
13.48, 0.992, 0.986, 0.997, 0.988, 0.012
13.98, 0.990, 0.998, 0.989, 0.996, 0.009
14.48, 0.989, 0.989, 0.998, 0.990, 0.010
14.98, 0.992, 0.996, 0.994, 0.995, 0.004
15.47, 0.996, 0.994, 1.000, 0.995, 0.006
15.97, 0.991, 0.994, 0.997, 0.993, 0.006
16.47, 1.001, 0.998, 1.003, 0.999, 0.005
16.97, 0.992, 0.995, 1.002, 0.995, 0.010
17.47, 1.014, 1.006, 1.007, 1.008, 0.008
17.97, 1.002, 0.996, 1.010, 0.998, 0.014

