Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.74, 0.8754, 0.8156, 0.8919, 0.8772, 0.8754
0.0308,  247.48, 0.5589, 0.5640, 0.5576, 0.6039, 0.5589
0.0462,  371.22, 0.2498, 0.5173, 0.1787, 0.3301, 0.2498
0.0616,  494.96, 0.0863, 0.2982, 0.0346, 0.1178, 0.0863
0.0770,  618.70, 0.0356, 0.2018, 0.0815, 0.1996, 0.0356
0.0923,  742.45, 0.0986, 0.1477, 0.1074, 0.2614, 0.0986
0.1077,  866.19, 0.0291, 0.4049, 0.0741, 0.1002, 0.0291
0.1231,  989.93, 0.1319, 0.5374, 0.2898, 0.0922, 0.1319
0.1385, 1113.67, 0.3041, 0.8902, 0.4523, 0.1809, 0.3041
0.1539, 1237.41, 0.3348, 0.9110, 0.3553, 0.2096, 0.3348
0.1693, 1361.15, 0.1797, 0.6971, 0.1611, 0.2757, 0.1797
0.1847, 1484.89, 0.1781, 0.4506, 0.2740, 0.2598, 0.1781
0.2001, 1608.63, 0.0806, 0.1462, 0.1501, 0.0430, 0.0806
0.2155, 1732.37, 0.0976, 0.1086, 0.1586, 0.0365, 0.0976
0.2309, 1856.11, 0.1032, 0.2278, 0.0955, 0.1306, 0.1032
0.2463, 1979.85, 0.1098, 0.2515, 0.1056, 0.1703, 0.1098
0.2616, 2103.60, 0.1218, 0.0201, 0.1611, 0.2097, 0.1218
0.2770, 2227.34, 0.1364, 0.2572, 0.1246, 0.1578, 0.1364
0.2924, 2351.08, 0.3813, 0.2985, 0.4279, 0.2239, 0.3813
0.3078, 2474.82, 0.2417, 0.1085, 0.2956, 0.1864, 0.2417
0.3232, 2598.56, 0.3038, 0.3204, 0.3315, 0.1774, 0.3038
0.3386, 2722.30, 0.4273, 0.5388, 0.4378, 0.2188, 0.4273
0.3540, 2846.04, 0.1434, 0.2542, 0.1733, 0.3452, 0.1434
0.3694, 2969.78, 0.1468, 0.0774, 0.1738, 0.1702, 0.1468
0.3848, 3093.52, 0.2450, 0.2781, 0.2440, 0.2347, 0.2450
0.4002, 3217.26, 0.2110, 0.2478, 0.1924, 0.3481, 0.2110
0.4155, 3341.00, 0.1456, 0.1461, 0.1475, 0.1950, 0.1456
0.4309, 3464.75, 0.3764, 0.4657, 0.3519, 0.3895, 0.3764
0.4463, 3588.49, 0.2252, 0.3596, 0.2096, 0.4056, 0.2252
0.4617, 3712.23, 0.4341, 0.2370, 0.4947, 0.5169, 0.4341
0.4771, 3835.97, 0.3458, 0.4234, 0.3224, 0.5057, 0.3458
0.4925, 3959.71, 0.2620, 0.5079, 0.2105, 0.3046, 0.2620
0.5079, 4083.45, 0.4839, 0.6311, 0.4699, 0.3667, 0.4839
0.5233, 4207.19, 0.5521, 0.6984, 0.5260, 0.4475, 0.5521
0.5387, 4330.93, 0.7372, 0.8256, 0.7309, 0.6103, 0.7372
0.5541, 4454.67, 0.5429, 0.6511, 0.5313, 0.5754, 0.5429
0.5695, 4578.41, 0.3462, 0.4128, 0.3234, 0.5629, 0.3462
0.5848, 4702.15, 0.3364, 0.2551, 0.3445, 0.5379, 0.3364
0.6002, 4825.90, 0.1522, 0.1795, 0.1859, 0.2228, 0.1522
0.6156, 4949.64, 0.3258, 0.6542, 0.3128, 0.2103, 0.3258
0.6310, 5073.38, 0.1854, 0.5635, 0.2536, 0.2742, 0.1854
0.6464, 5197.12, 0.2509, 0.3241, 0.3055, 0.3223, 0.2509
0.6618, 5320.86, 0.4761, 0.5831, 0.4661, 0.3133, 0.4761
0.6772, 5444.60, 0.4725, 0.2966, 0.5340, 0.3269, 0.4725
0.6926, 5568.34, 0.0356, 0.3741, 0.0737, 0.1374, 0.0356
0.7080, 5692.08, 0.5823, 1.0525, 0.4764, 0.4274, 0.5823
0.7234, 5815.82, 0.8502, 1.2029, 0.9699, 0.3153, 0.8502
0.7388, 5939.56, 0.7849, 0.8458, 1.0262, 1.0463, 0.7849
0.7541, 6063.30, 0.4936, 0.6014, 0.6305, 1.4784, 0.4936
0.7695, 6187.05, 0.2016, 0.6187, 0.0895, 1.2412, 0.2016
0.7849, 6310.79, 0.6876, 0.5881, 0.9127, 0.4810, 0.6876
0.8003, 6434.53, 0.5208, 1.7396, 0.6780, 0.9579, 0.5208
0.8157, 6558.27, 0.4538, 1.7421, 0.6744, 1.7615, 0.4538
0.8311, 6682.01, 0.3452, 1.7660, 0.4084, 2.0000, 0.3452
0.8465, 6805.75, 0.6710, 2.0000, 0.6514, 0.7857, 0.6710
0.8619, 6929.49, 1.0550, 2.0000, 1.0615, 0.7827, 1.0550
0.8773, 7053.23, 1.1419, 1.0311, 1.4158, 1.3113, 1.1419
0.8927, 7176.97, 0.7892, 2.0000, 0.8021, 1.4417, 0.7892
0.9080, 7300.71, 1.1715, 2.0000, 1.1054, 2.0000, 1.1715
0.9234, 7424.45, 1.0226, 2.0000, 1.1553, 1.4873, 1.0226
0.9388, 7548.20, 0.5247, 2.0000, 1.2219, 2.0000, 0.5247
0.9542, 7671.94, 1.0984, 2.0000, 1.7752, 1.5232, 1.0984
0.9696, 7795.68, 1.2266, 2.0000, 2.0000, 2.0000, 1.2266
0.9850, 7919.42, 0.2130, 2.0000, 0.8760, 2.0000, 0.2130
1.0004, 8043.16, 1.7437, 2.0000, 1.6651, 2.0000, 1.7437
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.6778, 0.6585, 0.6832, 0.7065, 0.6778
0.0500, 0.2091, 0.4628, 0.1429, 0.2773, 0.2091
0.0750, 0.0421, 0.2140, 0.0755, 0.1893, 0.0421
0.1000, 0.0640, 0.2756, 0.0908, 0.1812, 0.0640
0.1250, 0.1529, 0.5803, 0.3096, 0.1030, 0.1529
0.1500, 0.3270, 0.9057, 0.3799, 0.2023, 0.3270
0.1750, 0.1791, 0.6057, 0.2029, 0.2698, 0.1791
0.2000, 0.0811, 0.1478, 0.1507, 0.0441, 0.0811
0.2250, 0.1011, 0.1824, 0.1196, 0.0948, 0.1011
0.2500, 0.1127, 0.1952, 0.1191, 0.1799, 0.1127
0.2750, 0.1345, 0.2259, 0.1294, 0.1647, 0.1345
0.3000, 0.3126, 0.2050, 0.3627, 0.2054, 0.3126
0.3250, 0.3182, 0.3459, 0.3439, 0.1822, 0.3182
0.3500, 0.2170, 0.3279, 0.2418, 0.3124, 0.2170
0.3750, 0.1826, 0.1508, 0.1995, 0.1938, 0.1826
0.4000, 0.2113, 0.2481, 0.1929, 0.3470, 0.2113
0.4250, 0.2874, 0.3424, 0.2730, 0.3145, 0.2874
0.4500, 0.2750, 0.3304, 0.2776, 0.4321, 0.2750
0.4750, 0.3579, 0.3978, 0.3460, 0.5072, 0.3579
0.5000, 0.3701, 0.5679, 0.3369, 0.3348, 0.3701
0.5500, 0.5942, 0.6972, 0.5840, 0.5846, 0.5942
0.6000, 0.1550, 0.1807, 0.1883, 0.2277, 0.1550
0.6500, 0.3034, 0.3846, 0.3430, 0.3202, 0.3034
0.7000, 0.2992, 0.7012, 0.2678, 0.2772, 0.2992
0.7500, 0.5720, 0.6671, 0.7370, 1.3621, 0.5720
0.8000, 0.5242, 1.7161, 0.6828, 0.9481, 0.5242
0.8500, 0.7587, 3.0446, 0.7450, 0.7850, 0.7587
0.9000, 0.9716, 2.6098, 0.9468, 1.7108, 0.9716
0.9500, 0.9411, 3.8894, 1.6235, 1.6634, 0.9411
1.0000, 1.7046, 3.5674, 1.6449, 4.2424, 1.7046

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-11.00, 0.217, 0.001, 0.070, 0.052, 0.217
-10.50, 0.154,-0.002, 0.081, 0.038, 0.156
-10.00, 0.243,-0.003, 0.044, 0.053, 0.246
-9.50, 0.216,-0.011, 0.092, 0.045, 0.226
-9.00, 0.157,-0.048,-0.001,-0.001, 0.205
-8.50, 0.127, 0.045, 0.122, 0.068, 0.082
-8.00, 0.038, 0.003, 0.053, 0.014, 0.050
-7.50, 0.166, 0.132, 0.122, 0.138, 0.045
-7.00,-0.009, 0.085, 0.065, 0.064, 0.094
-6.50, 0.139, 0.117, 0.168, 0.126, 0.051
-6.00, 0.110, 0.168, 0.107, 0.151, 0.061
-5.50, 0.172, 0.199, 0.236, 0.196, 0.063
-5.00, 0.361, 0.236, 0.186, 0.259, 0.175
-4.50, 0.274, 0.264, 0.248, 0.265, 0.027
-4.00, 0.481, 0.217, 0.200, 0.272, 0.281
-3.50, 0.374, 0.306, 0.371, 0.325, 0.068
-3.00, 0.521, 0.219, 0.280, 0.288, 0.303
-2.50, 0.345, 0.275, 0.439, 0.303, 0.164
-2.00, 0.486, 0.262, 0.349, 0.316, 0.223
-1.50, 0.428, 0.424, 0.489, 0.430, 0.065
-1.00, 0.403, 0.375, 0.418, 0.384, 0.043
-0.50, 0.401, 0.471, 0.502, 0.459, 0.101
 0.00, 0.492, 0.510, 0.481, 0.504, 0.029
 0.50, 0.459, 0.538, 0.629, 0.528, 0.169
 1.00, 0.583, 0.571, 0.473, 0.566, 0.110
 1.50, 0.563, 0.584, 0.687, 0.588, 0.124
 2.00, 0.784, 0.666, 0.534, 0.681, 0.249
 2.50, 0.717, 0.672, 0.765, 0.689, 0.093
 3.00, 0.763, 0.652, 0.587, 0.670, 0.177
 3.50, 0.788, 0.585, 0.627, 0.631, 0.203
 4.00, 0.800, 0.732, 0.731, 0.747, 0.069
 4.50, 0.904, 0.653, 0.752, 0.714, 0.252
 5.00, 0.782, 0.805, 0.791, 0.799, 0.023
 5.50, 0.882, 0.740, 0.860, 0.780, 0.142
 6.00, 0.818, 0.805, 0.834, 0.810, 0.029
 6.50, 0.864, 0.773, 0.923, 0.804, 0.150
 7.00, 0.887, 0.870, 0.900, 0.876, 0.030
 7.50, 0.875, 0.884, 0.987, 0.890, 0.112
 8.00, 0.922, 0.926, 0.891, 0.923, 0.035
 8.50, 0.889, 0.956, 1.011, 0.946, 0.122
 9.00, 0.924, 1.012, 0.914, 0.986, 0.097
 9.50, 0.829, 0.975, 1.059, 0.950, 0.230
10.00, 0.842, 0.969, 0.836, 0.932, 0.133
10.50, 0.819, 0.980, 1.052, 0.951, 0.233
11.00, 0.848, 1.007, 0.949, 0.969, 0.160
11.50, 0.834, 0.982, 1.051, 0.956, 0.217
12.00, 0.828, 0.989, 1.005, 0.956, 0.177
12.50, 0.828, 0.883, 1.003, 0.881, 0.174
12.99, 0.894, 1.021, 1.027, 0.995, 0.133
13.49, 0.801, 0.959, 1.029, 0.931, 0.228
13.99, 0.837, 0.977, 0.976, 0.947, 0.140
14.49, 0.815, 1.023, 0.986, 0.976, 0.208
14.99, 0.865, 1.011, 0.970, 0.977, 0.146
15.49, 0.838, 1.062, 0.943, 1.005, 0.224
15.99, 0.929, 1.022, 0.989, 0.999, 0.092
16.49, 0.892, 1.081, 1.008, 1.035, 0.189

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   72.4
Light pixel level ,  120.6
Dark level linear , 0.0807
Light level linear,  0.224

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
