Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3192  1977  3300  2120 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,12-May-2025 13:29:58,
File, potted plant_18.0 mm_6400ISO_-3EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_6400ISO_-3EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_1600ISO_-3EV_Dist1_ON_Defocus2.tiff,potted plant_18.0 mm_1600ISO_-3EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_1600ISO_-3EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_6400ISO_-3EV_Dist1_ON_Focused.tiff,potted plant_18.0 mm_1600ISO_-3EV_Dist1_ON_Focused.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_OFF_Defocus2.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_OFF_Defocus1.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_ON_Defocus2.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_ON_Defocus1.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_OFF_Focused.tiff,potted plant_18.0 mm_100ISO_-3EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0265,  0.0326,  0.0311,  0.0923,  0.1252,  0.0392,  0.1998,  0.0319,  0.0665,  0.0319,  0.0629,  0.1736,  0.1836
R1090 (pxl) Mean Ctr, 16.3782, 13.5498, 13.5959,  7.1864,  3.6191,  9.3552,  2.6720, 14.7955,  7.6464, 14.4170,  7.4038,  2.9233,  2.8461
CA (pxl) Mean Ctr,  7.6955, 14.6762,  7.5999,  1.1690,  1.4765,  3.1441,  1.0958,  1.8861,  0.2153,  0.6652,  0.4254,  0.6559,  0.4815
MTF50 (LW/PH) Mean Ctr,    213.1,    261.9,    249.8,    742.2,   1006.6,    315.2,   1606.2,    256.7,    534.3,    256.9,    505.5,   1395.7,   1476.2
R1090 (/PH) Mean Ctr,    245.4,    296.7,    295.7,    559.4,   1110.8,    429.7,   1504.5,    271.7,    525.7,    278.8,    543.0,   1375.2,   1412.4
Peak MTF Mean Ctr,   1.578,   1.245,   1.000,   1.000,   1.000,   1.466,   1.008,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.4714,  0.4648,  0.0311,  0.0923,  0.1252,  0.4820,  0.1993,  0.0319,  0.0665,  0.0319,  0.0629,  0.1736,  0.1836
MTF50P (LW/PH) Mean Ctr,   3789.8,   3737.2,    249.8,    742.2,   1006.6,   3875.4,   1602.4,    256.7,    534.3,    256.9,    505.5,   1395.7,   1476.2
MTF20 (Cy/Pxl) Mean Ctr,  0.0801,  0.0547,  0.0422,  0.1067,  0.3867,  0.0527,  0.3524,  0.0463,  0.1001,  0.0458,  0.0991,  0.3850,  0.2996
MTF20 (LW/PH) Mean Ctr,    644.3,    439.7,    339.1,    857.6,   3109.2,    424.1,   2833.0,    372.0,    804.5,    368.0,    796.5,   3095.1,   2408.4
LSF PW50 (pxl) Mean Ctr,  0.3457,  0.2693,  0.3345,  0.3060,  0.2770,  0.2817,  1.4643,  0.3487,  1.3743,  0.3461,  1.2592,  1.6918,  2.1972
CA (area %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (crossing %) Mean Ctr,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN,      NaN
CA (R-G %) Mean Ctr,  3.27146,  1.64693,  3.45497, -1.07860, -0.17834, -1.45489,  0.23271,  0.90564,  0.42123,  0.47539,  0.27802, -0.07508, -0.02754
CA (B-G %) Mean Ctr,  6.24150, 10.08702,  0.89869, -0.65177, -0.11227, -2.09597,  0.00976, -0.09330,  0.09934,  0.34996,  0.30579,  0.23941,  0.18528
MTF50C (Cy/Pxl) Mean Ctr,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Mean Ctr,  0.1826,  0.2002,  0.1538,  0.1790,  0.2074,  0.2066,  0.2331,  0.0664,  0.0936,  0.0594,  0.0890,  0.2223,  0.2054
s1-MTF50. Mean Ctr,     0.02650,     0.03257,     0.03107,     0.09231,     0.12520,     0.03920,     0.19978,     0.03193,     0.06646,     0.03195,     0.06288,     0.17360,     0.18361
Shannon capacity Mean Ctr,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Ctr,  0.02,  0.04,  0.08,  0.11,  0.16,  0.05,  0.19,  0.18,  0.33,  0.15,  0.32,  1.00,  0.89
Info Capacity C_max Mean Ctr,  2.05,  1.66,  1.91,  1.97,  2.25,  1.93,  2.38,  2.39,  3.70,  4.09,  3.27,  4.34,  4.17
SNRi 2x8 pixels Mean Ctr, -2.26,  1.28,  5.18,  5.32,  8.33,  2.42,  9.66,  8.95, 13.22,  7.59, 12.80, 21.42, 20.61
Edge location sigma 2x8 Mean Ctr,  4.34,  3.88,  2.53,  3.02,  5.13,  3.35,  5.24,  1.95,  3.41,  2.20,  3.61,  1.37,  1.62

MTF50 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Mean Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF20 (LW/PH) Mean Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
LSF PW50 (pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (area %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Mean Pt Wy,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
s1-MTF50. Mean Pt Wy,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000,     0.00000
Shannon capacity Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_max Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
SNRi 2x8 pixels Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Edge location sigma 2x8 Mean Pt Wy,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00

MTF50 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
R1090 (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
CA (pxl) Max Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
R1090 (/PH) Max Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
Peak MTF Max Pt Wy,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
MTF50P (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50P (LW/PH) Min Pt Wy,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0,      0.0
