Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3192  1977  3300  2120 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,12-May-2025 12:19:41,
File, cup_18.0 mm_25600ISO_-1EV_Dist1_OFF_Defocus2.tiff,cup_18.0 mm_25600ISO_-1EV_Dist1_OFF_Defocus1.tiff,cup_18.0 mm_25600ISO_-1EV_Dist1_ON_Defocus2.tiff,cup_18.0 mm_25600ISO_-1EV_Dist1_ON_Defocus1.tiff,cup_18.0 mm_25600ISO_-1EV_Dist1_OFF_Focused.tiff,cup_18.0 mm_25600ISO_-1EV_Dist1_ON_Focused.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_OFF_Defocus2.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_OFF_Defocus1.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_OFF_Defocus2.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_OFF_Defocus1.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_ON_Defocus2.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_ON_Defocus1.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_OFF_Focused.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_ON_Defocus2.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_ON_Defocus1.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_OFF_Focused.tiff,cup_18.0 mm_6400ISO_-1EV_Dist1_ON_Focused.tiff,cup_18.0 mm_1600ISO_-1EV_Dist1_ON_Focused.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_OFF_Defocus2.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_OFF_Defocus1.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_ON_Defocus2.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_ON_Defocus1.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_OFF_Focused.tiff,cup_18.0 mm_100ISO_-1EV_Dist1_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0226,  0.0390,  0.0215,  0.0399,  0.0389,  0.0408,  0.0265,  0.0531,  0.0270,  0.0559,  0.0292,  0.0514,  0.1669,  0.0282,  0.0515,  0.1750,  0.2276,  0.2156,  0.0275,  0.0523,  0.0279,  0.0537,  0.1892,  0.1961
R1090 (pxl) Mean Ctr, 26.4257, 11.0220, 11.8856,  8.1963,  3.7201,  7.1765, 13.8563,  8.6927, 17.0572,  9.2119, 15.4779,  8.4227,  3.2356, 15.9633,  8.8286,  2.5953,  2.8506,  2.9090, 16.3405,  8.8391, 17.0873,  8.7654,  2.6722,  2.8292
CA (pxl) Mean Ctr, 20.4655,  7.2787, 16.5153,  9.5836, 818.2885,  7.5931,  1.0306,  1.5307,  0.4500,  0.0493,  2.9476,  1.7134,  1.0644,  0.5615,  0.3627,  0.1776,  0.6258,  0.1175,  0.4620,  0.1834,  0.3201,  0.2516,  0.2436,  0.3384
MTF50 (LW/PH) Mean Ctr,    182.0,    313.2,    172.7,    320.9,    312.9,    328.2,    212.7,    427.2,    217.3,    449.6,    234.7,    413.4,   1342.2,    226.9,    414.2,   1407.0,   1829.8,   1733.7,    221.1,    420.5,    224.1,    431.6,   1521.5,   1576.3
R1090 (/PH) Mean Ctr,    152.1,    364.7,    338.2,    490.5,   1080.6,    560.2,    290.1,    462.5,    235.7,    436.4,    259.7,    477.3,   1242.4,    251.8,    455.3,   1548.9,   1410.2,   1381.9,    246.0,    454.8,    235.3,    458.6,   1504.4,   1420.9
Peak MTF Mean Ctr,   1.398,   1.361,   1.630,   1.206,   1.417,   1.382,   1.000,   1.003,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.039,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.5323,  0.3158,  0.4554,  0.2436,  0.2066,  0.3027,  0.0265,  0.0530,  0.0270,  0.0559,  0.0292,  0.0514,  0.1669,  0.0282,  0.0515,  0.1750,  0.1461,  0.2156,  0.0275,  0.0523,  0.0279,  0.0537,  0.1892,  0.1961
MTF50P (LW/PH) Mean Ctr,   4279.6,   2539.3,   3661.7,   1958.8,   1660.9,   2433.4,    212.7,    426.3,    217.3,    449.6,    234.7,    413.4,   1342.2,    226.9,    414.2,   1407.0,   1174.8,   1733.7,    221.1,    420.5,    224.1,    431.6,   1521.5,   1576.3
