Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.83, 0.7813, 0.8325, 0.7672, 0.7785, 0.7813
0.0308,  247.66, 0.3623, 0.4573, 0.3454, 0.3074, 0.3623
0.0462,  371.49, 0.0559, 0.1837, 0.0635, 0.0665, 0.0559
0.0616,  495.32, 0.0668, 0.0453, 0.0600, 0.2193, 0.0668
0.0770,  619.15, 0.0433, 0.0840, 0.0367, 0.4527, 0.0433
0.0924,  742.97, 0.0426, 0.4968, 0.1826, 0.4903, 0.0426
0.1078,  866.80, 0.1380, 0.6918, 0.2438, 0.3036, 0.1380
0.1232,  990.63, 0.2045, 0.4190, 0.1892, 0.0940, 0.2045
0.1386, 1114.46, 0.1327, 0.0561, 0.1754, 0.1436, 0.1327
0.1540, 1238.29, 0.0651, 0.5095, 0.1891, 0.3420, 0.0651
0.1694, 1362.12, 0.0360, 0.6108, 0.1630, 0.3542, 0.0360
0.1848, 1485.95, 0.1970, 0.3702, 0.2811, 0.2302, 0.1970
0.2002, 1609.78, 0.1198, 0.3146, 0.1237, 0.1653, 0.1198
0.2156, 1733.61, 0.1351, 0.1023, 0.1758, 0.1314, 0.1351
0.2310, 1857.44, 0.1471, 0.2332, 0.1685, 0.0316, 0.1471
0.2464, 1981.26, 0.3727, 0.4518, 0.3993, 0.2209, 0.3727
0.2618, 2105.09, 0.3053, 0.4145, 0.3495, 0.3172, 0.3053
0.2772, 2228.92, 0.0869, 0.2008, 0.1514, 0.1666, 0.0869
0.2926, 2352.75, 0.2641, 0.4639, 0.2468, 0.2520, 0.2641
0.3080, 2476.58, 0.4718, 0.9005, 0.3968, 0.4745, 0.4718
0.3234, 2600.41, 0.3284, 0.5859, 0.3102, 0.2748, 0.3284
0.3388, 2724.24, 0.2980, 0.4131, 0.3168, 0.1918, 0.2980
0.3542, 2848.07, 0.2503, 0.2910, 0.2732, 0.2689, 0.2503
0.3696, 2971.90, 0.2856, 0.2277, 0.3219, 0.1291, 0.2856
0.3850, 3095.73, 0.0802, 0.0241, 0.1077, 0.1391, 0.0802
0.4004, 3219.55, 0.3056, 0.3475, 0.3010, 0.2705, 0.3056
0.4158, 3343.38, 0.2809, 0.2219, 0.3025, 0.3601, 0.2809
0.4312, 3467.21, 0.2085, 0.1060, 0.2620, 0.2571, 0.2085
0.4466, 3591.04, 0.2123, 0.1856, 0.2359, 0.1906, 0.2123
0.4620, 3714.87, 0.0800, 0.1757, 0.0709, 0.0587, 0.0800
0.4775, 3838.70, 0.4522, 0.4526, 0.4507, 0.4712, 0.4522
0.4929, 3962.53, 0.3596, 0.2509, 0.3893, 0.4298, 0.3596
0.5083, 4086.36, 0.1352, 0.0576, 0.1892, 0.0930, 0.1352
0.5237, 4210.19, 0.3454, 0.3358, 0.3691, 0.1629, 0.3454
0.5391, 4334.02, 0.6511, 0.6594, 0.6705, 0.5088, 0.6511
0.5545, 4457.85, 0.6611, 0.7572, 0.6562, 0.5001, 0.6611
0.5699, 4581.67, 0.3056, 0.2870, 0.3141, 0.4075, 0.3056
0.5853, 4705.50, 0.3718, 0.6168, 0.3548, 0.1050, 0.3718
0.6007, 4829.33, 0.3535, 0.5214, 0.3303, 0.1672, 0.3535
0.6161, 4953.16, 0.5463, 0.8125, 0.4853, 0.4600, 0.5463
0.6315, 5076.99, 0.6895, 1.0094, 0.6113, 0.6784, 0.6895
0.6469, 5200.82, 0.0953, 0.2506, 0.1004, 0.4278, 0.0953
0.6623, 5324.65, 0.2849, 0.8855, 0.1998, 0.2309, 0.2849
0.6777, 5448.48, 0.4407, 1.0449, 0.3112, 0.3468, 0.4407
0.6931, 5572.31, 0.5440, 0.6962, 0.5164, 0.6710, 0.5440
0.7085, 5696.14, 0.4617, 0.4020, 0.6152, 0.4579, 0.4617
0.7239, 5819.96, 0.3922, 0.5764, 0.5768, 0.3839, 0.3922
0.7393, 5943.79, 0.6574, 1.1036, 0.5924, 0.7110, 0.6574
0.7547, 6067.62, 0.6654, 0.9517, 0.6474, 0.1772, 0.6654
0.7701, 6191.45, 0.6403, 0.6282, 0.7026, 0.3420, 0.6403
0.7855, 6315.28, 0.5736, 0.5222, 0.7366, 0.5013, 0.5736
0.8009, 6439.11, 0.2423, 0.5667, 0.3928, 0.3109, 0.2423
0.8163, 6562.94, 0.4353, 1.0446, 0.8360, 0.5839, 0.4353
0.8317, 6686.77, 1.1950, 1.3426, 1.8771, 0.8876, 1.1950
0.8471, 6810.60, 1.6275, 1.2053, 2.0000, 0.3462, 1.6275
0.8625, 6934.43, 0.2159, 0.2619, 0.3277, 0.3514, 0.2159
0.8779, 7058.26, 1.1144, 0.7028, 1.3781, 0.5045, 1.1144
0.8933, 7182.08, 0.9771, 2.0000, 1.0887, 0.5242, 0.9771
0.9087, 7305.91, 1.5429, 2.0000, 1.6508, 1.3653, 1.5429
0.9241, 7429.74, 0.7322, 2.0000, 0.2658, 1.8954, 0.7322
0.9395, 7553.57, 0.9263, 2.0000, 1.2554, 2.0000, 0.9263
0.9549, 7677.40, 1.4680, 2.0000, 1.2600, 2.0000, 1.4680
0.9703, 7801.23, 0.4467, 2.0000, 0.4186, 1.9661, 0.4467
0.9857, 7925.06, 0.8308, 2.0000, 1.5733, 0.7117, 0.8308
1.0011, 8048.89, 0.9395, 2.0000, 1.7289, 0.6248, 0.9395
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.5202, 0.5987, 0.5043, 0.4849, 0.5202
0.0500, 0.0586, 0.1496, 0.0627, 0.1042, 0.0586
0.0750, 0.0464, 0.0790, 0.0397, 0.4223, 0.0464
0.1000, 0.0896, 0.5929, 0.2128, 0.3983, 0.0896
0.1250, 0.1962, 0.3769, 0.1876, 0.0998, 0.1962
0.1500, 0.0827, 0.3913, 0.1856, 0.2903, 0.0827
0.1750, 0.0944, 0.5236, 0.2058, 0.3093, 0.0944
0.2000, 0.1209, 0.3154, 0.1260, 0.1663, 0.1209
0.2250, 0.1424, 0.1820, 0.1713, 0.0707, 0.1424
0.2500, 0.3571, 0.4431, 0.3877, 0.2433, 0.3571
0.2750, 0.1185, 0.2317, 0.1800, 0.1884, 0.1185
0.3000, 0.3635, 0.6728, 0.3185, 0.3585, 0.3635
0.3250, 0.3253, 0.5683, 0.3108, 0.2663, 0.3253
0.3500, 0.2634, 0.3246, 0.2852, 0.2477, 0.2634
0.3750, 0.2141, 0.1568, 0.2474, 0.1326, 0.2141
0.4000, 0.2992, 0.3383, 0.2954, 0.2667, 0.2992
0.4250, 0.2379, 0.1530, 0.2784, 0.2989, 0.2379
0.4500, 0.1835, 0.1835, 0.2000, 0.1618, 0.1835
0.4750, 0.3930, 0.4085, 0.3903, 0.4056, 0.3930
0.5000, 0.2554, 0.1612, 0.2964, 0.2735, 0.2554
0.5500, 0.6582, 0.7289, 0.6603, 0.5026, 0.6582
0.6000, 0.3543, 0.5255, 0.3314, 0.1645, 0.3543
0.6500, 0.1339, 0.3797, 0.1206, 0.3878, 0.1339
0.7000, 0.5070, 0.5639, 0.5608, 0.5751, 0.5070
0.7500, 0.6629, 0.9978, 0.6307, 0.3394, 0.6629
0.8000, 0.2613, 0.5641, 0.4125, 0.3219, 0.2613
0.8500, 1.3607, 1.0270, 1.9869, 0.3472, 1.3607
0.9000, 1.2235, 2.2100, 1.3334, 0.8904, 1.2235
0.9500, 1.2957, 6.2258, 1.2585, 3.0144, 1.2957
1.0000, 0.9317, 2.0971, 1.7177, 0.6310, 0.9317

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-13.98, 0.034, 0.125,-0.006, 0.097, 0.131
-13.49,-0.008, 0.071, 0.095, 0.058, 0.103
-12.99,-0.003, 0.132, 0.017, 0.097, 0.135
-12.49,-0.084, 0.043, 0.060, 0.020, 0.144
-11.99, 0.096, 0.212, 0.100, 0.181, 0.115
-11.49, 0.010, 0.150, 0.145, 0.123, 0.141
-10.99,-0.025, 0.157, 0.098, 0.118, 0.182
-10.49, 0.065, 0.203, 0.126, 0.171, 0.138
-9.99,-0.038, 0.194, 0.141, 0.146, 0.232
-9.49,-0.015, 0.119, 0.068, 0.089, 0.134
-8.99, 0.089, 0.224, 0.141, 0.192, 0.136
-8.49, 0.202, 0.123, 0.106, 0.137, 0.096
-7.99, 0.161, 0.164, 0.107, 0.159, 0.056
-7.49, 0.400, 0.182, 0.167, 0.223, 0.233
-6.99, 0.251, 0.241, 0.180, 0.238, 0.070
-6.49, 0.372, 0.252, 0.178, 0.270, 0.194
-5.99, 0.232, 0.313, 0.288, 0.295, 0.081
-5.49, 0.329, 0.333, 0.264, 0.327, 0.069
-4.99, 0.304, 0.379, 0.335, 0.361, 0.075
-4.50, 0.325, 0.399, 0.293, 0.377, 0.107
-4.00, 0.278, 0.306, 0.273, 0.298, 0.033
-3.50, 0.297, 0.444, 0.292, 0.404, 0.152
-3.00, 0.382, 0.411, 0.402, 0.405, 0.030
-2.50, 0.365, 0.459, 0.361, 0.433, 0.098
-2.00, 0.487, 0.492, 0.458, 0.489, 0.034
-1.50, 0.496, 0.437, 0.425, 0.447, 0.071
-1.00, 0.478, 0.470, 0.459, 0.471, 0.019
-0.50, 0.543, 0.440, 0.524, 0.466, 0.103
 0.00, 0.495, 0.473, 0.469, 0.477, 0.027
 0.50, 0.597, 0.534, 0.569, 0.549, 0.063
 1.00, 0.681, 0.620, 0.555, 0.626, 0.126
 1.50, 0.651, 0.549, 0.573, 0.571, 0.101
 2.00, 0.743, 0.620, 0.507, 0.635, 0.236
 2.50, 0.641, 0.603, 0.573, 0.608, 0.068
 3.00, 0.861, 0.642, 0.468, 0.670, 0.393
 3.50, 0.681, 0.629, 0.563, 0.634, 0.118
 4.00, 0.917, 0.696, 0.518, 0.725, 0.399
 4.50, 0.902, 0.715, 0.669, 0.748, 0.233
 4.99, 0.858, 0.754, 0.561, 0.759, 0.297
 5.49, 0.824, 0.726, 0.705, 0.743, 0.119
 5.99, 0.752, 0.775, 0.632, 0.759, 0.143
 6.49, 0.781, 0.794, 0.761, 0.789, 0.033
 6.99, 0.699, 0.825, 0.739, 0.794, 0.126
 7.49, 0.873, 0.815, 0.819, 0.827, 0.058
 7.99, 0.740, 0.850, 0.854, 0.829, 0.114
 8.49, 0.879, 0.815, 0.868, 0.831, 0.064
 8.99, 0.782, 0.876, 0.957, 0.864, 0.175
 9.49, 0.999, 0.893, 0.934, 0.917, 0.106
 9.99, 0.910, 0.937, 0.993, 0.936, 0.083
10.49, 1.028, 0.833, 0.920, 0.877, 0.195
10.99, 0.981, 0.935, 1.012, 0.950, 0.077
11.49, 1.128, 0.890, 0.963, 0.942, 0.238
11.99, 1.010, 0.945, 1.039, 0.965, 0.094
12.49, 1.094, 0.923, 0.883, 0.953, 0.211
12.99, 0.943, 0.883, 1.006, 0.904, 0.123
13.49, 1.136, 0.998, 0.899, 1.017, 0.237
13.98, 0.939, 0.921, 0.998, 0.930, 0.077
14.48, 1.035, 0.984, 0.897, 0.987, 0.138
14.98, 0.912, 0.935, 0.930, 0.930, 0.023
15.48, 1.053, 1.029, 0.887, 1.022, 0.167
15.98, 0.884, 0.955, 0.914, 0.938, 0.071
