Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.89, 0.8758, 0.8514, 0.8798, 0.9050, 0.8758
0.0308,  247.78, 0.5711, 0.5216, 0.5775, 0.6453, 0.5711
0.0462,  371.67, 0.2075, 0.1972, 0.2087, 0.3678, 0.2075
0.0616,  495.56, 0.1129, 0.0293, 0.1950, 0.4368, 0.1129
0.0770,  619.45, 0.0781, 0.1273, 0.1381, 0.5459, 0.0781
0.0925,  743.35, 0.1207, 0.2783, 0.1185, 0.4013, 0.1207
0.1079,  867.24, 0.2099, 0.3823, 0.2533, 0.2641, 0.2099
0.1233,  991.13, 0.0779, 0.2831, 0.1593, 0.4106, 0.0779
0.1387, 1115.02, 0.1202, 0.1435, 0.1554, 0.1900, 0.1202
0.1541, 1238.91, 0.1327, 0.2845, 0.2660, 0.1055, 0.1327
0.1695, 1362.80, 0.2117, 0.4126, 0.2826, 0.2824, 0.2117
0.1849, 1486.69, 0.1875, 0.1705, 0.2428, 0.3589, 0.1875
0.2003, 1610.58, 0.0695, 0.1031, 0.0842, 0.2215, 0.0695
0.2157, 1734.47, 0.2685, 0.0588, 0.3630, 0.1897, 0.2685
0.2311, 1858.36, 0.2846, 0.3137, 0.3870, 0.3269, 0.2846
0.2465, 1982.25, 0.2427, 0.4908, 0.2538, 0.2595, 0.2427
0.2620, 2106.14, 0.2767, 0.3014, 0.2769, 0.3633, 0.2767
0.2774, 2230.04, 0.3050, 0.2009, 0.4082, 0.4660, 0.3050
0.2928, 2353.93, 0.2904, 0.1149, 0.3824, 0.1440, 0.2904
0.3082, 2477.82, 0.3024, 0.2619, 0.3394, 0.1134, 0.3024
0.3236, 2601.71, 0.2971, 0.2797, 0.3249, 0.1159, 0.2971
0.3390, 2725.60, 0.2060, 0.3712, 0.1743, 0.2440, 0.2060
0.3544, 2849.49, 0.1242, 0.1156, 0.1445, 0.1326, 0.1242
0.3698, 2973.38, 0.3689, 0.3413, 0.3800, 0.4411, 0.3689
0.3852, 3097.27, 0.2230, 0.2114, 0.2211, 0.5029, 0.2230
0.4006, 3221.16, 0.2428, 0.2912, 0.2163, 0.4528, 0.2428
0.4161, 3345.05, 0.0886, 0.1557, 0.0930, 0.1910, 0.0886
0.4315, 3468.94, 0.4050, 0.4286, 0.3953, 0.4541, 0.4050
0.4469, 3592.84, 0.2962, 0.1711, 0.3026, 0.6112, 0.2962
0.4623, 3716.73, 0.1706, 0.1400, 0.1520, 0.4987, 0.1706
0.4777, 3840.62, 0.4325, 0.5008, 0.4316, 0.4128, 0.4325
0.4931, 3964.51, 0.1824, 0.2327, 0.1771, 0.1810, 0.1824
0.5085, 4088.40, 0.6610, 0.7622, 0.6576, 0.4247, 0.6610
0.5239, 4212.29, 0.9095, 1.0015, 0.9301, 0.4321, 0.9095
0.5393, 4336.18, 0.4733, 0.6173, 0.4643, 0.2056, 0.4733
0.5547, 4460.07, 0.0661, 0.3666, 0.0493, 0.2610, 0.0661
0.5701, 4583.96, 0.2171, 0.1125, 0.2566, 0.3219, 0.2171
0.5856, 4707.85, 0.3360, 0.3670, 0.3627, 0.0870, 0.3360
0.6010, 4831.74, 0.0423, 0.2252, 0.0359, 0.5499, 0.0423
0.6164, 4955.63, 0.3405, 0.2601, 0.3688, 0.6083, 0.3405
0.6318, 5079.53, 0.1812, 0.3471, 0.1982, 0.2244, 0.1812
0.6472, 5203.42, 0.3279, 0.2522, 0.3891, 0.2211, 0.3279
0.6626, 5327.31, 0.5229, 0.6517, 0.5309, 0.2438, 0.5229
0.6780, 5451.20, 0.8618, 0.8697, 0.8816, 0.6501, 0.8618
0.6934, 5575.09, 0.5496, 0.5567, 0.5704, 0.5467, 0.5496
0.7088, 5698.98, 0.6200, 0.3997, 0.7385, 0.6395, 0.6200
0.7242, 5822.87, 0.4259, 0.4300, 0.4357, 0.8422, 0.4259
0.7396, 5946.76, 0.5126, 0.9342, 0.4594, 0.9520, 0.5126
0.7551, 6070.65, 0.5458, 0.9619, 0.7695, 0.7564, 0.5458
0.7705, 6194.54, 0.1426, 1.0273, 0.4170, 0.2662, 0.1426
0.7859, 6318.43, 0.3206, 1.3385, 0.3288, 0.8162, 0.3206
0.8013, 6442.32, 0.3405, 1.2696, 0.2427, 0.5142, 0.3405
0.8167, 6566.22, 0.7841, 0.5312, 1.1001, 0.5400, 0.7841
0.8321, 6690.11, 0.9244, 1.0224, 0.9696, 1.0915, 0.9244
0.8475, 6814.00, 0.5436, 1.0262, 0.5977, 1.8088, 0.5436
0.8629, 6937.89, 0.8628, 2.0000, 0.5509, 1.1578, 0.8628
0.8783, 7061.78, 0.7130, 2.0000, 0.7259, 1.6574, 0.7130
0.8937, 7185.67, 1.1231, 2.0000, 2.0000, 1.0460, 1.1231
0.9091, 7309.56, 1.1881, 2.0000, 2.0000, 1.7037, 1.1881
0.9246, 7433.45, 1.0186, 2.0000, 2.0000, 2.0000, 1.0186
0.9400, 7557.34, 0.8978, 2.0000, 1.5753, 2.0000, 0.8978
0.9554, 7681.23, 0.8470, 2.0000, 0.3840, 0.5348, 0.8470
0.9708, 7805.12, 1.1291, 2.0000, 1.1952, 2.0000, 1.1291
0.9862, 7929.02, 1.0886, 1.5880, 1.0913, 2.0000, 1.0886
1.0016, 8052.91, 0.1108, 2.0000, 0.8028, 2.0000, 0.1108
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.6862, 0.6461, 0.6917, 0.7434, 0.6862
0.0500, 0.1843, 0.1561, 0.2054, 0.3847, 0.1843
0.0750, 0.0828, 0.1143, 0.1457, 0.5314, 0.0828
0.1000, 0.1644, 0.3292, 0.1845, 0.3341, 0.1644
0.1250, 0.0826, 0.2675, 0.1588, 0.3859, 0.0826
0.1500, 0.1294, 0.2470, 0.2366, 0.1279, 0.1294
0.1750, 0.2031, 0.3262, 0.2684, 0.3097, 0.2031
0.2000, 0.0720, 0.1045, 0.0875, 0.2244, 0.0720
0.2250, 0.2782, 0.2121, 0.3775, 0.2723, 0.2782
0.2500, 0.2503, 0.4484, 0.2590, 0.2827, 0.2503
0.2750, 0.3007, 0.2163, 0.3880, 0.4502, 0.3007
0.3000, 0.2961, 0.1838, 0.3623, 0.1296, 0.2961
0.3250, 0.2888, 0.2881, 0.3112, 0.1276, 0.2888
0.3500, 0.1476, 0.1888, 0.1530, 0.1645, 0.1476
0.3750, 0.3199, 0.2977, 0.3266, 0.4618, 0.3199
0.4000, 0.2419, 0.2879, 0.2165, 0.4549, 0.2419
0.4250, 0.2723, 0.3142, 0.2686, 0.3438, 0.2723
0.4500, 0.2707, 0.1648, 0.2720, 0.5883, 0.2707
0.4750, 0.3868, 0.4379, 0.3828, 0.4278, 0.3868
0.5000, 0.3968, 0.4699, 0.3923, 0.2902, 0.3968
0.5500, 0.1912, 0.4437, 0.1768, 0.2440, 0.1912
0.6000, 0.0607, 0.2340, 0.0563, 0.5209, 0.0607
0.6500, 0.3635, 0.3250, 0.4149, 0.2252, 0.3635
0.7000, 0.5797, 0.4896, 0.6422, 0.5863, 0.5797
0.7500, 0.5349, 0.9528, 0.6677, 0.8206, 0.5349
0.8000, 0.3388, 1.2753, 0.2499, 0.5393, 0.3388
0.8500, 0.5951, 1.1898, 0.5902, 1.7037, 0.5951
0.9000, 1.1495, 2.5230, 2.2580, 1.3132, 1.1495
0.9500, 0.8648, 3.8079, 0.7997, 2.0075, 0.8648
1.0000, 0.2127, 3.3735, 0.8328, 4.7903, 0.2127

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-8.99,-0.029, 0.093, 0.099, 0.073, 0.129
-8.49, 0.315, 0.027, 0.186, 0.086, 0.288
-7.99, 0.039, 0.149, 0.115, 0.129, 0.110
-7.49, 0.278, 0.058, 0.257, 0.109, 0.220
-6.99, 0.152, 0.192, 0.147, 0.182, 0.045
-6.49, 0.336, 0.138, 0.221, 0.177, 0.198
-5.99, 0.270, 0.224, 0.205, 0.230, 0.065
-5.49, 0.285, 0.185, 0.249, 0.207, 0.100
-4.99, 0.418, 0.296, 0.284, 0.315, 0.134
-4.49, 0.283, 0.308, 0.300, 0.303, 0.025
-3.99, 0.446, 0.278, 0.275, 0.306, 0.171
-3.49, 0.275, 0.410, 0.319, 0.381, 0.135
-3.00, 0.663, 0.334, 0.367, 0.390, 0.329
-2.50, 0.294, 0.399, 0.298, 0.374, 0.105
-2.00, 0.717, 0.348, 0.428, 0.414, 0.369
-1.50, 0.413, 0.432, 0.275, 0.417, 0.157
-1.00, 0.687, 0.455, 0.524, 0.498, 0.232
-0.50, 0.584, 0.540, 0.411, 0.537, 0.173
 0.00, 0.560, 0.517, 0.576, 0.529, 0.058
 0.50, 0.673, 0.586, 0.418, 0.588, 0.255
 1.00, 0.604, 0.581, 0.579, 0.585, 0.025
 1.50, 0.720, 0.618, 0.436, 0.621, 0.284
 2.00, 0.629, 0.595, 0.569, 0.599, 0.060
 2.50, 0.863, 0.715, 0.515, 0.724, 0.348
 3.00, 0.799, 0.720, 0.597, 0.723, 0.202
 3.49, 0.933, 0.753, 0.591, 0.770, 0.343
 3.99, 0.980, 0.805, 0.719, 0.827, 0.261
 4.49, 1.015, 0.739, 0.666, 0.778, 0.349
 4.99, 1.008, 0.764, 0.844, 0.810, 0.244
 5.49, 0.978, 0.687, 0.769, 0.741, 0.291
 5.99, 1.009, 0.709, 0.897, 0.773, 0.299
 6.49, 1.118, 0.858, 0.938, 0.907, 0.261
 6.99, 1.073, 0.789, 0.945, 0.847, 0.284
 7.49, 1.088, 0.865, 0.942, 0.908, 0.222
 7.99, 1.032, 0.832, 0.970, 0.875, 0.199
 8.49, 1.127, 0.936, 0.977, 0.971, 0.191
 8.99, 0.924, 0.870, 0.964, 0.886, 0.094
 9.48, 1.070, 0.909, 0.960, 0.940, 0.161
 9.98, 1.026, 0.947, 1.008, 0.965, 0.078
10.48, 1.238, 0.958, 0.988, 1.006, 0.279
10.98, 1.056, 0.923, 0.946, 0.947, 0.133
11.48, 1.172, 0.854, 0.781, 0.900, 0.391
11.98, 1.118, 0.961, 0.928, 0.984, 0.190
12.48, 1.190, 0.984, 0.788, 1.003, 0.402
12.98, 1.173, 1.031, 0.933, 1.047, 0.240
13.48, 1.165, 1.014, 0.670, 1.013, 0.494

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   72.3
Light pixel level ,  121.2
Dark level linear , 0.0803
Light level linear,  0.226

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.28476,2050.00000, pixels from upper-right
Edge angle,3.244
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.034
MTF50 LW/PH,   272
MTF50 Cy/Pxl, 0.034
MTF50P Cy/pxl, 0.034
MTF50P LW/PH,   272
MTF50P Cy/Pxl, 0.034
MTF30 Cy/pxl, 0.042
MTF30 LW/PH,   340
