Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.95, 0.8265, 0.8623, 0.8125, 0.8651, 0.8265
0.0308,  247.90, 0.4893, 0.5957, 0.4483, 0.5956, 0.4893
0.0463,  371.85, 0.2156, 0.3538, 0.1709, 0.3053, 0.2156
0.0617,  495.81, 0.0331, 0.1714, 0.0830, 0.0501, 0.0331
0.0771,  619.76, 0.1091, 0.1780, 0.1427, 0.0721, 0.1091
0.0925,  743.71, 0.0828, 0.0981, 0.1304, 0.1399, 0.0828
0.1079,  867.66, 0.0020, 0.3761, 0.1012, 0.0836, 0.0020
0.1233,  991.61, 0.0429, 0.2205, 0.0071, 0.0338, 0.0429
0.1388, 1115.56, 0.0177, 0.1860, 0.0881, 0.1329, 0.0177
0.1542, 1239.52, 0.0600, 0.1286, 0.1209, 0.1066, 0.0600
0.1696, 1363.47, 0.0830, 0.1458, 0.0799, 0.0745, 0.0830
0.1850, 1487.42, 0.0775, 0.2148, 0.0498, 0.1309, 0.0775
0.2004, 1611.37, 0.1359, 0.2437, 0.1239, 0.0834, 0.1359
0.2158, 1735.32, 0.1340, 0.0745, 0.1743, 0.0939, 0.1340
0.2313, 1859.27, 0.0525, 0.3754, 0.0968, 0.0956, 0.0525
0.2467, 1983.22, 0.0158, 0.1983, 0.0736, 0.0826, 0.0158
0.2621, 2107.18, 0.0508, 0.1133, 0.0781, 0.0526, 0.0508
0.2775, 2231.13, 0.1550, 0.2368, 0.1515, 0.0642, 0.1550
0.2929, 2355.08, 0.2029, 0.2587, 0.1999, 0.0927, 0.2029
0.3083, 2479.03, 0.1284, 0.0402, 0.1567, 0.1249, 0.1284
0.3238, 2602.98, 0.0598, 0.1723, 0.0386, 0.0286, 0.0598
0.3392, 2726.93, 0.0907, 0.1671, 0.0802, 0.1038, 0.0907
0.3546, 2850.89, 0.0706, 0.1688, 0.0800, 0.1221, 0.0706
0.3700, 2974.84, 0.2518, 0.1530, 0.2836, 0.3066, 0.2518
0.3854, 3098.79, 0.1591, 0.0508, 0.1874, 0.2085, 0.1591
0.4008, 3222.74, 0.0873, 0.1839, 0.0690, 0.0783, 0.0873
0.4163, 3346.69, 0.1069, 0.2575, 0.0712, 0.0820, 0.1069
0.4317, 3470.64, 0.0916, 0.2565, 0.0606, 0.0545, 0.0916
0.4471, 3594.59, 0.1704, 0.2779, 0.1516, 0.0793, 0.1704
0.4625, 3718.55, 0.0301, 0.0705, 0.0207, 0.0617, 0.0301
0.4779, 3842.50, 0.0779, 0.1080, 0.0988, 0.0052, 0.0779
0.4933, 3966.45, 0.0338, 0.1238, 0.0063, 0.1003, 0.0338
0.5088, 4090.40, 0.1713, 0.1949, 0.1652, 0.1689, 0.1713
0.5242, 4214.35, 0.1550, 0.1245, 0.1633, 0.1760, 0.1550
0.5396, 4338.30, 0.1029, 0.0797, 0.1052, 0.1857, 0.1029
0.5550, 4462.26, 0.1931, 0.1424, 0.1953, 0.3173, 0.1931
0.5704, 4586.21, 0.2025, 0.1122, 0.2142, 0.3851, 0.2025
0.5858, 4710.16, 0.0937, 0.0478, 0.1150, 0.2420, 0.0937
0.6013, 4834.11, 0.2801, 0.2493, 0.2823, 0.3433, 0.2801
0.6167, 4958.06, 0.3675, 0.3246, 0.3754, 0.5202, 0.3675
0.6321, 5082.01, 0.2469, 0.2362, 0.2507, 0.3922, 0.2469
0.6475, 5205.97, 0.3043, 0.4629, 0.2917, 0.2844, 0.3043
0.6629, 5329.92, 0.3814, 0.5107, 0.3696, 0.2306, 0.3814
0.6783, 5453.87, 0.2071, 0.2667, 0.2103, 0.4004, 0.2071
0.6938, 5577.82, 0.1384, 0.2606, 0.0983, 0.4121, 0.1384
0.7092, 5701.77, 0.1558, 0.5469, 0.0700, 0.2611, 0.1558
0.7246, 5825.72, 0.1488, 0.6392, 0.1657, 0.4142, 0.1488
0.7400, 5949.67, 0.1248, 0.2190, 0.1532, 0.5422, 0.1248
0.7554, 6073.63, 0.1946, 0.7056, 0.0805, 0.2170, 0.1946
0.7708, 6197.58, 0.1080, 0.4437, 0.1603, 0.2155, 0.1080
0.7863, 6321.53, 0.1355, 0.5768, 0.0939, 0.1535, 0.1355
0.8017, 6445.48, 0.4961, 1.2124, 0.4576, 0.4552, 0.4961
0.8171, 6569.43, 0.4410, 1.3805, 0.5176, 0.3904, 0.4410
0.8325, 6693.38, 0.0370, 0.1012, 0.0184, 0.3615, 0.0370
0.8479, 6817.34, 0.3238, 1.2141, 0.5477, 0.5142, 0.3238
0.8633, 6941.29, 0.5280, 0.5989, 0.7765, 0.1313, 0.5280
0.8788, 7065.24, 0.5078, 0.9107, 0.5546, 1.2088, 0.5078
0.8942, 7189.19, 0.4867, 0.6395, 0.6289, 1.6258, 0.4867
0.9096, 7313.14, 0.6036, 1.3896, 0.4303, 1.2178, 0.6036
0.9250, 7437.09, 0.6324, 2.0000, 0.1938, 1.0969, 0.6324
0.9404, 7561.04, 0.4209, 2.0000, 0.4307, 1.6598, 0.4209
0.9558, 7685.00, 0.2607, 1.3790, 0.5809, 1.6177, 0.2607
0.9713, 7808.95, 0.6061, 1.5188, 0.9732, 0.8343, 0.6061
0.9867, 7932.90, 0.2811, 1.8829, 0.9961, 1.5022, 0.2811
1.0021, 8056.85, 0.9420, 2.0000, 0.8379, 1.5931, 0.9420
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.6169, 0.6966, 0.5861, 0.6976, 0.6169
0.0500, 0.1712, 0.3094, 0.1495, 0.2432, 0.1712
0.0750, 0.0989, 0.1771, 0.1346, 0.0691, 0.0989
0.1000, 0.0435, 0.2333, 0.1162, 0.1125, 0.0435
0.1250, 0.0401, 0.2167, 0.0158, 0.0445, 0.0401
0.1500, 0.0486, 0.1441, 0.1120, 0.1137, 0.0486
0.1750, 0.0810, 0.1700, 0.0693, 0.0943, 0.0810
0.2000, 0.1343, 0.2429, 0.1219, 0.0847, 0.1343
0.2250, 0.0856, 0.2534, 0.1282, 0.0949, 0.0856
0.2500, 0.0234, 0.1799, 0.0745, 0.0762, 0.0234
0.2750, 0.1381, 0.2167, 0.1395, 0.0623, 0.1381
0.3000, 0.1687, 0.1584, 0.1801, 0.1075, 0.1687
0.3250, 0.0623, 0.1718, 0.0420, 0.0347, 0.0623
0.3500, 0.0766, 0.1683, 0.0800, 0.1167, 0.0766
0.3750, 0.2218, 0.1199, 0.2524, 0.2748, 0.2218
0.4000, 0.0912, 0.1767, 0.0754, 0.0854, 0.0912
0.4250, 0.0982, 0.2569, 0.0652, 0.0664, 0.0982
0.4500, 0.1439, 0.2387, 0.1269, 0.0760, 0.1439
0.4750, 0.0688, 0.1009, 0.0840, 0.0160, 0.0688
0.5000, 0.0932, 0.1545, 0.0749, 0.1299, 0.0932
0.5500, 0.1638, 0.1221, 0.1660, 0.2746, 0.1638
0.6000, 0.2649, 0.2329, 0.2687, 0.3351, 0.2649
0.6500, 0.3168, 0.4707, 0.3043, 0.2757, 0.3168
0.7000, 0.1455, 0.3765, 0.0868, 0.3510, 0.1455
0.7500, 0.1700, 0.5344, 0.1061, 0.3314, 0.1700
0.8000, 0.4569, 1.1433, 0.4181, 0.4224, 0.4569
0.8500, 0.3513, 1.1313, 0.5785, 0.4628, 0.3513
0.9000, 0.5308, 0.9227, 0.5539, 1.4717, 0.5308
0.9500, 0.3214, 1.8620, 0.5240, 1.6337, 0.3214
1.0000, 0.8522, 3.3818, 0.8594, 1.5807, 0.8522

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-10.98, 0.060, 0.057,-0.033, 0.051, 0.093
-10.48, 0.039, 0.063,-0.010, 0.053, 0.073
-9.98, 0.050, 0.046,-0.063, 0.038, 0.113
-9.48, 0.102, 0.058, 0.008, 0.063, 0.094
-8.98, 0.112, 0.104,-0.011, 0.097, 0.123
-8.48, 0.164, 0.092, 0.016, 0.100, 0.148
-7.98, 0.145, 0.151, 0.048, 0.142, 0.103
-7.48, 0.170, 0.140, 0.072, 0.141, 0.098
-6.99, 0.165, 0.218, 0.103, 0.198, 0.114
-6.49, 0.167, 0.189, 0.114, 0.179, 0.075
-5.99, 0.186, 0.244, 0.144, 0.225, 0.101
-5.49, 0.216, 0.235, 0.178, 0.227, 0.057
-4.99, 0.170, 0.247, 0.173, 0.226, 0.077
-4.49, 0.307, 0.299, 0.228, 0.295, 0.079
-3.99, 0.184, 0.317, 0.228, 0.284, 0.133
-3.49, 0.369, 0.383, 0.299, 0.374, 0.084
-2.99, 0.223, 0.399, 0.296, 0.356, 0.176
-2.49, 0.393, 0.422, 0.336, 0.409, 0.085
-2.00, 0.319, 0.452, 0.328, 0.416, 0.134
-1.50, 0.441, 0.482, 0.404, 0.468, 0.078
-1.00, 0.428, 0.523, 0.447, 0.498, 0.096
-0.50, 0.476, 0.502, 0.416, 0.491, 0.086
 0.00, 0.525, 0.537, 0.513, 0.533, 0.024
 0.50, 0.584, 0.565, 0.528, 0.566, 0.056
 1.00, 0.576, 0.549, 0.533, 0.554, 0.044
 1.50, 0.605, 0.605, 0.567, 0.602, 0.038
 2.00, 0.688, 0.638, 0.687, 0.652, 0.050
 2.49, 0.729, 0.697, 0.624, 0.698, 0.106
 2.99, 0.769, 0.665, 0.706, 0.689, 0.104
 3.49, 0.790, 0.737, 0.717, 0.746, 0.074
 3.99, 0.766, 0.720, 0.753, 0.732, 0.046
 4.49, 0.784, 0.752, 0.791, 0.761, 0.039
 4.99, 0.793, 0.777, 0.795, 0.782, 0.018
 5.49, 0.830, 0.827, 0.878, 0.831, 0.051
 5.99, 0.846, 0.838, 0.813, 0.838, 0.033
 6.49, 0.915, 0.871, 0.930, 0.884, 0.060
 6.99, 0.925, 0.886, 0.860, 0.892, 0.065
 7.48, 1.015, 0.894, 0.989, 0.926, 0.121
 7.98, 0.975, 0.903, 0.888, 0.917, 0.087
 8.48, 1.049, 0.895, 0.975, 0.932, 0.153
 8.98, 0.997, 0.923, 0.926, 0.938, 0.074
 9.48, 1.048, 0.968, 1.001, 0.986, 0.081
 9.98, 1.018, 0.971, 0.973, 0.981, 0.047
10.48, 1.069, 0.998, 0.981, 1.011, 0.087
10.98, 0.943, 0.963, 0.955, 0.959, 0.020
11.48, 1.077, 0.988, 0.929, 1.001, 0.148
11.97, 0.941, 1.010, 0.975, 0.994, 0.069
12.47, 1.025, 1.002, 0.974, 1.004, 0.051
12.97, 0.935, 1.037, 0.973, 1.012, 0.101
13.47, 0.968, 1.020, 0.983, 1.006, 0.052
13.97, 0.911, 1.024, 0.985, 0.998, 0.113
14.47, 0.954, 1.023, 0.970, 1.005, 0.069
14.97, 0.944, 0.998, 1.014, 0.988, 0.070
15.47, 0.947, 1.059, 1.023, 1.034, 0.112
15.97, 1.035, 1.014, 1.023, 1.019, 0.021
16.47, 1.003, 1.066, 1.028, 1.051, 0.064

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   74.2
Light pixel level ,  122.5
Dark level linear , 0.0846
Light level linear,  0.231

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
