Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_1600ISO_+1EV_Dist1_ON_Defocus1.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.04, 0.9430, 0.9741, 0.9335, 0.9502, 0.9430
0.0309,  248.07, 0.7545, 0.8156, 0.7338, 0.7893, 0.7545
0.0463,  372.11, 0.4899, 0.5249, 0.4746, 0.5513, 0.4899
0.0617,  496.14, 0.2686, 0.2766, 0.2637, 0.3026, 0.2686
0.0771,  620.18, 0.0968, 0.1152, 0.0948, 0.1617, 0.0968
0.0926,  744.21, 0.0357, 0.0865, 0.0634, 0.1323, 0.0357
0.1080,  868.25, 0.0882, 0.0716, 0.1369, 0.0969, 0.0882
0.1234,  992.28, 0.0910, 0.0696, 0.1089, 0.0483, 0.0910
0.1388, 1116.32, 0.0696, 0.1432, 0.0540, 0.0798, 0.0696
0.1543, 1240.35, 0.0096, 0.0175, 0.0140, 0.1344, 0.0096
0.1697, 1364.39, 0.0147, 0.0926, 0.0424, 0.0999, 0.0147
0.1851, 1488.43, 0.0176, 0.0990, 0.0448, 0.0608, 0.0176
0.2006, 1612.46, 0.0109, 0.0992, 0.0378, 0.0694, 0.0109
0.2160, 1736.50, 0.0261, 0.1226, 0.0539, 0.0122, 0.0261
0.2314, 1860.53, 0.0744, 0.1367, 0.0947, 0.0529, 0.0744
0.2468, 1984.57, 0.0616, 0.1314, 0.0596, 0.0453, 0.0616
0.2623, 2108.60, 0.0162, 0.0514, 0.0373, 0.0323, 0.0162
0.2777, 2232.64, 0.0572, 0.0525, 0.0647, 0.0253, 0.0572
0.2931, 2356.67, 0.0762, 0.1169, 0.0681, 0.0549, 0.0762
0.3085, 2480.71, 0.0264, 0.0916, 0.0175, 0.0656, 0.0264
0.3240, 2604.75, 0.0400, 0.0805, 0.0319, 0.0914, 0.0400
0.3394, 2728.78, 0.0210, 0.0261, 0.0290, 0.0476, 0.0210
0.3548, 2852.82, 0.0782, 0.0955, 0.0831, 0.0489, 0.0782
0.3703, 2976.85, 0.0938, 0.1310, 0.0916, 0.0755, 0.0938
0.3857, 3100.89, 0.0454, 0.0810, 0.0415, 0.0178, 0.0454
0.4011, 3224.92, 0.0682, 0.0400, 0.0817, 0.0607, 0.0682
0.4165, 3348.96, 0.0985, 0.0880, 0.1085, 0.0563, 0.0985
0.4320, 3472.99, 0.0866, 0.0885, 0.0865, 0.0890, 0.0866
0.4474, 3597.03, 0.0626, 0.0950, 0.0552, 0.0598, 0.0626
0.4628, 3721.06, 0.0617, 0.0743, 0.0585, 0.0905, 0.0617
0.4782, 3845.10, 0.0577, 0.0519, 0.0615, 0.1205, 0.0577
0.4937, 3969.14, 0.1354, 0.1460, 0.1300, 0.1762, 0.1354
0.5091, 4093.17, 0.1637, 0.1128, 0.1726, 0.2200, 0.1637
0.5245, 4217.21, 0.0748, 0.0138, 0.0872, 0.1309, 0.0748
0.5400, 4341.24, 0.0557, 0.0802, 0.0541, 0.0086, 0.0557
0.5554, 4465.28, 0.0727, 0.0419, 0.0847, 0.0478, 0.0727
0.5708, 4589.31, 0.0106, 0.0101, 0.0139, 0.0317, 0.0106
0.5862, 4713.35, 0.0069, 0.0588, 0.0279, 0.0739, 0.0069
0.6017, 4837.38, 0.0347, 0.0554, 0.0701, 0.0786, 0.0347
0.6171, 4961.42, 0.0945, 0.0966, 0.1194, 0.0304, 0.0945
0.6325, 5085.46, 0.1174, 0.1836, 0.1164, 0.0842, 0.1174
0.6479, 5209.49, 0.1252, 0.2562, 0.1048, 0.0878, 0.1252
0.6634, 5333.53, 0.1099, 0.2340, 0.0859, 0.1802, 0.1099
0.6788, 5457.56, 0.0644, 0.1396, 0.0573, 0.2317, 0.0644
0.6942, 5581.60, 0.0091, 0.0311, 0.0273, 0.2104, 0.0091
0.7097, 5705.63, 0.0350, 0.1267, 0.0282, 0.1570, 0.0350
0.7251, 5829.67, 0.1076, 0.3076, 0.0832, 0.1591, 0.1076
0.7405, 5953.70, 0.1323, 0.2952, 0.1252, 0.2273, 0.1323
0.7559, 6077.74, 0.1503, 0.1042, 0.2029, 0.2316, 0.1503
0.7714, 6201.77, 0.0565, 0.1473, 0.1354, 0.2969, 0.0565
0.7868, 6325.81, 0.1506, 0.3331, 0.1419, 0.3785, 0.1506
0.8022, 6449.85, 0.2406, 0.2904, 0.3306, 0.2536, 0.2406
0.8176, 6573.88, 0.1641, 0.4998, 0.2719, 0.0829, 0.1641
0.8331, 6697.92, 0.2753, 0.7511, 0.2956, 0.0829, 0.2753
0.8485, 6821.95, 0.2710, 0.7906, 0.2128, 0.2458, 0.2710
0.8639, 6945.99, 0.1159, 0.7861, 0.1943, 0.3187, 0.1159
0.8794, 7070.02, 0.3534, 0.9367, 0.5064, 0.1488, 0.3534
0.8948, 7194.06, 0.3261, 1.0562, 0.2756, 0.2710, 0.3261
0.9102, 7318.09, 0.1275, 0.6200, 0.2723, 0.2447, 0.1275
0.9256, 7442.13, 0.2750, 0.1500, 0.3984, 0.0468, 0.2750
0.9411, 7566.17, 0.1658, 0.2645, 0.1557, 0.1497, 0.1658
0.9565, 7690.20, 0.6886, 1.0381, 0.5939, 0.6849, 0.6886
0.9719, 7814.24, 1.0277, 1.4841, 0.9874, 1.0117, 1.0277
0.9873, 7938.27, 0.9606, 0.6551, 1.1737, 0.9799, 0.9606
1.0028, 8062.31, 0.9527, 0.8342, 0.9941, 1.2708, 0.9527
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0250, 0.8260, 0.8758, 0.8096, 0.8504, 0.8260
0.0500, 0.4366, 0.4650, 0.4237, 0.4913, 0.4366
0.0750, 0.1206, 0.1376, 0.1182, 0.1812, 0.1206
0.1000, 0.0610, 0.0793, 0.0988, 0.1152, 0.0610
0.1250, 0.0888, 0.0771, 0.1033, 0.0515, 0.0888
0.1500, 0.0262, 0.0523, 0.0251, 0.1192, 0.0262
0.1750, 0.0157, 0.0948, 0.0432, 0.0864, 0.0157
0.2000, 0.0111, 0.0992, 0.0381, 0.0691, 0.0111
0.2250, 0.0543, 0.1308, 0.0777, 0.0360, 0.0543
0.2500, 0.0523, 0.1150, 0.0551, 0.0426, 0.0523
0.2750, 0.0501, 0.0523, 0.0599, 0.0265, 0.0501
0.3000, 0.0540, 0.1056, 0.0455, 0.0596, 0.0540
0.3250, 0.0388, 0.0769, 0.0317, 0.0884, 0.0388
0.3500, 0.0603, 0.0738, 0.0662, 0.0485, 0.0603
0.3750, 0.0789, 0.1156, 0.0762, 0.0577, 0.0789
0.4000, 0.0666, 0.0429, 0.0788, 0.0576, 0.0666
0.4250, 0.0920, 0.0883, 0.0964, 0.0743, 0.0920
0.4500, 0.0625, 0.0915, 0.0558, 0.0650, 0.0625
0.4750, 0.0585, 0.0566, 0.0609, 0.1142, 0.0585
0.5000, 0.1470, 0.1324, 0.1475, 0.1942, 0.1470
0.5500, 0.0668, 0.0553, 0.0740, 0.0341, 0.0668
0.6000, 0.0317, 0.0557, 0.0656, 0.0781, 0.0317
0.6500, 0.1232, 0.2532, 0.1023, 0.1001, 0.1232
0.7000, 0.0188, 0.0669, 0.0276, 0.1904, 0.0188
0.7500, 0.1434, 0.1777, 0.1730, 0.2300, 0.1434
0.8000, 0.2276, 0.2965, 0.3035, 0.2716, 0.2276
0.8500, 0.2559, 0.7902, 0.2110, 0.2529, 0.2559
0.9000, 0.2590, 0.9087, 0.2745, 0.2621, 0.2590
0.9500, 0.4686, 0.7125, 0.4095, 0.4597, 0.4686
1.0000, 0.9541, 0.8020, 1.0264, 1.2185, 0.9541

Edge profile, Region 1 of 1 total
x (pixels),R Edge, G Edge, B Edge, Y Edge,CA (max Delta)
-6.98, 0.063, 0.038, 0.035, 0.043, 0.028
-6.48, 0.054, 0.100, 0.085, 0.089, 0.046
-5.98, 0.094, 0.079, 0.072, 0.082, 0.022
-5.48, 0.108, 0.145, 0.103, 0.134, 0.042
-4.99, 0.106, 0.109, 0.107, 0.109, 0.004
-4.49, 0.175, 0.204, 0.165, 0.195, 0.038
-3.99, 0.177, 0.203, 0.187, 0.196, 0.026
-3.49, 0.255, 0.261, 0.241, 0.258, 0.021
-2.99, 0.264, 0.291, 0.265, 0.283, 0.026
-2.49, 0.361, 0.335, 0.320, 0.339, 0.041
-1.99, 0.351, 0.363, 0.356, 0.360, 0.012
-1.50, 0.432, 0.411, 0.408, 0.415, 0.023
-1.00, 0.441, 0.447, 0.436, 0.445, 0.010
-0.50, 0.481, 0.494, 0.516, 0.493, 0.035
 0.00, 0.542, 0.527, 0.521, 0.530, 0.021
 0.50, 0.569, 0.573, 0.595, 0.574, 0.026
 1.00, 0.657, 0.609, 0.622, 0.620, 0.048
 1.50, 0.669, 0.640, 0.689, 0.650, 0.049
 1.99, 0.731, 0.675, 0.719, 0.690, 0.056
 2.49, 0.746, 0.706, 0.773, 0.720, 0.067
 2.99, 0.782, 0.764, 0.811, 0.771, 0.047
 3.49, 0.830, 0.791, 0.854, 0.804, 0.063
 3.99, 0.815, 0.848, 0.875, 0.843, 0.059
 4.49, 0.886, 0.857, 0.911, 0.867, 0.055
 4.99, 0.880, 0.905, 0.888, 0.898, 0.024
 5.48, 0.943, 0.931, 0.940, 0.934, 0.011
 5.98, 0.959, 0.953, 0.936, 0.953, 0.023
 6.48, 0.968, 0.954, 0.922, 0.955, 0.046
 6.98, 1.008, 0.973, 0.938, 0.978, 0.070
 7.48, 0.975, 0.972, 0.957, 0.972, 0.018
 7.98, 1.035, 1.013, 0.956, 1.013, 0.079
 8.48, 1.000, 0.980, 0.995, 0.986, 0.020
 8.98, 0.994, 1.010, 0.968, 1.003, 0.042
 9.47, 1.030, 0.986, 0.996, 0.996, 0.044
 9.97, 1.008, 1.001, 1.016, 1.004, 0.015
10.47, 1.054, 1.007, 0.990, 1.016, 0.064

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   73.3
Light pixel level ,  122.5
Dark level linear , 0.0825
Light level linear,  0.231

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3245.26072,2050.00000, pixels from upper-right
Edge angle,4.263
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.046
MTF50 LW/PH,   367
MTF50 Cy/Pxl, 0.046
MTF50P Cy/pxl, 0.046
MTF50P LW/PH,   367
MTF50P Cy/Pxl, 0.046
MTF30 Cy/pxl, 0.060
MTF30 LW/PH,   479
MTF30 Cy/Pxl, 0.060
MTF30P Cy/pxl, 0.060
MTF30P LW/PH,   479
MTF30P Cy/Pxl, 0.060
MTF20 Cy/pxl, 0.068
MTF20 LW/PH,   546
MTF20 Cy/Pxl, 0.068
MTF20P Cy/pxl, 0.068
MTF20P LW/PH,   546
MTF20P Cy/Pxl, 0.068
MTF Area Pk Norml Cy/pxl, 0.072
MTF Area Pk Norml LW/PH,   578
MTF Area Pk Norml Cy/Pxl, 0.072
MTF at Nyquist, 0.147
MTF50 Red Cy/pxl, 0.048
