Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3495  2005  3819  2570 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,12-May-2025 18:50:49,
File, potted plant_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_100ISO_-2EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_100ISO_-2EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_1600ISO_-2EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_6400ISO_-2EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_25600ISO_-2EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0158,  0.0082,  0.1535,  0.0156,  0.0082,  0.1619,  0.0147,  0.0081,  0.1501,  0.0147,  0.0081,  0.1315,  0.0129,  0.0072,  0.0156,  0.0103,  0.0076,  0.0144,  0.0047,  0.0234,  0.0257,  0.0018,  0.0032,  0.0053
R1090 (pxl) Mean Ctr, 28.9906, 55.6393,  2.9621, 29.8023, 59.7859,  2.9472, 29.6631, 174.5789,  3.5412, 30.2283, 62.4514,  3.8698, 163.5855, 180.6826, 30.0838, 23.6672, 221.2017, 26.7823, -0.1227, 284.1120, 15.9964, 244.8784, 531.8011, 295.2026
CA (pxl) Mean Ctr,  1.3894,  4.3876,  0.8024,  1.1569,  0.3749,  1.0509,  7.4000, 29.9466,  0.7325,  1.8205, 46.4267,  0.6079,  6.6503, 151.7778, 13.8835, 35.9405, 434.5746,  5.2259, 197.0278, 10.6676,  7.8479, 194.2413, 49.9659, 15.9412
MTF50 (LW/PH) Mean Ctr,    126.9,     65.8,   1234.3,    125.4,     65.9,   1302.1,    118.2,     64.8,   1206.4,    118.0,     65.4,   1057.5,    103.9,     58.1,    125.4,     82.5,     60.7,    116.0,     38.2,    188.2,    206.3,     14.2,     25.4,     42.6
R1090 (/PH) Mean Ctr,    138.7,     72.3,   1357.2,    134.9,     67.2,   1364.0,    135.5,     23.0,   1135.2,    133.0,     64.4,   1038.8,     24.6,     22.2,    133.6,    169.9,     18.2,    150.1, -32759.5,     14.1,    251.3,     16.4,      7.6,     13.6
Peak MTF Mean Ctr,   1.000,   1.000,   1.004,   1.000,   1.000,   1.004,   1.000,   1.000,   1.003,   1.000,   1.000,   1.010,   1.456,   1.789,   1.766,   1.405,   2.473,   1.610,  14.754,   7.230,   4.357,   7.266,   1.534,   2.128
MTF50P (Cy/Pxl) Mean Ctr,  0.0158,  0.0082,  0.1531,  0.0156,  0.0082,  0.1618,  0.0147,  0.0081,  0.1500,  0.0147,  0.0081,  0.1313,  0.5042,  0.4216,  0.2842,  0.3586,  0.4319,  0.2978,  0.4753,  0.5056,  0.4690,  0.4618,  0.4590,  0.3912
MTF50P (LW/PH) Mean Ctr,    126.9,     65.8,   1231.0,    125.4,     65.9,   1300.7,    118.2,     64.8,   1206.1,    118.0,     65.4,   1055.9,   4053.5,   3389.7,   2285.0,   2882.9,   3472.7,   2394.5,   3821.2,   4064.7,   3771.0,   3713.1,   3690.4,   3144.9
