Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3466  1938  3790  2508 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,12-May-2025 17:11:55,
File, sports ball_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_100ISO_0EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_100ISO_0EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_100ISO_0EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_100ISO_0EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_1600ISO_0EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_6400ISO_0EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_25600ISO_0EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0182,  0.0083,  0.1405,  0.0183,  0.0083,  0.1434,  0.0184,  0.0082,  0.1356,  0.0183,  0.0082,  0.1464,  0.0172,  0.0081,  0.1236,  0.0182,  0.0079,  0.1052,  0.0108,  0.0071,  0.0147,  0.0128,  0.0074,  0.0055
R1090 (pxl) Mean Ctr, 25.0566, 58.8135,  3.2978, 25.5284, 55.9853,  3.3116, 24.5275, 55.3256,  3.3072, 25.3592, 59.3633,  3.2571, 25.2460, 50.7239,  3.6767, 24.7259, 58.8444,  3.8644, 35.2200, 60.3889, 27.2554, 30.7121, 50.1851, 145.3324
CA (pxl) Mean Ctr,  1.1929,  0.3381,  0.8029,  0.8328,  2.8721,  0.7687,  1.6722,  7.7616,  1.0258,  1.5893,  4.2283,  0.8049,  2.4814,  3.4053,  1.3837,  8.4216, 11.1855,  0.8218,  6.6458, 429.2164,  8.5828, 11.9677, 24.8666, 176.2308
MTF50 (LW/PH) Mean Ctr,    146.7,     66.5,   1129.5,    147.4,     66.7,   1152.9,    147.5,     65.9,   1089.9,    146.8,     66.0,   1176.9,    138.0,     65.2,    994.0,    146.7,     63.3,    846.0,     86.9,     57.0,    118.1,    103.2,     59.2,     44.2
R1090 (/PH) Mean Ctr,    160.4,     68.4,   1219.0,    157.5,     71.8,   1213.9,    163.9,     72.7,   1215.5,    158.5,     67.7,   1234.2,    159.2,     79.3,   1093.4,    162.6,     68.3,   1040.3,    114.1,     66.6,    147.5,    130.9,     80.1,     27.7
Peak MTF Mean Ctr,   1.000,   1.000,   1.005,   1.000,   1.000,   1.004,   1.000,   1.000,   1.005,   1.000,   1.000,   1.006,   1.000,   1.000,   1.022,   1.000,   1.000,   1.004,   1.380,   1.466,   2.173,   1.380,   1.423,   1.000
MTF50P (Cy/Pxl) Mean Ctr,  0.0182,  0.0083,  0.1397,  0.0183,  0.0083,  0.1430,  0.0184,  0.0082,  0.1352,  0.0183,  0.0082,  0.1461,  0.0172,  0.0081,  0.1233,  0.0182,  0.0079,  0.1052,  0.4308,  0.4283,  0.3125,  0.4028,  0.4982,  0.0055
MTF50P (LW/PH) Mean Ctr,    146.7,     66.5,   1123.5,    147.4,     66.7,   1149.5,    147.5,     65.9,   1087.3,    146.8,     66.0,   1174.5,    138.0,     65.2,    991.0,    146.7,     63.3,    845.6,   3463.5,   3443.5,   2512.8,   3238.9,   4005.4,     44.2
