Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3466  1938  3790  2508 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,12-May-2025 17:18:58,
File, sports ball_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_100ISO_-2EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_1600ISO_-2EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_6400ISO_-2EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_25600ISO_-2EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0187,  0.0084,  0.1446,  0.0184,  0.0083,  0.1441,  0.0176,  0.0081,  0.1305,  0.0184,  0.0081,  0.1419,  0.0118,  0.0069,  0.0283,  0.0115,  0.0072,  0.0189,  0.0030,     NaN,  0.0140,  0.0092,  0.0066,  0.0058
R1090 (pxl) Mean Ctr, 24.7926, 59.4562,  3.1113, 25.0959, 57.3180,  3.1690, 25.9463, 61.5187,  3.3486, 22.6975, 60.4170,  3.1699, 29.3322, 213.1852, 13.7139, 38.8076, -109.3352, 17.4660, 247.4523, 36.1975, 27.2853, 42.9571, 181.2512, 302.4779
CA (pxl) Mean Ctr,  0.9291,  0.6156,  0.8865,  0.7376,  0.8488,  0.6513,  4.7887, 56.7740,  0.1785,  6.0274, 12.1342,  0.7325, 16.3612, 91.3447,  3.3798, 16.2414, 20.6207,  4.4983,  1.7551, 45.4814, 162.3507, 136.9093, 42.2428, 160.0117
MTF50 (LW/PH) Mean Ctr,    150.4,     67.3,   1162.3,    148.2,     67.0,   1158.4,    141.9,     64.8,   1049.0,    147.9,     65.4,   1141.1,     94.6,     55.1,    227.1,     92.2,     58.2,    152.2,     24.4,      NaN,    112.9,     73.6,     53.0,     46.6
R1090 (/PH) Mean Ctr,    162.1,     67.6,   1292.1,    160.2,     70.1,   1268.5,    154.9,     65.3,   1200.5,    177.1,     66.5,   1268.2,    137.1,     18.9,    293.1,    103.6,    -36.8,    230.2,     16.2,    111.1,    147.3,     93.6,     22.2,     13.3
Peak MTF Mean Ctr,   1.000,   1.000,   1.004,   1.000,   1.000,   1.005,   1.000,   1.000,   1.022,   1.000,   1.000,   1.005,   1.577,   1.699,   1.496,   1.309,   1.639,   2.185,   2.544,  59.703,   5.690,   4.641,   4.904,   1.296
MTF50P (Cy/Pxl) Mean Ctr,  0.0187,  0.0084,  0.1444,  0.0184,  0.0083,  0.1438,  0.0176,  0.0081,  0.1300,  0.0184,  0.0081,  0.1417,  0.5066,  0.4697,  0.4276,  0.3230,  0.4891,  0.4669,  0.3743,     NaN,  0.3918,  0.4330,  0.4628,  0.3902
MTF50P (LW/PH) Mean Ctr,    150.4,     67.3,   1160.7,    148.2,     67.0,   1156.3,    141.9,     64.8,   1044.9,    147.9,     65.4,   1139.1,   4073.0,   3776.1,   3437.6,   2597.2,   3932.1,   3753.9,   3009.6,      NaN,   3149.8,   3481.2,   3721.1,   3137.5
