Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3495  2005  3819  2570 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,12-May-2025 18:06:53,
File, cup_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_55.0 mm_100ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_55.0 mm_100ISO_-2EV_Dist2_OFF_Focused.tiff,cup_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_55.0 mm_100ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_55.0 mm_100ISO_-2EV_Dist2_ON_Focused.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_OFF_Focused.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_55.0 mm_1600ISO_-2EV_Dist2_ON_Focused.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_OFF_Focused.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_55.0 mm_6400ISO_-2EV_Dist2_ON_Focused.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus1.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_OFF_Defocus2.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_OFF_Focused.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus1.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_ON_Defocus2.tiff,cup_55.0 mm_25600ISO_-2EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0131,  0.0071,  0.1620,  0.0130,  0.0071,  0.1614,  0.0119,  0.0068,  0.1255,  0.0128,  0.0068,  0.1389,  0.0096,  0.0065,  0.0139,  0.0099,  0.0065,  0.0167,  0.0027,  0.0030,  0.0102,  0.0029,  0.0063,  0.0131
R1090 (pxl) Mean Ctr, 36.0169, 70.4711,  3.0002, 36.3523, 66.2034,  2.9743, 44.5535, 73.0631,  3.3485, 31.5666, 66.6344,  3.3864, 38.1356, 73.5722, 28.1520, 36.3937, 41.9331, 21.7589, 242.3680, 249.3766, 52.1049, 245.6310,  2.7888, 12.2495
CA (pxl) Mean Ctr,  0.8280,  1.3245,  0.7142,  1.3302,  5.2353,  0.8830,  5.7138, 23.8466,  1.4643, 14.7952, 25.6775,  0.7168, 42.8619, 371.4804, 42.7609, 227.0562, 42.6879, 13.9996, 357.7540, 277.6074, 155.1252, 30.5693, 24.6427, 22.4603
MTF50 (LW/PH) Mean Ctr,    105.0,     56.8,   1302.8,    104.5,     56.8,   1297.4,     96.0,     54.9,   1008.8,    102.8,     55.0,   1117.1,     76.9,     52.5,    112.2,     79.8,     52.4,    134.4,     22.0,     23.9,     82.3,     23.4,     51.0,    104.9
R1090 (/PH) Mean Ctr,    111.6,     57.0,   1339.9,    110.6,     60.7,   1351.6,     90.2,     55.0,   1200.6,    127.3,     60.3,   1187.1,    105.4,     54.6,    142.8,    110.5,     95.9,    184.8,     16.6,     16.1,     77.2,     16.4,   1441.5,    328.2
Peak MTF Mean Ctr,   1.000,   1.000,   1.004,   1.000,   1.000,   1.004,   1.000,   1.000,   1.003,   1.000,   1.000,   1.006,   1.153,   1.099,   1.301,   1.395,   1.815,   1.536,   5.695,   3.207,   5.392,   1.768,   4.482,   4.434
MTF50P (Cy/Pxl) Mean Ctr,  0.0131,  0.0071,  0.1618,  0.0130,  0.0071,  0.1610,  0.0119,  0.0068,  0.1254,  0.0128,  0.0068,  0.1389,  0.4417,  0.4446,  0.4076,  0.3626,  0.4171,  0.3009,  0.2678,  0.2661,  0.4732,  0.1957,  0.4012,  0.3483
MTF50P (LW/PH) Mean Ctr,    105.0,     56.8,   1301.1,    104.5,     56.8,   1294.5,     96.0,     54.9,   1008.6,    102.8,     55.0,   1116.5,   3551.5,   3574.9,   3277.3,   2915.6,   3353.9,   2419.2,   2152.9,   2139.3,   3804.5,   1573.1,   3225.8,   2800.7
