Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3397  1999  3916  2554 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 07-May-2025 12:18:06,07-May-2025 12:18:06,
File, cup_55.0 mm_25600ISO_+1EV_Dist2_OFF_Focused.tiff,cup_55.0 mm_25600ISO_+1EV_Dist2_ON_Focused.tiff,
Camera, , 
Lens, , 
ISO speed, , 
Focal length, 18, 18
Shutter speed, , 
Aperture, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0274,  0.0287
R1090 (pxl) Mean Ctr, 14.4911, 17.2028
CA (pxl) Mean Ctr,  2.8942,  3.0611
MTF50 (LW/PH) Mean Ctr,    220.2,    230.5
R1090 (/PH) Mean Ctr,    277.4,    233.7
Peak MTF Mean Ctr,   1.135,   1.272
MTF50P (Cy/Pxl) Mean Ctr,  0.4985,  0.3531
MTF50P (LW/PH) Mean Ctr,   4007.7,   2839.1
MTF20 (Cy/Pxl) Mean Ctr,  0.0417,  0.0542
MTF20 (LW/PH) Mean Ctr,    335.1,    436.1
LSF PW50 (pxl) Mean Ctr,  0.3966,  0.2902
CA (area %) Mean Ctr,      NaN,      NaN
CA (crossing %) Mean Ctr,      NaN,      NaN
CA (R-G %) Mean Ctr, -0.06723, -2.29017
CA (B-G %) Mean Ctr,  1.24515, -3.43156
MTF50C (Cy/Pxl) Mean Ctr,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Mean Ctr,  0.1789,  0.1500
s1-MTF50. Mean Ctr,     0.02738,     0.02866
Shannon capacity Mean Ctr,  0.00,  0.00
Info Capacity C_4 Mean Ctr,  0.08,  0.07
Info Capacity C_max Mean Ctr,  0.91,  0.92
SNRi 2x8 pixels Mean Ctr,  4.69,  5.12
Edge location sigma 2x8 Mean Ctr,  2.79,  2.60

MTF50 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000
R1090 (pxl) Mean Pt Wy,  0.0000,  0.0000
CA (pxl) Mean Pt Wy,  0.0000,  0.0000
MTF50 (LW/PH) Mean Pt Wy,      0.0,      0.0
R1090 (/PH) Mean Pt Wy,      0.0,      0.0
Peak MTF Mean Pt Wy,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000
MTF50P (LW/PH) Mean Pt Wy,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000
MTF20 (LW/PH) Mean Pt Wy,      0.0,      0.0
LSF PW50 (pxl) Mean Pt Wy,  0.0000,  0.0000
CA (area %) Mean Pt Wy,  0.00000,  0.00000
CA (crossing %) Mean Pt Wy,  0.00000,  0.00000
CA (R-G %) Mean Pt Wy,  0.00000,  0.00000
CA (B-G %) Mean Pt Wy,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Pt Wy,  0.0000,  0.0000
