Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3495  2005  3819  2570 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,12-May-2025 17:27:35,
File, car_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus1.tiff,car_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus2.tiff,car_55.0 mm_100ISO_0EV_Dist2_OFF_Focused.tiff,car_55.0 mm_100ISO_0EV_Dist2_ON_Defocus1.tiff,car_55.0 mm_100ISO_0EV_Dist2_ON_Defocus2.tiff,car_55.0 mm_100ISO_0EV_Dist2_ON_Focused.tiff,car_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus1.tiff,car_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus2.tiff,car_55.0 mm_1600ISO_0EV_Dist2_OFF_Focused.tiff,car_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus1.tiff,car_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus2.tiff,car_55.0 mm_1600ISO_0EV_Dist2_ON_Focused.tiff,car_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus1.tiff,car_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus2.tiff,car_55.0 mm_6400ISO_0EV_Dist2_OFF_Focused.tiff,car_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus1.tiff,car_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus2.tiff,car_55.0 mm_6400ISO_0EV_Dist2_ON_Focused.tiff,car_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus1.tiff,car_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus2.tiff,car_55.0 mm_25600ISO_0EV_Dist2_OFF_Focused.tiff,car_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus1.tiff,car_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus2.tiff,car_55.0 mm_25600ISO_0EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0214,  0.0070,  0.1587,  0.0216,  0.0070,  0.1540,  0.0217,  0.0070,  0.1538,  0.0215,  0.0069,  0.1369,  0.0215,  0.0070,  0.1082,  0.0210,  0.0068,  0.1275,  0.0131,  0.0062,  0.0224,  0.0135,  0.0057,  0.0182
R1090 (pxl) Mean Ctr, 20.8403, 71.5286,  3.1127, 20.8612, 71.5755,  3.2048, 21.3212, 64.5926,  3.2339, 20.5796, 66.0095,  3.2884, 20.4222, 56.4318,  3.6906, 20.1732, 75.6016,  3.2487, 29.6481, 116.3000, 17.2071, 26.3358, 63.6143, 21.3714
CA (pxl) Mean Ctr,  0.5515,  0.7488,  0.6998,  0.6544,  1.1375,  0.9030,  0.6055, 18.5372,  0.8891,  0.2124,  4.7611,  0.9145,  3.4147, 41.7552,  0.8587,  4.1873, 33.8168,  0.4250, 68.7604, 40.0453,  6.2364, 45.2820, 331.7319,  6.1072
MTF50 (LW/PH) Mean Ctr,    172.4,     56.3,   1275.8,    174.0,     56.2,   1238.3,    174.5,     56.2,   1236.5,    172.8,     55.3,   1100.8,    172.5,     56.3,    870.1,    168.6,     54.8,   1025.4,    105.2,     49.9,    180.1,    108.9,     45.5,    146.7
R1090 (/PH) Mean Ctr,    192.9,     56.2,   1291.5,    192.7,     56.2,   1254.4,    188.5,     62.2,   1243.1,    195.3,     60.9,   1222.5,    196.8,     71.2,   1089.3,    199.3,     53.2,   1237.4,    135.6,     34.6,    233.6,    152.6,     63.2,    188.1
Peak MTF Mean Ctr,   1.000,   1.000,   1.004,   1.000,   1.000,   1.004,   1.000,   1.000,   1.004,   1.000,   1.000,   1.007,   1.000,   1.000,   1.013,   1.000,   1.000,   1.004,   1.775,   1.817,   1.647,   2.182,   1.591,   1.205
MTF50P (Cy/Pxl) Mean Ctr,  0.0214,  0.0070,  0.1584,  0.0216,  0.0070,  0.1537,  0.0217,  0.0070,  0.1535,  0.0215,  0.0069,  0.1362,  0.0215,  0.0070,  0.1079,  0.0210,  0.0068,  0.1275,  0.4723,  0.2497,  0.2789,  0.4671,  0.4642,  0.2490
MTF50P (LW/PH) Mean Ctr,    172.4,     56.3,   1273.3,    174.0,     56.2,   1235.9,    174.5,     56.2,   1234.5,    172.8,     55.3,   1095.0,    172.5,     56.3,    867.9,    168.6,     54.8,   1025.0,   3797.4,   2007.9,   2242.0,   3755.3,   3732.0,   2001.6
