Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3382  1939  3870  2501 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,07-May-2025 11:58:31,
File, sports ball_55.0 mm_25600ISO_+1EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_25600ISO_+1EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_25600ISO_+1EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_25600ISO_+1EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_25600ISO_+1EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_25600ISO_+1EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_6400ISO_+1EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_1600ISO_+1EV_Dist2_ON_Focused.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_OFF_Defocus2.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_OFF_Defocus1.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_ON_Defocus2.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_ON_Defocus1.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_OFF_Focused.tiff,sports ball_55.0 mm_100ISO_+1EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0061,  0.0149,  0.0074,  0.0073,  0.0220,  0.0123,  0.0081,  0.0184,  0.0082,  0.0184,  0.0079,  0.0183,  0.1363,  0.0082,  0.0184,  0.1387,  0.1350,  0.1419,  0.0081,  0.0182,  0.0081,  0.0181,  0.1469,  0.1449
R1090 (pxl) Mean Ctr, 68.3752, 27.0501, 61.0335, 63.3318, 17.8248, 32.8442, 59.0626, 24.3279, 55.1349, 24.4043, 58.0192, 23.9215,  3.4362, 56.0420, 24.8486,  3.1880,  3.4680,  3.2848, 56.6644, 24.9241, 56.8132, 24.8367,  3.2614,  3.2432
CA (pxl) Mean Ctr, 11.5713,  3.8994, 53.7881, 16.0828,  3.3497,  2.5634,  3.5178,  3.0713,  2.1013,  0.6560,  4.3028,  1.4453,  0.8380,  5.7366,  0.8403,  0.4237,  0.8374,  0.8357,  0.5817,  0.8227,  1.4198,  0.7837,  0.8264,  0.8287
MTF50 (LW/PH) Mean Ctr,     49.3,    119.6,     59.7,     58.6,    176.8,     98.8,     64.7,    147.8,     65.6,    148.2,     63.3,    146.7,   1096.1,     66.1,    147.7,   1114.8,   1085.1,   1140.7,     65.5,    146.5,     65.5,    145.5,   1180.8,   1165.2
R1090 (/PH) Mean Ctr,     58.8,    148.6,     65.9,     63.5,    225.5,    122.4,     68.1,    165.2,     72.9,    164.7,     69.3,    168.0,   1169.9,     71.7,    161.8,   1261.0,   1159.2,   1223.8,     70.9,    161.3,     70.8,    161.9,   1232.6,   1239.5
Peak MTF Mean Ctr,   1.000,   1.041,   1.164,   1.000,   1.113,   1.000,   1.000,   1.007,   1.000,   1.007,   1.000,   1.000,   1.006,   1.000,   1.003,   1.009,   1.012,   1.009,   1.000,   1.000,   1.000,   1.000,   1.008,   1.008
MTF50P (Cy/Pxl) Mean Ctr,  0.0061,  0.3289,  0.4326,  0.0073,  0.3525,  0.0123,  0.0081,  0.0183,  0.0082,  0.0183,  0.0079,  0.0182,  0.1363,  0.0082,  0.0183,  0.1380,  0.1346,  0.1417,  0.0081,  0.0182,  0.0081,  0.0181,  0.1466,  0.1443
MTF50P (LW/PH) Mean Ctr,     49.3,   2644.5,   3478.5,     58.6,   2834.0,     98.8,     64.7,    147.1,     65.6,    147.4,     63.3,    146.7,   1095.7,     66.1,    147.5,   1109.9,   1082.3,   1139.3,     65.5,    146.5,     65.5,    145.5,   1178.4,   1159.9
