Imatest,24.2.6, Master, SFR batch

Width & Height (pxl), 6024, 4020
Zone weights (Ctr-PtWy-Cor),  1.00,  0.75,  0.50
roi_mult, 3495  2005  3819  2570 ; 
Regions,1
Center,1
Part way,0
Corner,0

Secondary_rdout_1, MTF50.
Secondary_rdout_2, .
Date, 12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,12-May-2025 18:24:28,
File, potted plant_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_100ISO_0EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_100ISO_0EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_100ISO_0EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_100ISO_0EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_100ISO_0EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_1600ISO_0EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_6400ISO_0EV_Dist2_ON_Focused.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus1.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_OFF_Defocus2.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_OFF_Focused.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus1.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_ON_Defocus2.tiff,potted plant_55.0 mm_25600ISO_0EV_Dist2_ON_Focused.tiff,
Camera, , , , , , , , , , , , , , , , , , , , , , , , 
Lens, , , , , , , , , , , , , , , , , , , , , , , , 
ISO speed, , , , , , , , , , , , , , , , , , , , , , , , 
Focal length, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Shutter speed, , , , , , , , , , , , , , , , , , , , , , , , 
Aperture, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11, f/11

Plot title

Summary results for creating plots

MTF50 (Cy/Pxl) Mean Ctr,  0.0156,  0.0081,  0.1605,  0.0156,  0.0081,  0.1581,  0.0154,  0.0081,  0.1495,  0.0156,  0.0081,  0.1423,  0.0151,  0.0077,  0.1375,  0.0152,  0.0079,  0.1492,  0.0103,  0.0072,  0.0201,  0.0103,  0.0071,  0.0183
R1090 (pxl) Mean Ctr, 29.2565, 60.8332,  3.0728, 28.9748, 59.8637,  3.1045, 29.7143, 55.3518,  3.2971, 30.2741, 56.7702,  3.0269, 27.9805, 54.4023,  4.0719, 29.1492, 61.7436,  3.1753, 33.7175, 57.3189, 20.5824, 41.6807, 179.2651, 23.3666
CA (pxl) Mean Ctr,  1.8417,  0.6203,  1.0118,  0.4706,  0.3614,  0.9533,  2.1499,  6.3268,  0.4711,  1.7147,  2.4251,  0.9722,  4.9495, 21.4819,  0.7188,  2.7109,  5.4355,  1.5159, 34.5336,  8.3936, 10.5964, 65.9991, 227.1094,  5.0886
MTF50 (LW/PH) Mean Ctr,    125.5,     65.1,   1290.8,    125.8,     65.1,   1271.1,    123.9,     65.0,   1202.3,    125.2,     65.3,   1143.8,    121.6,     61.7,   1105.5,    122.3,     63.3,   1199.7,     82.8,     57.6,    161.8,     83.0,     56.8,    146.9
R1090 (/PH) Mean Ctr,    137.4,     66.1,   1308.3,    138.7,     67.2,   1294.9,    135.3,     72.6,   1219.3,    132.8,     70.8,   1328.1,    143.7,     73.9,    987.2,    137.9,     65.1,   1266.0,    119.2,     70.1,    195.3,     96.4,     22.4,    172.0
Peak MTF Mean Ctr,   1.000,   1.000,   1.003,   1.000,   1.000,   1.003,   1.000,   1.000,   1.005,   1.000,   1.000,   1.004,   1.000,   1.000,   1.001,   1.000,   1.000,   1.001,   1.536,   1.552,   1.210,   1.466,   1.356,   1.345
MTF50P (Cy/Pxl) Mean Ctr,  0.0156,  0.0081,  0.1603,  0.0156,  0.0081,  0.1574,  0.0154,  0.0081,  0.1491,  0.0156,  0.0081,  0.1420,  0.0151,  0.0077,  0.1375,  0.0152,  0.0079,  0.1492,  0.3124,  0.4729,  0.3953,  0.4537,  0.3533,  0.4950
MTF50P (LW/PH) Mean Ctr,    125.5,     65.1,   1288.6,    125.8,     65.1,   1265.8,    123.9,     65.0,   1199.0,    125.2,     65.3,   1141.7,    121.6,     61.7,   1105.3,    122.3,     63.3,   1199.6,   2511.6,   3802.2,   3178.4,   3647.8,   2840.8,   3980.0
